int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,2435,1042,2004,2004,2006,2006,16839955235,22692256917,949,1193,1450,1401,3856,294631
Bulk carrier,627,456,2006,2009,2010,2010,29267762270,50745996888,1025,1602,1838,1866,2431,187290
Chemical tanker,820,408,2007,2008,2009,2009,12567684814,19979662126,906,1264,1324,1340,2752,211056
Oil tanker,229,183,2008,2009,2009,2009,21929926045,40720689934,975,1694,1851,1868,2109,162664
Service - other,86,57,1996,1996,1992,1990,471623393,379356530,916,1496,1589,1302,240,18126
Liquefied gas tanker,358,138,2009,2008,2010,2010,18703144236,15561046476,1022,1671,2443,2282,2432,162386
Container,2016,404,2005,2006,2009,2009,155478535228,178185064967,888,1515,1948,1938,18747,1446919
Cruise,640,158,2000,1999,2005,2003,32944817563,3259447508,533,763,738,750,6816,526110
Ro-Ro,198,31,2007,2005,2006,2006,4529311272,2363684318,898,1206,780,795,716,55018
Service - tug,78,62,1998,1999,2006,2005,102816721,78509331,1101,1846,1721,1768,207,15516
Vehicle,280,90,2006,2007,2007,2006,13072048923,4114382388,954,1013,1018,1013,953,73378
Offshore,16,15,2002,2002,2006,2006,476227107,397088431,2046,3491,3044,3025,118,8897
Other liquids tankers,3,3,1996,1996,1998,1998,274213112,352286048,4440,4439,4447,4447,65,5048
Ferry-RoPax,22,8,2006,2005,2005,2003,227407460,43674303,501,2433,659,771,120,9084
Miscellaneous - fishing,115,51,1993,1993,1988,1985,333640060,235698509,839,4144,5652,5365,259,19416
Refrigerated bulk,17,17,1995,1995,1993,1992,416950249,451203656,1682,2748,2824,2879,194,14743
Ferry-pax only,15,14,1988,1992,1999,1993,65549711,7693258,2050,9177,10284,5389,85,6364
Yacht,3,2,1944,1960,1940,1915,854856,682191,496,750,776,962,0,20
