port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Aveiro - Sesimbra,2,2,1991,1991,1991,1991,765295,1178717,165,165,166,165,0,20
Sesimbra - Sines,18,14,2003,2003,2011,2010,71262496,86047491,93,110,126,125,9,727
Sines - Setubal,110,42,2004,2004,2007,2008,141422252,201587098,62,86,103,107,158,12132
Figueira Da Foz - Aveiro,60,41,2000,2000,2001,2002,20359547,26795590,137,195,158,141,23,1704
Sines - Matosinhos,289,45,2006,2006,2006,2006,1034425454,1443884860,249,271,275,272,422,32421
Aveiro - Setubal,87,62,1999,2001,2002,2002,66880279,98000952,193,215,214,213,25,1860
Alges - Lisboa,9,6,2000,2002,1998,1999,9972884,11511856,335,466,359,379,8,641
Leixoes - Lisboa,209,54,2005,2004,2006,2006,479302251,568563772,208,211,223,223,169,12920
Matosinhos - Lisboa,262,89,2002,2002,2004,2003,1077132559,616745229,203,205,215,232,320,24559
Leixoes - Trafaria,5,3,2003,2001,2004,2004,13101889,16265982,204,202,215,214,4,274
Leixoes - Almada,50,22,2004,2004,2004,2004,200114075,264371814,200,250,264,265,48,3718
Portimao - Lisboa,54,30,1991,1994,1992,1991,134042020,22916020,165,172,165,167,51,3890
Praia Da Vitoria - Ponta Delgada,215,39,2001,2003,2001,2001,252716277,248778994,101,117,127,128,113,8669
Ponta Delgada - Funchal,11,9,1996,1997,2003,1999,361872915,38381761,541,719,554,567,78,6030
Lisboa - Funchal,41,26,1997,1997,2002,1999,1134172395,133492069,533,537,532,531,239,18458
Barreiro - Leixoes,26,24,2003,2003,2004,2004,19621583,29339645,211,242,237,236,7,521
Leixoes - Setubal,162,69,2005,2004,2005,2005,302507488,381276656,220,246,227,226,105,8032
Figueira Da Foz - Lisboa,16,12,1999,1998,2002,2004,18765837,25005336,204,311,271,287,7,506
Torreira - Aveiro,8,8,2006,2006,2003,2003,17130705,25270599,72,132,147,143,7,516
Olhao - Faro,2,2,1990,1990,1988,1989,1727267,535371,36,36,41,38,0,30
Vagueira - Lisboa,2,2,2005,2005,2005,2005,3075577,4660805,484,484,478,470,1,70
Aveiro - Viana Do Castelo,22,21,1999,1999,2003,2002,10503731,14496563,108,148,139,134,5,409
Sines - Leixoes,136,27,2003,2003,2001,2001,535466601,638447418,238,244,264,264,122,9379
Cascais - Banatica,4,4,2002,2002,2008,2008,3405080,6165793,48,48,55,56,2,142
Fuzeta - Sines,2,2,2012,2012,2012,2012,59252260,65583049,290,290,288,289,4,326
Leixoes - Figueira Da Foz,81,35,2003,2003,2003,2003,49582271,68427562,82,185,123,125,20,1483
Leca Da Palmeira - Cascais,1,1,2010,2010,2010,2010,652810,981078,266,266,266,266,0,20
Figueira Da Foz - Setubal,34,30,2003,2004,2004,2004,31252113,44577943,187,249,256,252,10,795
Cascais - Setubal,3,3,2009,2009,2010,2010,2383140,3236549,59,115,150,144,2,180
Sines - Sagres,6,5,2003,2002,2014,2015,27501264,48572186,195,217,236,235,3,243
Leixoes - Cascais,8,8,2004,2004,2000,2000,17976114,23801482,197,202,206,206,4,343
Banatica - Matosinhos,54,29,2008,2008,2007,2007,124699539,168896358,222,229,222,223,54,4135
Aveiro - Trafaria,11,11,2009,2009,2009,2009,9152521,11700524,200,200,201,205,7,501
Funchal - Matosinhos,9,7,1982,1985,1988,1984,248292927,37746019,652,657,659,657,58,4523
Matosinhos - Alges,8,8,2002,2002,2003,2002,37787649,18396604,192,228,201,219,11,813
Cascais - Sines,12,6,2006,2007,2005,2005,14562484,21339133,78,79,82,82,13,997
Sines - Trafaria,23,7,2004,2004,2005,2006,40344604,58052517,88,88,230,230,31,2350
Trafaria - Matosinhos,20,15,2007,2007,2006,2006,40196263,48975995,219,256,248,247,15,1119
Faro - Ponta Delgada,7,3,2005,2006,2005,2005,35314855,48434071,898,903,903,903,8,580
Praia Da Vitoria - Horta,166,18,1983,1996,1997,1999,79929974,55974452,89,163,109,101,34,2566
Horta - Funchal,3,3,2000,2000,1998,1998,87396711,7959843,681,676,681,682,21,1648
Funchal - Portimao,26,3,2008,2005,2008,2008,273547416,44955763,510,490,506,507,105,8112
Porto - Valbom,2,2,1984,1984,1984,1984,460467,673206,146,146,146,147,0,12
Aveiro - Matosinhos,17,15,2002,2003,2003,2004,11814410,14716397,99,465,142,125,20,1493
Trafaria - Canical,5,5,2004,2004,2003,2004,12929771,18678779,533,532,531,532,6,456
Setubal - Peniche,4,4,2007,2007,2006,2006,6287557,9071401,215,273,252,251,2,152
Peniche - Gafanha Da Encarnaca,3,2,2001,2002,2006,2007,3269750,4493708,510,547,577,581,1,98
Gafanha Da Encarnaca - Banatica,1,1,2007,2007,2007,2007,483611,697508,94,94,94,94,0,13
Leixoes - Aveiro,58,51,2001,2001,2002,2002,12911334,18978184,51,74,76,76,7,514
Setubal - Matosinhos,60,23,1998,2004,2004,2004,84379941,112439621,217,249,242,241,36,2724
Figueira Da Foz - Sines,7,7,2004,2004,2004,2005,7372957,10277288,220,238,226,230,3,221
Cascais - Figueira Da Foz,7,6,2002,2000,2006,2006,9210800,13358770,358,339,367,371,3,217
Aveiro - Lisboa,11,11,2004,2004,2003,2003,10489284,15142161,172,224,255,260,4,266
Matosinhos - Cascais,8,8,2008,2008,2010,2010,33122228,48782702,214,267,323,337,9,679
Trafaria - Banatica,54,7,2001,1993,2007,2008,6074631,8605293,60,142,93,89,50,3754
Trafaria - Cova Da Piedade,47,7,1984,1992,1991,1989,4806993,1886517,107,1101,279,109,16,1181
Cova Da Piedade - Banatica,36,7,1998,1992,2002,2007,5890609,5551517,74,815,157,103,28,2066
Banatica - Lisboa,23,8,1993,1992,2002,2005,2148255,2905813,56,70,81,80,6,479
