int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Setubal,1046,584,2004,2005,2007,2008,23570859992,23341405687,816,1176,1172,1474,3783,291530
Banatica,293,274,2007,2008,2010,2010,11062198657,18185122774,755,1352,1666,1719,1246,95539
Aveiro,837,530,2004,2004,2006,2006,5362378114,7772906334,849,1087,1161,1160,1397,106377
Gafanha Da Encarnaca,57,53,2004,2004,2008,2008,369370167,525285178,857,1036,1029,1037,88,6743
Sines,1600,699,2007,2008,2010,2010,165079069641,198544133371,1006,1781,2037,2008,17283,1303627
Figueira Da Foz,336,177,2003,2003,2005,2005,1191173324,1645422025,732,975,922,920,334,25423
Matosinhos,734,310,2006,2006,2007,2007,14287078411,13153360044,923,939,1020,1207,2550,195679
Leixoes,814,420,2005,2005,2009,2009,12144147416,16736039332,819,1105,1510,1593,1819,139486
Lisboa,540,290,2003,2003,2006,2008,13372222196,6284156086,638,967,663,1144,2841,218551
Viana Do Castelo,115,97,2005,2004,2006,2007,662234618,819788162,839,958,1169,1177,258,19542
Vila Do Porto,7,7,2003,2003,2012,2012,191423617,323834085,418,882,1358,1379,16,1236
Alges,20,19,2001,2002,2004,2005,122354451,105438269,516,784,600,766,39,2980
Cascais,139,119,2003,2003,2007,2007,2715434764,4294701248,943,1293,1592,1683,397,30527
Barreiro,160,120,2004,2004,2004,2005,709278976,1044532453,1012,1338,990,979,247,18813
Trafaria,86,82,2007,2007,2008,2009,4314358787,7184256080,1139,4125,2583,2592,605,46417
Ponta Delgada,154,124,2002,2003,2007,2009,11162632160,5602643392,1587,1980,2089,2529,2123,163917
Praia Da Vitoria,28,26,2003,2003,2008,2009,1841760963,889599599,1601,1658,2086,2007,330,25474
Fuzeta,13,11,2006,2005,2010,2011,582543196,800809594,537,1290,1336,1653,53,4066
Torreira,10,10,2005,2005,2005,2005,114469326,154266666,946,1022,965,1124,18,1386
Olhao,22,21,1996,1998,2007,2010,590457482,561968203,487,1022,1368,1904,64,4976
Faro,33,12,2000,1998,2003,2003,98782702,131289149,942,615,658,768,29,2209
Oeiras,8,8,2006,2006,2008,2008,668514466,958497704,975,2544,4511,4724,80,6193
Vagueira,12,12,2005,2005,2006,2004,217206858,312331796,938,1119,1116,1173,28,2194
Canical,30,19,1991,1997,1982,1980,106135488,161493676,632,1861,1392,1480,55,4129
Leca Da Palmeira,33,32,2007,2007,2007,2007,6857749218,13082727809,2904,2934,3478,3514,683,52868
Portimao,53,39,1996,1997,2000,2000,236154738,78937059,177,474,282,441,65,4944
Azenhas Do Mar,5,5,2000,2000,1998,2006,44100746,42865993,1884,1851,1473,1794,13,957
Fonte Da Telha,3,3,2010,2010,2015,2015,209161917,362160957,660,2151,3327,3503,18,1386
Santa Cruz Das Flores,2,2,2008,2008,2012,2012,267881585,518611915,2580,2580,2746,2750,18,1384
Funchal,260,88,2002,2001,2006,2005,11722101013,1174227540,299,1265,636,636,2500,193228
Almada,201,93,2005,2005,2003,2004,9499400623,12084992028,876,1354,1844,1876,1331,102805
Santa Luzia,11,11,2005,2005,2009,2010,512527590,861461514,690,1091,1557,2040,55,4256
Peniche,29,22,1997,1997,2003,2003,467343823,840195645,444,1579,4048,4510,79,6048
Porto,2,2,1994,1994,1983,1983,822084,1215530,267,267,263,498,4,298
Lordelo,1,1,2007,2007,2007,2007,974963,1406182,189,189,189,189,0,15
Sagres,19,19,2005,2005,2002,2002,1342985461,1271531611,441,1492,3947,3204,171,11312
Porto Da Madalena,4,4,2007,2007,2008,2007,92004,62598,87,104,66,102,1,82
Paco De Arcos,13,13,2006,2006,2008,2009,364250986,346780961,964,1104,1011,966,65,4983
Benagil,8,8,2002,2002,2008,2008,62038795,94185455,687,855,953,993,11,874
Horta,33,28,1986,1986,1989,1987,618720682,105299575,2103,3841,1820,1888,180,13727
Lagos,5,5,1998,1998,2001,2001,9520827,12858668,338,418,445,445,4,269
Povoacao,7,7,2006,2006,2004,2008,469715898,517634296,1503,1312,1694,1509,46,3518
Vilarinho,10,9,2004,2003,2005,2005,519387961,471902606,610,1320,2607,2697,73,4707
Vila Real De S Antonio,11,10,2006,2005,1999,1999,489961418,655573323,606,1701,1574,1538,65,4998
Parede,6,6,2008,2008,2013,2013,102742514,171466900,416,769,1216,1312,11,829
Torrao,8,8,2006,2006,2006,2007,57370055,69788493,621,742,705,663,14,1078
Burgau,1,1,2001,2001,2001,2001,12344612,20830365,1699,1699,1699,1699,2,137
Povoa De Varzim,8,8,2001,2001,2006,2006,53363067,69114062,661,1080,1458,1385,14,1107
Estoril,9,9,2006,2006,2001,2002,94746857,109446038,1018,1712,2261,1987,31,2394
Camara De Lobos,1,1,2011,2011,2011,2011,188454256,324583955,4292,4292,4292,4292,17,1333
Almograve,11,11,2002,2002,2004,2005,815699835,985983253,362,1177,1565,1541,94,7274
Porto Santo,4,4,1986,1986,2011,1989,5320804,1807801,399,535,441,439,2,136
Albufeira,2,2,2002,2002,2001,2002,5895871,9536050,505,505,178,162,2,122
Sesimbra,32,27,2004,2004,2006,2006,1126059022,1238575816,988,1254,1171,1169,124,9506
Quarteira,2,2,2002,2002,2000,2000,17677125,22483908,1151,1151,665,696,3,235
Zona Franca Da Madeira,4,4,1990,1990,1995,1996,61881926,85422983,1546,1762,2571,2784,10,792
Olhos De Agua,3,3,2004,2004,1993,1994,9713368,10215668,232,487,523,490,3,199
Praia,2,2,1999,1999,1999,1999,38604662,51823765,1606,1606,2931,2948,7,523
Vila Franca Do Campo,2,2,2011,2011,2011,2011,260243947,143741307,2843,2843,2832,2839,21,1607
Maceira,3,3,1994,1994,1993,1995,443359,181717,902,844,887,518,2,173
Lajes Das Flores,4,4,1994,1994,1993,1994,60288536,39232927,2427,3263,3038,2894,14,1033
Douro,3,3,1983,1983,1982,1982,5440630,6578478,1539,1210,1185,1136,2,146
Perafita,2,2,2000,2000,2004,2004,40903583,48567738,1174,1174,1055,1059,6,433
Vila De Frades,1,1,2002,2002,2002,2002,166444,244200,56,56,56,56,0,1
Angeiras,5,5,2007,2007,2010,2010,360291487,687957075,1140,1650,3540,3675,26,2015
Lanheses,6,6,2005,2005,2002,2002,81796560,114804556,649,1315,1393,1451,21,1611
Lajes,2,2,2000,2000,2008,2008,125458052,39927449,1114,1114,2104,2097,7,504
Foz Do Arelho,6,5,1996,1996,1999,1999,12626039,10361182,612,931,1305,1346,5,389
Fao,1,1,2008,2008,2008,2008,42496028,45896899,1292,1292,1292,1292,4,302
Cambres,2,2,1998,1998,1994,1994,12152750,20855674,567,567,456,456,1,112
Valbom,2,2,1985,1985,1985,1985,4446221,5498673,1418,1418,1411,1376,2,124
Terceira Island Apt,1,1,2013,2013,2013,2013,23616233,30894372,1026,1026,1026,1026,4,285
Cacem,1,1,1996,1996,1996,1996,1231122,1094606,2482,2482,2482,2482,3,198
Topo,2,2,1996,1996,1993,1995,155584352,208740498,3313,3313,3294,3174,24,1843
Porto Moniz,1,1,2011,2011,2011,2011,153555947,282757208,3469,3469,3469,3469,11,846
Santa Cruz Da Graciosa,1,1,2004,2004,2004,2004,39602804,58448059,2104,2104,2104,2104,6,459
Madalena Do Mar,1,1,1990,1990,1990,1990,8539774,10952943,942,942,942,942,9,671
Santa Maria De Sardoura,4,4,1997,1997,1998,1997,3900058,4963311,537,705,780,837,9,676
Sao Pedro Da Afurada,2,2,1984,1984,1985,1985,886160,1293899,281,281,281,280,0,26
Vila Franca De Xira,1,1,1991,1991,1991,1991,4727546,5525950,1906,1906,1906,1906,1,92
Calheta (Island Sao),1,1,2014,2014,2014,2014,14788028,7795599,2018,2018,2018,2018,5,369
Castelo Do Neiva,1,1,1998,1998,1998,1998,29236,53313,215,215,215,215,0,4
Rabo De Peixe,1,1,2007,2007,2007,2007,32380800,41070637,3258,3258,3258,3258,8,651
Vila Nova Do Corvo,1,1,2017,2017,2017,2017,62244876,99233202,2713,2713,2713,2713,7,562
Argeriz,1,1,2011,2011,2011,2011,1056211,1471536,158,158,158,158,0,8
