int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Setubal,972,533,2004,2005,2006,2006,24662725023,22048398330,988,1191,1254,1465,2952,226875
Banatica,309,292,2007,2007,2010,2010,12788036728,20611508417,999,1545,1847,1879,1458,111083
Aveiro,866,538,2004,2004,2006,2006,6183550777,8731975755,947,1215,1270,1233,1511,115215
Gafanha Da Encarnaca,46,44,2004,2003,2008,2008,200962438,265921637,519,678,754,702,63,4807
Sines,1612,715,2007,2008,2010,2010,182535524429,220208062962,1148,1773,2255,2235,20246,1539685
Figueira Da Foz,377,211,2003,2002,2004,2004,1332252867,1912152556,967,1101,1026,1032,382,28998
Matosinhos,695,315,2005,2005,2005,2006,10142801067,8714391801,853,960,816,929,2249,172577
Leixoes,823,405,2005,2005,2008,2008,8933412808,11688880038,828,998,1050,1054,1695,130051
Lisboa,640,315,2004,2003,2005,2006,18312621153,8933720950,837,1056,799,1246,3767,289631
Viana Do Castelo,138,114,2004,2004,2007,2007,669314323,864568445,941,1083,1121,1147,203,15372
Vila Do Porto,6,6,2004,2004,2012,2013,282383502,505876419,856,1241,1962,2114,22,1667
Cascais,112,96,2004,2003,2006,2006,1497109757,2109470525,817,940,1089,1038,288,22056
Barreiro,121,91,2005,2005,2004,2005,438059190,610090294,554,1205,740,693,159,12122
Trafaria,80,77,2008,2008,2007,2007,3361126056,5886539250,1006,1589,1932,2064,321,24645
Ponta Delgada,136,112,2003,2004,2007,2008,7447913463,3809684941,1388,1850,1754,1818,1358,104456
Almada,214,93,2004,2005,2007,2008,4071243265,5295888405,447,1540,742,770,663,51052
Funchal,263,92,2002,2001,2005,2005,12842822815,1467349753,369,1207,681,790,2682,207469
Faro,27,8,2001,1997,1998,2002,150709456,131060605,959,853,984,977,28,2179
Oeiras,11,11,2006,2006,2008,2008,164577713,254826902,869,1030,918,935,52,3916
Olhao,15,15,2000,2000,2006,2008,299813922,252946865,1220,1233,963,842,47,3551
Canical,35,23,1994,2001,2000,1999,74881840,99932747,595,1007,666,640,60,4569
Fuzeta,9,8,2005,2004,2003,2004,171236260,209696499,856,959,1084,1036,25,1920
Fonte Da Telha,2,2,2012,2012,2010,2011,106197517,126802298,943,943,1025,963,7,519
Leca Da Palmeira,36,34,2007,2007,2006,2006,3198849980,6108304795,842,1252,1408,1423,290,22367
Portimao,55,30,1992,1994,1993,1999,271890761,87802028,207,777,249,463,83,6325
Azenhas Do Mar,6,6,1999,1999,1994,1995,113896978,182433140,565,1079,2031,2655,13,1010
Santa Cruz Das Flores,2,2,2008,2008,2012,2012,250737386,485569817,2383,2383,2570,2575,13,962
Alges,18,17,1997,1998,2004,2005,350148950,375471195,841,1269,1393,2443,77,5904
Santa Luzia,10,10,2001,2001,2008,2010,111133335,174379540,417,857,648,578,38,2918
Valbom,3,3,1991,1991,1985,1984,6094740,7297971,1710,1319,1308,1753,25,1890
Lordelo,1,1,2007,2007,2007,2007,9595487,13839501,1858,1858,1858,1858,2,160
Sagres,19,18,2003,2004,2006,2007,383406726,465247718,644,884,888,808,52,3688
Peniche,24,18,1997,1998,2007,2007,221172651,377492077,1791,2008,1274,1252,44,3309
Porto Da Madalena,6,5,2002,2003,2005,2006,15873113,4164586,2507,7515,6821,5024,56,4195
Benagil,6,6,2003,2003,2009,2009,57331212,87516296,1370,1102,1350,1402,13,995
Paco De Arcos,8,8,2008,2008,2007,2008,244678486,264233475,815,1445,1138,821,74,5660
Lagos,2,2,2008,2008,2007,2007,7229100,9604652,633,633,634,634,2,129
Horta,32,25,1987,1985,1989,1987,356658034,83693033,2049,4573,2064,2843,161,12254
Povoacao,11,8,2003,2004,2007,2009,579084625,758146805,1249,1591,1926,2043,59,4511
Vilarinho,12,12,2003,2003,2003,2003,108411919,113412975,590,653,572,680,20,1438
Vila Real De S Antonio,9,8,2006,2005,2003,2004,116425717,108152975,254,739,440,316,22,1644
Vagueira,9,9,2009,2009,2014,2014,149049596,214545845,814,1412,2551,2711,27,2095
Sesimbra,26,25,2003,2004,2009,2010,1018467915,1455308637,645,1081,1300,1413,124,9546
Parede,5,5,2006,2006,2005,2005,92476951,148406467,1153,1026,934,950,22,1714
Torrao,9,9,2007,2007,2007,2008,154609041,196565700,1507,2165,1792,1816,39,3019
Burgau,1,1,2001,2001,2001,2001,9407828,15874820,1295,1295,1295,1295,1,110
Estoril,6,6,2003,2003,2000,2001,41536073,48243094,1042,1138,1336,1205,21,1602
Camara De Lobos,1,1,2011,2011,2011,2011,48069196,82791920,1095,1095,1095,1095,5,412
Almograve,13,12,2003,2003,2005,2006,781970771,1007832297,1002,1439,1456,1434,110,8481
