Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,185,32,2978,3858,2005,2007,2007,2006,1143,1146,1083,1082,78,85,109,108,23,26,26,26,611.4,47098,48002,4592038,14938965,16778229,24822,83924,98800
Chemical tanker,101,23,3649,6034,2011,2012,2013,2013,624,2420,2575,2604,83,212,365,366,31,58,49,49,548.5,42391,43204,1652713,9643750,11248334,16363,112004,137872
General cargo,75,17,1009,1204,2004,2004,2005,2006,1165,1780,1227,1285,98,190,201,205,22,44,46,45,179.7,13819,14084,984125,3106644,4397375,13122,60481,78995
Miscellaneous - fishing,53,41,234,184,2005,2004,2001,2000,9397,13772,10637,10557,1192,1745,2466,2780,69,818,734,567,270.8,20336,20726,1292101,2866129,3258499,24379,57375,68015
Cruise,48,30,3386,324,1999,2001,1999,1999,766,774,990,955,54,54,80,77,8,10,11,12,725.1,56148,57226,1228510,6019508,6676611,25594,110427,114732
Liquefied gas tanker,47,6,283,291,2010,2010,2010,2010,1418,1615,1357,1363,134,146,157,158,23,30,45,46,117.1,8954,9126,219954,637243,703720,4680,25622,33694
Bulk carrier,30,28,3015,4366,2008,2008,2007,2007,4204,3723,3790,3753,312,327,352,357,110,153,126,131,257.4,19903,20285,1807190,4193835,5787390,60240,230522,283171
Vehicle,27,24,3762,1187,2007,2007,2007,2007,3948,2958,2866,2890,231,203,238,237,17,26,28,27,259.1,20067,20452,1201911,5299141,6136945,44515,169202,182099
Service - tug,16,9,19,16,1985,1987,2014,2014,835,1263,2301,2347,206,281,189,186,119,793,933,946,12.9,968,987,407935,964644,1291606,25496,65835,88889
Oil tanker,11,8,735,1127,2008,2008,2008,2008,1163,2967,2417,2392,111,267,344,332,56,57,61,61,114.3,8839,9009,1076515,2504783,2818443,97865,292832,344749
Service - other,9,8,575,196,2003,2002,2012,2011,2201,3799,5259,4180,263,1084,1439,1550,93,109,123,124,168.9,12919,13167,1364390,2799428,3016553,151599,337333,380897
Refrigerated bulk,3,3,91,111,1989,1989,1997,1996,12373,11882,12187,12225,1580,1621,1621,1611,33,68,62,58,68.2,5168,5267,328356,717474,808167,109452,233241,251830
Ferry-RoPax,2,2,2,1,1990,1990,1981,1985,1489,1489,1081,926,178,178,233,210,2708,2708,3607,3221,26.0,1953,1990,23191,50171,66706,11595,25887,36890
Ferry-pax only,1,1,0,0,2016,2016,2016,2016,424,424,424,424,25,25,25,25,437,437,437,437,0.8,60,61,1291,2628,3311,1291,3001,3956
