Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,186,32,4721,6156,2005,2007,2006,2006,1208,1616,1702,1714,83,111,194,194,22,28,29,28,888.2,68501,69816,6405319,21615950,23981946,34437,119233,139963
Chemical tanker,103,23,2885,4778,2011,2012,2012,2012,656,2257,1986,2011,68,202,316,317,29,37,39,39,439.7,33934,34585,1468915,8028268,9414488,14261,91330,112671
General cargo,73,17,836,1015,2004,2004,2004,2004,650,1744,1044,1112,63,222,209,217,12,73,191,210,148.6,11432,11651,750128,2402208,3417532,10276,48594,63891
Cruise,48,30,4448,420,1999,2001,2000,2000,811,988,1298,1242,62,64,115,111,9,11,18,17,936.9,72546,73939,1540762,7687030,8537209,32099,141063,147030
Miscellaneous - fishing,48,36,132,99,2006,2005,2001,1998,7506,7737,6512,6071,1426,1355,1525,1392,14,66,86,81,138.0,10361,10559,692694,1536529,1746878,14431,33963,40261
Liquefied gas tanker,46,6,240,247,2010,2010,2010,2010,744,987,1182,1183,77,88,154,155,16,29,31,31,108.3,8264,8423,186442,540152,596500,4053,22190,29181
Bulk carrier,30,28,2610,3770,2008,2008,2007,2007,2818,3053,3379,3300,302,318,418,421,67,86,82,83,232.5,17983,18329,1559669,3524758,4760082,51989,192782,234563
Vehicle,28,24,3304,1036,2007,2007,2007,2007,1212,2524,2420,2419,116,178,243,244,31,78,81,89,251.8,19499,19874,1049386,4626666,5358151,37478,142454,153312
Service - tug,14,6,31,25,1983,1986,2017,2017,697,1960,4255,4425,318,519,1288,1298,89,155,14,12,9.6,718,732,645237,1525791,2042952,46088,119008,160682
Oil tanker,10,8,567,830,2009,2009,2009,2008,821,3159,2232,2148,117,270,407,393,28,53,89,93,92.2,7127,7264,852293,1872120,2091218,85229,255505,305087
Service - other,8,8,538,218,2000,2000,2001,1998,4797,4910,4703,4216,335,535,672,589,236,365,498,514,314.3,24182,24646,1522446,3123724,3366002,190306,423462,478149
Refrigerated bulk,3,3,70,84,1989,1989,1989,1988,9077,10316,9422,9328,390,1013,1625,1532,472,332,392,395,53.1,4019,4096,250547,547458,616660,83516,177971,192155
Ferry-RoPax,1,1,1,0,2010,2010,2010,2010,422,422,422,422,41,41,41,41,69,69,69,69,0.6,44,45,8173,17682,23509,8173,18247,26003
Ferry-pax only,1,1,0,0,2016,2016,2016,2016,423,423,423,423,39,39,39,39,25,25,25,25,0.1,10,11,1287,2621,3302,1287,2993,3946
