Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Suva,307,154,11673,8697,2004,2004,2006,2008,1166,5255,1761,1893,95,635,329,369,29,350,64,82,2063.2,158619,161664,9858786,32990428,37962856,32113,113008,131714
Lautoka,171,54,3049,3314,2005,2006,2007,2008,724,1602,1219,1368,79,138,175,206,20,40,46,58,583.6,44984,45847,2984973,9632372,12062173,17456,68460,84468
Nadi,75,33,2766,4113,2009,2008,2010,2011,1163,1989,2203,2541,105,174,294,315,45,50,45,47,464.8,35892,36582,1868803,7466437,8512954,24917,120840,145542
Malau (Labasa),23,7,501,773,2011,2012,2012,2012,511,2766,2643,2839,54,242,353,359,40,83,100,103,65.9,5082,5180,368608,898276,1108535,16026,60037,72502
Savusavu,12,3,71,46,2009,2004,2004,2009,592,542,519,563,54,45,46,53,16,11,12,16,19.1,1469,1497,79690,319959,414889,6641,26919,33912
Nambouwalu,6,6,1011,1244,2005,2005,2005,2005,4297,4276,4270,4268,311,315,315,315,94,91,91,91,69.8,5408,5512,555108,1098656,1362689,92518,295356,343407
Yasawa Island,2,2,190,197,1996,1996,2003,2007,2337,2337,2249,3641,168,168,247,287,7,7,8,8,18.9,1463,1491,95627,247739,314443,47813,169882,198359
Maolo Lailai Island,2,2,37,61,2008,2008,2008,2008,4161,4161,1234,1202,734,734,172,135,0,0,0,0,5.2,395,402,14910,92812,106896,7455,54300,66586
Levuka,2,2,34,39,1992,1992,1990,1990,6758,6758,6772,6675,1314,1314,1489,1472,144,144,152,151,32.9,2479,2527,168113,370388,419351,84056,189369,215923
Vatulele,2,2,216,79,2000,2000,2008,2007,2358,2358,3476,2565,174,174,280,261,3,3,2,2,13.2,1021,1041,91661,365422,421676,45830,161556,175199
Rabi,1,1,2,1,2015,2015,2015,2015,1759,1759,1759,1759,490,490,490,490,16,16,16,16,1.8,133,136,3180,9122,13109,3180,10365,14907
Momi,1,1,1,0,2009,2009,2009,2009,7086,7086,7086,7086,1528,1528,1528,1528,0,0,0,0,2.4,181,185,3189,7074,8043,3189,7505,8897
Vatia Wharf,1,1,179,328,1990,1990,1990,1990,4658,4658,4658,4658,437,437,437,437,3,3,3,3,8.5,656,669,66811,196109,224031,66811,305295,373111
Ellington Wharf,1,1,2,2,2005,2005,2005,2005,567,567,567,567,55,55,55,55,11,11,11,11,0.9,70,72,1649,4777,5276,1649,9028,11872
Vanua Mbalavu,1,1,1,0,2003,2003,2003,2003,259,259,259,259,20,20,20,20,28,28,28,28,0.5,41,42,694,3919,8522,694,4009,7749
Wairiki,1,1,5,3,2002,2002,2002,2002,16058,16058,16058,16058,2504,2504,2504,2504,53,53,53,53,9.7,728,742,18417,40852,46445,18417,43344,51381
