Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,476,3,306,85,1969,1974,1970,1972,124,153,152,169,12,17,42,51,13,12,37,44,212.0,15914,16220,1176515,2665278,3445338,2472,5438,6856
Cruise,241,24,548,67,1997,1999,1998,1998,136,170,167,166,27,18,22,31,15,11,16,25,382.5,28990,29546,280025,1353036,1973693,1162,5250,7181
Container,160,25,303,388,2004,2007,2005,2005,132,130,142,141,12,17,47,43,28,29,31,31,107.9,8218,8376,544109,1670590,1889825,3401,10891,12763
Ro-Ro,124,3,26,26,2012,2008,2013,2013,139,146,434,460,23,94,376,387,18,46,571,582,148.0,11113,11327,94115,725588,342398,759,1852,2640
Chemical tanker,91,18,167,267,2009,2011,2011,2011,223,174,179,177,24,19,37,35,35,46,51,52,106.7,8112,8268,244814,822114,998382,2690,10500,13006
General cargo,58,11,86,97,2004,2004,2004,2004,120,128,127,127,12,13,14,13,18,27,22,22,19.8,1514,1543,71112,227770,323662,1226,5820,7629
Service - other,38,3,32,7,2014,2011,2011,2013,307,3554,1493,507,78,236,460,326,34,253,455,257,38.5,2888,2943,50554,103726,111771,1330,2960,3343
Liquefied gas tanker,28,3,45,44,2011,2007,2012,2012,294,179,327,326,24,18,27,27,14,18,21,21,16.4,1253,1277,33525,97127,107259,1197,6555,8620
Service - tug,17,3,6,8,1985,1986,1997,2001,183,405,1115,1447,74,304,970,621,70,72,441,521,9.8,734,748,207161,489874,655915,12186,31466,42485
Miscellaneous - fishing,15,7,19,15,2009,2009,2011,2012,6469,7922,6789,9498,57,456,753,522,33,1181,1761,2397,43.7,3280,3343,107814,239153,271893,7188,16916,20053
Oil tanker,10,7,41,64,2007,2007,2007,2007,132,137,140,140,16,53,45,45,36,43,42,43,30.9,2396,2442,57364,137752,155396,5736,17456,20414
Bulk carrier,8,8,32,51,2006,2006,2004,2004,143,165,156,159,14,99,153,168,92,121,111,109,8.5,651,664,19229,46295,63075,2404,9496,11701
Vehicle,1,1,5,2,2009,2009,2009,2009,90,90,90,90,16,16,16,16,8,8,8,8,0.4,30,30,1582,6974,8077,1582,6013,6471
