Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Suva,343,164,12564,10995,2006,2005,2007,2008,1111,3246,1877,1851,82,434,274,285,22,62,67,55,2164.3,166907,170112,10953143,36485049,41994040,31933,113845,134202
Lautoka,139,54,4281,3891,2005,2005,2005,2007,1220,1877,1554,1753,93,184,195,253,22,56,70,99,836.2,64474,65712,3620992,12826345,15042317,26050,101578,120615
Nadi,72,22,2126,1962,2007,2006,2004,2011,737,2122,1664,2556,71,197,247,366,22,51,26,32,419.1,32337,32958,1329574,5353546,5961405,18466,82544,95232
Malau (Labasa),21,3,151,215,2011,2012,2014,2015,525,1922,1568,1827,51,189,340,370,21,87,152,170,28.8,2202,2244,144654,392757,531242,6888,29553,37987
Savusavu,7,1,29,42,2010,2010,2010,2010,490,490,854,854,55,55,167,167,9,9,13,13,10.4,792,808,68051,210754,268810,9722,33433,43143
Levuka,6,3,50,56,1982,1987,1987,1987,698,6790,8444,8670,258,916,2122,2116,175,280,466,466,45.2,3420,3485,197849,435567,497102,32975,72514,81164
Nambouwalu,6,5,960,1180,2005,2004,2005,2005,3998,4069,4052,4050,344,360,351,350,59,72,69,69,80.3,6223,6342,526562,1042158,1292613,87760,280168,325747
Ellington Wharf,1,1,182,334,1990,1990,1990,1990,4737,4737,4737,4737,461,461,461,461,86,86,86,86,11.4,885,902,67941,199426,227820,67941,310458,379421
Yasawa Island,1,1,33,3,1995,1995,1995,1995,639,639,639,639,38,38,38,38,10,10,10,10,8.5,658,671,7534,62359,83160,7534,52032,61858
Rabi,1,1,1,0,1990,1990,1990,1990,202,202,202,202,22,22,22,22,9,9,9,9,0.6,46,47,996,5625,12230,996,5753,11119
Vanua Mbalavu,1,1,1,0,2003,2003,2003,2003,204,204,204,204,18,18,18,18,8,8,8,8,0.4,28,28,547,3087,6713,547,3158,6103
Wairiki,1,1,4,2,2002,2002,2002,2002,13477,13477,13477,13477,1905,1905,1905,1905,650,650,650,650,8.6,648,660,15457,34286,38980,15457,36377,43122
