int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Galanta,1,1,2002,2002,2002,2002,558379,1031873,10,10,10,10,1,72
Valaska,1,1,2005,2005,2005,2005,63267152,54936959,649,649,649,649,8,485
