port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Caldera - Punta Morales,1,1,2015,2015,2015,2015,3813443,6457721,325,325,325,325,2,136
Limon - Limon,40,7,2001,2004,2004,2004,385981493,464664501,417,686,743,738,109,8332
Limon - Moin,39,13,2011,2007,2002,2002,77165864,90965687,178,403,529,547,52,3967
Golfito - Quepos,10,6,1991,1991,1994,1993,23042245,3235758,148,148,148,144,8,603
Quepos - Caldera,31,5,1988,1992,1988,1988,25951506,9564581,83,306,154,180,13,1005
Quepos - Puerto Jimenez,26,4,1989,1994,1988,1989,24284178,9053585,136,135,159,168,8,612
Golfito - Caldera,16,7,2002,1996,1987,1984,32990995,29138209,247,1201,743,954,24,1779
Rio Frio - Caldera,1,1,1994,1994,1994,1994,6785617,2780693,162,162,162,162,1,69
Golfito - Cabo Blanco,3,3,1990,1990,1992,1994,2415064,337217,213,212,216,215,2,115
Cabo Blanco - Quepos,2,2,1994,1994,1992,1993,893001,113154,83,83,89,80,1,45
Quepos - Pital,1,1,2000,2000,2000,2000,364455,73857,95,95,95,95,0,19
Pital - Caldera,2,2,2008,2008,2016,2017,7986810,12319804,204,204,290,319,1,54
Moin - Moin,78,6,2004,2006,2004,2004,801738048,1008545817,409,418,417,417,207,16004
Turrubares - Puerto Jimenez,1,1,2010,2010,2010,2010,1712578,225496,156,156,156,156,1,85
Caldera - Flamingo,2,1,1989,1989,1989,1989,2683048,1390612,134,134,134,134,1,65
Flamingo - Quepos,2,1,1989,1989,1989,1989,5684646,2946328,285,285,285,285,1,105
Caldera - Puerto Caldera,2,2,2014,2014,2011,2011,19327542,24534886,547,547,472,414,4,270
Caldera - Turrubares,3,2,2012,2012,2011,2011,11887232,3664688,39,55,62,63,1,102
Caldera - Caldera,36,3,2010,2009,2010,2010,639784573,732215153,1048,1029,1048,1047,135,10310
Quepos - Puntarenas,3,3,1991,1991,1994,1992,10447451,1371624,119,213,119,128,4,302
Moin - Sixaola/Talamanca,1,1,2006,2006,2006,2006,522162,722384,52,52,52,52,1,66
Papagayo - Puntarenas,4,4,1993,1993,1993,1993,24933621,2737517,182,195,190,187,7,573
Quepos - Papagayo,1,1,2000,2000,2000,2000,8421897,751036,278,278,278,278,3,207
Papagayo - Caldera,3,2,1954,1966,1988,1971,7549829,968313,205,234,214,226,4,326
Ciruelas - Punta Morales,1,1,2010,2010,2010,2010,848450,1003822,118,118,118,118,0,17
Puerto Jimenez - Caldera,1,1,1982,1982,1982,1982,329914,42865,276,276,276,276,1,65
Golfito - Golfito,14,1,1982,1982,1982,1982,13955735,1813246,825,825,834,834,29,2214
Golfito - Puntarenas,18,1,1982,1982,1982,1982,6090072,791273,272,272,283,283,15,1148
Puntarenas - Turrubares,1,1,1982,1982,1982,1982,71168,9247,60,60,60,60,0,26
Turrubares - Golfito,1,1,1982,1982,1982,1982,308087,40029,258,258,258,258,0,24
Cabo Blanco - Puntarenas,1,1,1982,1982,1982,1982,106422,13827,89,89,89,89,0,28
Puntarenas - Puerto Jimenez,3,1,1982,1982,1982,1982,890933,115758,257,257,249,249,2,159
Puerto Jimenez - Golfito,2,1,1982,1982,1982,1982,2041282,265220,854,854,854,854,4,309
Puntarenas - Palmar Norte,1,1,1982,1982,1982,1982,145906,18957,122,122,122,122,1,39
Punta Morales - Turrubares,1,1,2010,2010,2010,2010,1866590,2208408,260,260,260,260,0,37
Papagayo - Golfito,1,1,1931,1931,1931,1931,734411,228561,290,290,290,290,0,26
Sixaola/Talamanca - Limon,2,1,1990,1990,1990,1990,15552693,4910825,134,134,134,134,1,64
