int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Caldera,529,256,2009,2009,2009,2010,13470374183,12069094841,514,1054,845,822,1744,134480
Limon,580,183,2005,2006,2005,2005,16510851034,11753588834,851,1197,937,981,3399,262270
Moin,893,226,2003,2005,2006,2006,34377990863,40263224834,1166,1699,1863,1824,7402,568963
Puerto Caldera,64,63,2012,2012,2013,2013,1825503182,2583407544,512,908,938,952,202,15586
Corral,102,43,2004,2006,2012,2012,6930864227,8770882721,271,2921,7222,7518,569,43910
Punta Morales,10,10,2012,2012,2012,2012,689022737,1168631973,1765,3165,3263,3385,79,6087
Puerto Jimenez,24,11,1994,2001,2007,2008,282728512,347020087,279,1085,1178,1659,48,3673
Golfito,61,36,2005,2003,2009,2010,799264283,1035640152,707,1562,1420,1334,272,20773
Puntarenas,76,33,2000,1999,2002,2001,4196023561,409187440,828,771,781,770,981,75947
Quepos,3,3,1996,1996,1995,1991,18884920,6779059,497,660,697,936,8,579
Sixaola/Talamanca,1,1,2006,2006,2006,2006,1773043,2452914,178,178,178,178,2,113
Pital,1,1,2013,2013,2013,2013,2274813,620637,1282,1282,1282,1282,1,60
Papagayo,2,2,1995,1995,1994,1994,18516484,2140734,320,320,320,330,5,373
Turrubares,1,1,2010,2010,2010,2010,23417220,27705478,3266,3266,3266,3266,6,461
Palmar Norte,1,1,1982,1982,1982,1982,9592,1246,8,8,8,8,0,9
Tres Rios,1,1,1978,1978,1978,1978,918158,1606107,1338,1338,1338,1338,3,231
Rio Jimenez,1,1,1978,1978,1978,1978,258851,452800,377,377,377,377,1,96
