int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Caldera,527,257,2009,2009,2010,2011,19332470919,21913828252,816,1736,1221,1491,2439,188066
Limon,585,186,2005,2006,2006,2006,15573611254,13207933553,695,1413,886,1099,3253,251123
Moin,887,224,2003,2005,2004,2005,23686535268,28044556139,916,1557,1287,1274,5598,430047
Puerto Caldera,62,61,2011,2012,2012,2012,5533192723,8795951519,1738,2923,2905,3314,578,44611
Corral,102,43,2004,2006,2012,2012,7981953246,10048438870,256,3758,8317,8613,569,43872
Punta Morales,9,9,2012,2012,2012,2012,138202807,225419125,580,727,693,693,19,1450
Golfito,74,43,2002,2003,2008,2009,741350530,889917167,611,1172,1060,1137,229,17502
Puerto Jimenez,15,9,1994,1999,2007,2008,154410590,190295624,213,760,795,978,25,1913
Puntarenas,73,33,2001,2000,2002,2002,4368768159,419221509,828,759,829,807,1041,80660
Rio Frio,1,1,1994,1994,1994,1994,12384243,5074967,295,295,295,295,1,64
Quepos,3,3,1996,1996,2000,1995,18081777,4382056,543,645,668,605,7,516
Turrubares,2,2,2012,2012,2014,2014,24687882,6295591,401,401,301,282,4,297
Pital,2,2,2015,2015,2016,2017,4170565,5549011,308,308,164,145,1,43
Papagayo,3,3,1971,1971,1993,1992,22882546,2653134,193,252,301,297,6,437
Ciruelas,1,1,2010,2010,2010,2010,15272100,18068790,2130,2130,2130,2130,4,301
Sixaola/Talamanca,2,1,1990,1990,1990,1990,73625047,23247404,636,636,636,636,4,307
Tres Rios,1,1,1978,1978,1978,1978,11713,20488,17,17,17,17,0,10
Rio Jimenez,1,1,1978,1978,1978,1978,560244,980019,817,817,817,817,2,114
