dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,2,2,2014,2014,2014,2014,6411929,10753789,270,270,270,270,3,242
Container,89,17,2004,2006,2006,2006,998743233,1206585641,419,602,599,589,263,20172
Cruise,135,16,1989,1992,1991,1990,160461518,35767176,153,173,176,180,102,7693
Service - other,4,2,1984,1984,1985,1986,13307515,12091565,520,588,471,438,2,182
Service - tug,28,5,2016,2016,2015,2015,1867659,913457,103,164,214,217,18,1323
Vehicle,6,4,2002,2002,1998,1998,34225542,11356206,117,102,98,101,3,235
Refrigerated bulk,1,1,2009,2009,2009,2009,1070194,1006043,76,76,76,76,1,83
Miscellaneous - fishing,4,2,1976,1978,1977,1977,23289753,23430303,3282,3282,4220,4251,12,868
Bulk carrier,2,1,2017,2017,2017,2017,9201695,14717118,194,194,194,194,1,79
