Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,183,69,247,233,2011,2010,2010,2010,542,1167,949,876,160,346,770,740,27,111,125,121,175.4,13166,13419,5957671,14088098,18863202,32556,84064,113501
General cargo,123,89,1922,2586,2005,2006,2007,2007,1587,1644,1727,1719,144,153,208,208,64,100,154,155,379.2,29069,29627,1695507,5534718,7949977,13785,66875,89321
Container,112,25,1546,1968,2002,2005,2003,2003,928,914,1049,1050,64,69,114,114,14,15,26,26,339.1,26080,26581,2162734,7570706,8605642,19310,71926,86351
Chemical tanker,97,28,696,1062,2009,2007,2010,2010,1031,1273,1250,1273,85,95,127,129,28,31,35,36,202.8,15549,15847,1506000,4378590,5359526,15526,50261,61502
Oil tanker,93,68,7510,13829,2004,2005,2006,2006,1126,1608,1741,1744,123,191,307,308,45,61,64,63,659.2,51031,52011,7356308,15225138,16739771,79100,196717,246306
Liquefied gas tanker,86,10,20962,16091,2007,1999,2008,2008,2401,2993,2596,2556,152,211,179,180,60,48,145,132,2156.4,134587,137171,3770262,28024840,23296212,43840,395208,613623
Bulk carrier,56,50,2246,3835,2006,2006,2005,2005,1793,1851,2012,2040,170,176,228,227,86,132,181,181,216.4,16714,17035,1420734,3394479,4675249,25370,98696,122038
Ro-Ro,37,8,109,79,2012,2010,2004,2005,407,1239,2421,1451,93,187,323,303,21,46,45,57,72.5,5481,5586,133877,653722,390976,3618,8673,10872
Vehicle,30,16,1681,508,2010,2006,2010,2010,1021,1328,1158,1171,58,89,96,99,4,5,5,5,112.6,8720,8887,514736,2269436,2628238,17158,65217,70188
Cruise,18,11,378,50,2001,2002,2001,2000,307,676,621,689,26,48,72,84,11,16,18,24,73.2,5663,5771,131766,1085844,1456708,7320,50442,60404
Service - other,13,10,29,14,2007,2008,2004,2006,840,1634,1880,1948,197,392,855,856,20,60,21,20,20.6,1543,1573,100336,205867,221834,7718,17174,19392
Ferry-RoPax,2,2,11,5,2008,2008,2013,2012,3583,3583,3678,3653,1010,1010,1213,1164,45,45,28,32,12.5,935,953,67412,153524,197824,33706,74034,91879
Ferry-pax only,1,1,4,3,2018,2018,2018,2018,6001,6001,6001,6001,1608,1608,1608,1608,13,13,13,13,3.3,247,252,266631,543018,684035,266631,620037,817413
Miscellaneous - fishing,1,1,0,0,1995,1995,1995,1995,97,97,97,97,16,16,16,16,32,32,32,32,0.1,7,7,176,390,443,176,414,491
