Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,177,68,205,193,2011,2010,2010,2010,541,1167,828,758,96,337,494,462,55,241,511,519,151.8,11401,11620,4924661,11645341,15592483,27823,71844,97001
General cargo,118,86,1516,2027,2005,2006,2006,2006,1082,1275,1407,1385,111,142,234,233,54,78,81,81,311.2,23856,24314,1335729,4356740,6258056,11320,54794,73213
Container,114,26,1825,2323,2002,2005,2004,2004,874,1106,1198,1200,67,92,141,143,20,23,39,41,404.6,31096,31693,2519486,8702754,9857808,22101,80915,96766
Chemical tanker,97,28,715,1104,2009,2007,2009,2009,892,1462,1284,1324,94,129,153,155,23,50,51,52,232.5,17792,18134,1539900,4490820,5487322,15875,51798,63333
Oil tanker,88,64,7693,14148,2004,2005,2007,2007,936,1667,1900,1902,102,164,306,306,33,56,62,62,707.5,54775,55827,7413564,15461826,17013466,84245,207996,260253
Liquefied gas tanker,87,10,23503,18388,2007,1999,2008,2008,2410,2803,2893,2897,160,192,287,278,23,60,46,50,2401.9,147893,150733,4307280,32023435,26618927,49509,446372,693085
Bulk carrier,58,52,1432,2394,2006,2006,2006,2006,970,1258,1253,1249,98,213,440,480,46,86,95,94,170.7,13176,13429,1025173,2559334,3644548,17675,71705,90300
Ro-Ro,37,8,30,28,2012,2010,2006,2008,202,669,659,516,30,122,148,169,43,174,114,121,83.4,6269,6389,60540,364005,194165,1636,3950,5227
Vehicle,31,16,1389,435,2010,2006,2009,2009,702,1124,929,968,48,76,85,90,14,16,21,21,97.5,7552,7697,440706,1943040,2250238,14216,54036,58155
Cruise,17,11,377,49,2000,2002,1998,1997,388,531,666,730,32,36,63,65,10,24,67,72,66.8,5158,5257,129643,1065937,1434380,7626,52488,63086
Service - other,12,10,44,15,2007,2008,2000,2000,620,1203,2930,2134,80,283,1056,899,154,227,49,104,25.2,1894,1930,105174,215793,232530,8764,19502,22021
Ferry-RoPax,2,2,4,2,2008,2008,2013,2012,1255,1255,1419,1376,198,198,219,215,188,188,276,260,4.7,352,359,22500,51768,66295,11250,24626,29610
Ferry-pax only,1,1,2,1,2018,2018,2018,2018,2549,2549,2549,2549,68,68,68,68,3232,3232,3232,3232,5.3,399,407,113239,230622,290512,113239,263332,347158
Miscellaneous - fishing,1,1,0,0,1995,1995,1995,1995,447,447,447,447,120,120,120,120,116,116,116,116,0.5,35,35,811,1799,2045,811,1909,2263
