port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Foynes - Ballydavid,7,7,2002,2002,2001,2001,15121696,25940662,191,214,305,316,3,201
Wicklow - Dublin,1,1,1993,1993,1993,1993,466035,732924,292,292,292,292,0,13
Ringaskiddy Deepwater Terminal - Dun Laoghaire,3,2,1993,1997,2007,2010,4901699,6641532,205,275,202,193,1,69
Dun Laoghaire - Dublin,11,7,2009,2009,2008,2009,18089771,26982317,344,262,293,296,6,488
Cork - Inisheer,53,5,1998,2005,1998,1998,60887647,87877029,313,328,340,340,25,1927
Ringaskiddy Deepwater Terminal - Dublin,35,30,2008,2008,2007,2010,152008166,210705601,187,195,193,196,32,2469
Killybegs - Castletown Bearhaven,36,16,1996,1996,1996,1995,15965400,12904747,711,883,672,454,51,3858
Wicklow - Tom Roes Point Terminal/Drogheda,2,2,1992,1992,1995,1996,268768,393719,113,113,86,85,0,11
Ringaskiddy Deepwater Terminal - Limerick,2,2,2010,2010,2010,2010,2028099,3268418,354,354,366,373,1,42
Moneypoint - Foynes,19,14,2000,2004,2007,2008,77126303,126067944,353,440,426,430,18,1374
Killybegs - Lehanbeag,4,3,1994,1994,1994,1993,1528177,2120402,503,922,564,467,2,156
Lehanbeag - Castletown Bearhaven,16,9,1989,1994,1997,1995,8914333,4683521,674,2609,1193,666,24,1816
Castletown Bearhaven - Rosslare,5,2,2003,2000,2004,2004,1524902,662023,640,574,1315,1324,4,317
Rosslare - Greystones,5,3,1999,2001,2003,2003,4625650,1540945,1416,1140,901,779,5,369
Rosslare - Dunmore East,1,1,1997,1997,1997,1997,74976,31240,312,312,312,312,0,11
Kinsale - Castletown Bearhaven,11,5,1998,1998,1994,1995,2308129,1078603,503,1202,901,882,11,833
Greystones - Castletown Bearhaven,1,1,1997,1997,1997,1997,547410,228087,2281,2281,2281,2281,2,120
Foynes - Galway,8,8,2001,2001,2001,2001,2749502,4036523,107,143,149,151,1,65
