int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Drogheda,22,19,2007,2006,2008,2008,43501510,61839360,632,746,728,764,16,1191
Passage West,13,11,2000,2001,2002,2001,23784702,30003363,369,502,478,481,10,741
Dublin,4219,489,2004,2005,2007,2007,24631670396,15489581174,133,583,366,432,5760,439953
Ringaskiddy Deepwater Terminal,377,211,2006,2005,2010,2011,13495677240,15928742560,599,1433,1566,2442,1970,151909
Wicklow,141,55,1993,2000,2001,2001,101901709,139668390,196,341,348,354,35,2660
Skull,10,10,2001,2001,2009,2010,29327272,42317974,271,903,702,663,12,871
Castletown Bearhaven,253,93,1997,1996,1999,2001,242379558,191551416,1821,2149,1940,1608,395,29650
Killybegs,196,111,1999,1999,2004,2004,604996627,435623328,959,2001,855,1282,416,31410
Dun Laoghaire,64,45,2005,2005,2010,2009,586445070,468363267,502,704,789,722,123,9385
Limerick,48,35,2003,2004,2005,2006,101839613,157114959,662,830,818,823,34,2573
Ford'S Wharf (Topaz Energy Terminal),287,151,2004,2003,2008,2007,909922183,1102715914,590,725,597,611,327,24677
Greenore,156,125,2003,2003,2005,2006,1144210495,1628494083,1014,1242,1354,1375,252,19218
Dunmore East,136,124,2004,2004,2006,2006,646224821,876469101,733,948,910,1032,144,10967
Aughinish,101,80,2008,2009,2011,2011,5125915677,9184386178,1506,2009,2506,2557,510,39401
Donegal,68,57,2003,2004,2008,2008,236219085,331116742,548,704,648,642,57,4347
Cork,195,145,2006,2006,2008,2008,5101008507,8911075050,569,970,1440,1496,718,55136
Rushbrooke,47,33,2003,2005,2005,2005,86313747,117766550,358,591,531,542,46,3446
Tom Roes Point Terminal/Drogheda,264,185,2003,2003,2004,2004,675126733,1006626393,746,976,934,934,208,15756
New Ross-Raheen/Roberscon,36,33,2003,2004,2004,2004,86334959,129709980,642,871,935,928,29,2157
Clogherhead,21,21,2000,2000,1999,1999,74490080,93695290,808,947,1121,1079,28,2148
Foynes,155,121,2004,2005,2008,2009,1991222049,3110829540,953,1440,2034,2054,321,24572
New Ross,3,3,2004,2004,2005,2005,2993304,4340415,559,499,507,509,1,79
Waterford Great Island (Esb),170,148,2006,2006,2008,2008,622429600,877078463,595,796,922,982,163,12385
Easkey/Rathlee,7,7,2005,2005,2008,2007,10226204,12607096,297,569,607,648,3,191
Esb Poolbeg-Dublin,21,14,2003,2000,2003,2004,301542265,87834516,177,653,824,710,58,4499
Howth,95,53,2002,2002,2005,2005,801505171,302465914,249,611,598,576,153,11767
Kinsale,24,22,2003,2003,2011,2011,119785822,181354424,615,820,1732,1926,21,1564
Rosslare,392,32,1998,1999,1993,1997,4351944078,835346818,307,494,409,360,890,67737
Tarbert,65,57,2005,2005,2010,2010,1136784387,1956337806,1038,1343,1890,1960,143,10974
Moville,4,3,1978,1970,1998,2000,83879251,142298272,1439,6755,1422,1437,18,1396
Moneypoint,130,104,2006,2007,2009,2009,4237106716,7581436778,1087,1547,2146,2199,445,34201
Fenit,47,38,2004,2005,2008,2008,608644227,751016823,920,1396,2058,2049,132,10095
Arklow,11,11,2005,2005,2013,2011,75856808,28655688,375,392,542,400,6,475
Dublin-Marine Terminal,31,19,1994,1994,1997,2002,48766874,11903308,143,213,171,241,27,2053
Ballydavid,47,37,2002,2002,2008,2009,1263320775,2296044904,1091,2138,2144,2254,151,11611
Kilrush,127,108,2006,2006,2008,2008,1907349416,3096342658,1103,1408,1825,1872,320,24512
Duncannon/Saint Helens,23,23,2003,2003,2006,2006,197826995,290595849,1043,1287,1903,1910,36,2751
Galway,29,28,2006,2005,2012,2009,161864842,111038867,917,1363,1392,1103,43,3267
Sligo,5,4,1989,1991,1993,1993,5881992,7833467,733,808,780,822,2,154
Stokestown/New Ross,28,26,2001,2001,2002,2002,78701576,113305573,1098,1125,1156,1153,22,1681
Ballyhack,13,12,2004,2005,2005,2006,46348816,68878062,712,1055,1016,1033,13,991
Passage East,13,13,2006,2006,2009,2009,42314653,60752093,579,794,905,879,12,876
Skerries,32,18,1998,2001,2006,2004,82947102,71293044,266,764,785,890,17,1251
Dundalk,40,29,2000,2001,1999,1999,39964002,57820994,238,434,432,435,13,954
Ardmore,37,9,1996,1999,2001,2002,36408463,51317993,288,694,384,372,10,752
