Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,801,470,327134,624542,2009,2009,2009,2009,1456,2968,3474,3492,162,260,552,552,37,58,76,77,21671.4,1678537,1710765,172305787,300917183,323245939,215113,571313,714397
Bulk carrier,779,304,17001,29577,2002,2008,2003,2003,556,886,716,715,58,103,174,174,47,84,81,81,1497.4,115843,118067,10413991,23918231,30144716,13368,49317,59261
General cargo,521,220,4222,5555,1998,2003,2006,2006,525,1235,931,910,49,138,323,345,57,87,76,83,865.6,66172,67442,3616258,11836706,17151762,6941,33096,45134
Container,470,44,5776,7082,2006,2002,2005,2005,486,497,508,511,40,48,72,71,17,27,34,34,967.0,74534,75965,6175681,21785766,24274829,13140,48552,57688
Chemical tanker,363,196,13098,20653,2010,2009,2011,2011,1145,1632,1839,1819,121,144,265,266,26,46,59,59,2170.7,167731,170952,6927258,35169232,40965442,19083,112166,136548
Vehicle,253,159,28296,9641,2008,2008,2009,2008,619,1562,1882,1907,44,103,308,310,8,12,19,19,1574.1,121922,124263,9763212,43045298,49850842,38590,146680,157860
Service - tug,222,75,44,37,2003,2002,2002,2000,327,782,471,528,70,262,562,629,24,249,248,223,119.3,8955,9127,947277,2240025,2999273,4267,11018,14876
Liquefied gas tanker,162,113,26800,28299,2008,2009,2009,2009,2438,2869,2516,2693,226,223,373,372,30,53,47,46,3270.3,239862,244467,6906240,49532068,41433801,42631,372287,574422
Ro-Ro,105,28,430,253,2008,2005,2010,2009,324,659,1816,1272,44,77,268,249,55,71,86,85,149.7,11388,11607,383212,1640461,1060542,3650,8715,10598
Ferry-pax only,57,2,43,4,1993,1982,1993,1993,698,560,1203,1180,15,58,79,80,34,64,63,64,49.1,3684,3755,320940,653623,823363,5631,13094,17262
Refrigerated bulk,32,4,141,132,2007,2007,2007,2007,197,271,312,312,13,13,21,21,64,64,62,62,98.5,7455,7598,390609,853499,961386,12207,26012,28085
Service - other,13,8,7,8,2004,2006,2009,2010,149,249,411,456,53,46,60,57,20,175,297,270,6.3,472,481,58932,120916,130294,4533,10087,11390
