int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,1087,409,1988,1992,1994,1994,3788991162,4379056395,291,822,897,785,854,65253
Bulk carrier,205,111,1999,2000,2004,2004,3323023641,5671474884,441,1162,1253,1273,381,29324
Chemical tanker,422,201,2008,2008,2007,2007,5274125195,8350046791,596,907,874,880,1314,101232
Oil tanker,316,144,2008,2007,2009,2009,17848920991,31846289134,641,1922,2399,2437,2380,183609
Container,762,84,2003,2002,2003,2003,5556380503,6569600339,271,409,359,359,1281,98589
Offshore,183,61,2006,2006,2008,2008,1557407751,1202431803,411,1472,1104,816,641,48435
Liquefied gas tanker,167,50,2000,2004,2006,2005,2173471183,2193278390,631,1294,1465,1346,600,44043
Cruise,106,25,1985,2000,1993,1988,1148157086,170755840,212,376,460,476,452,34907
Service - tug,92,40,2003,2001,2005,2004,101748156,90752644,454,1108,814,785,137,10273
Ro-Ro,535,19,1979,1991,1990,1989,2096623113,1320909063,127,1095,446,420,603,46296
Vehicle,103,34,2004,2006,2007,2007,2928763515,1000670180,290,695,593,592,199,15393
Service - other,40,18,1991,1991,1997,1994,396315903,410457607,315,886,2198,1923,143,10990
Ferry-RoPax,228,4,1981,1982,1981,1981,392018674,125109439,113,280,343,277,183,13870
Miscellaneous - fishing,5,4,1983,1986,1982,1985,2262633,1075632,399,3293,1295,1467,5,367
Ferry-pax only,17,4,1996,1986,1992,1992,22454580,5232737,191,798,2938,6127,41,3099
Refrigerated bulk,24,3,1980,1988,1988,1988,27524577,31595025,83,1269,390,416,47,3516
