int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Limassol,1662,479,2000,2001,2005,2005,32741802800,36318919451,495,1074,1140,1254,7686,588718
Famagusta,944,136,1982,1989,1993,1995,1578478093,2017647086,169,905,439,563,555,42311
Vassiliko,591,330,2000,2004,2008,2008,10999392527,18284351082,585,1066,1157,1164,1720,132479
Larnaca,678,262,2000,1999,2007,2004,5464546457,4663649919,567,973,889,771,998,76149
Ayia Napa,70,63,1995,1995,2001,2001,1390883295,2212054372,818,1341,1269,1338,177,13605
Kyrenia,218,35,1983,1992,1992,1998,715760344,687197601,214,834,488,637,242,18438
Paphos,25,23,1992,1992,1999,2000,303010805,497929123,461,623,1218,1284,42,3269
Nicosia,2,2,1994,1994,1993,1994,10479657,13971788,1224,1224,1072,996,3,253
Akrotiri,42,36,1992,1994,1999,1999,859449236,1424176806,899,1352,1342,1341,117,9013
Liopetri,7,7,1992,1992,2000,2001,79369622,127110131,1626,1116,549,510,16,1240
Dhekelia,18,18,2003,2003,2008,2008,703808732,1122925119,1903,1868,2165,2182,122,9431
Psimolofou,2,2,1990,1990,1995,1995,60767253,99943203,2084,2084,2628,2681,6,496
Aradhippou,3,3,1982,1982,1985,1985,51824100,80497042,1662,1498,2046,2066,8,644
Latchi,21,18,1994,1996,1999,1999,314595917,497523552,531,1715,780,730,67,5118
Xeros,5,5,1988,1988,1995,1993,75848326,83466032,1762,2195,2853,2719,16,1210
Karavostasi,4,4,1986,1986,1986,1986,46015434,68368785,1144,1551,1924,1884,11,844
