port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Limassol - Vassiliko,24,19,1999,2001,2004,2004,107829574,171114515,172,404,450,444,30,2300
Larnaca - Paphos,8,5,1996,1998,2006,2006,4839657,6360552,482,340,358,342,3,216
Ayia Napa - Vassiliko,24,16,1997,1996,2002,2002,97413319,158768637,156,330,221,225,17,1310
Limassol - Larnaca,142,47,1995,1996,1995,1995,166876985,225344310,120,276,450,434,211,15863
Vassiliko - Larnaca,19,15,1996,1997,2010,2009,59803857,67619073,168,629,545,434,53,4003
Nicosia - Ayia Napa,4,4,1987,1987,1993,1994,2119991,2875459,110,128,137,134,1,56
Ayia Napa - Limassol,26,16,1995,1996,1995,1996,148427244,206498666,112,571,549,600,39,2999
Dhekelia - Limassol,1,1,2007,2007,2007,2007,1307453,2080574,45,45,45,45,0,18
Akrotiri - Latchi,2,2,1984,1984,1978,1978,3830697,5939044,449,449,458,510,1,93
Akrotiri - Xeros,3,3,1982,1982,1991,1986,20659306,22887959,938,1090,1259,1496,4,322
Vassiliko - Akrotiri,4,4,2006,2006,2006,2007,24010859,36314596,432,376,508,519,6,459
Akrotiri - Kyrenia,2,2,1988,1988,1996,1996,67529078,110557052,2467,2467,3378,3427,8,611
Akrotiri - Aradhippou,1,1,1978,1978,1978,1978,2645830,3916150,670,670,670,670,1,70
Aradhippou - Famagusta,1,1,1978,1978,1978,1978,1856030,2747150,470,470,470,470,1,49
Limassol - Limassol,8,4,1999,1999,2003,2005,45796179,38290821,452,2319,1002,703,34,2552
Kyrenia - Karavostasi,2,1,2006,2006,2006,2006,12251432,18803559,715,715,715,715,4,328
Kyrenia - Latchi,3,3,2006,2006,2006,2006,8110501,12964867,67,143,241,244,2,128
Limassol - Akrotiri,3,3,2004,2004,2000,1997,4568987,4527884,437,374,467,498,4,275
Akrotiri - Ayia Napa,3,3,2002,2002,1998,1997,2242261,2439628,146,167,165,175,2,145
Limassol - Paphos,5,5,2002,2002,1996,1994,29178003,29621986,129,426,305,670,12,940
Larnaca - Ayia Napa,7,4,1997,2001,1999,1999,17988975,27066054,377,798,914,1087,7,565
Vassiliko - Paphos,6,6,1998,1998,2007,2006,17258669,25606726,110,534,242,218,8,581
Latchi - Vassiliko,6,6,1986,1986,1988,1988,18083984,27847819,377,353,435,435,2,172
Latchi - Larnaca,4,3,1987,1985,1987,1987,13727589,13844308,387,324,323,320,1,80
Paphos - Aradhippou,1,1,2009,2009,2009,2009,19284480,34720051,307,307,307,307,2,141
Dhekelia - Famagusta,3,3,1994,1994,1987,1987,4734672,7097820,187,314,350,375,1,105
Larnaca - Karavostasi,1,1,1990,1990,1990,1990,740000,710400,237,237,237,237,0,9
Larnaca - Akrotiri,6,6,2003,2003,2001,2000,4485062,4034267,75,110,115,103,2,158
Larnaca - Liopetri,4,2,1994,1996,2001,2001,1834275,2400614,284,284,274,274,1,54
Liopetri - Ayia Napa,1,1,1991,1991,1991,1991,186076,103773,1789,1789,1789,1789,0,34
Larnaca - Dhekelia,4,2,1986,1980,1988,1986,594501,363745,1033,796,649,503,2,126
Dhekelia - Liopetri,1,1,1991,1991,1991,1991,225288,125642,2166,2166,2166,2166,1,48
Famagusta - Kyrenia,14,9,1984,1987,1988,1989,17049494,19960491,117,999,330,385,9,673
Famagusta - Vassiliko,2,2,1995,1995,2004,2004,20229720,39935905,153,153,233,234,1,83
Vassiliko - Xeros,3,3,1993,1993,1996,1995,16024211,23446030,761,848,742,751,3,269
Kyrenia - Dhekelia,1,1,1973,1973,1973,1973,1867192,1930874,346,346,346,346,1,39
Latchi - Ayia Napa,2,2,1980,1980,1989,1989,1598023,1858406,273,273,341,346,1,93
Vassiliko - Liopetri,1,1,1990,1990,1990,1990,914697,1080802,224,224,224,224,0,32
Liopetri - Limassol,2,2,1997,1997,2000,2000,641985,910284,103,103,93,100,1,104
Ayia Napa - Kyrenia,1,1,1981,1981,1981,1981,1968234,3134128,450,450,450,450,0,34
Limassol - Latchi,8,5,1986,1991,1995,1995,24055440,38440605,397,429,428,431,4,311
Ayia Napa - Dhekelia,1,1,1970,1970,1970,1970,292228,265618,484,484,484,484,0,28
Larnaca - Famagusta,1,1,2007,2007,2007,2007,398849,594471,138,138,138,138,0,13
Paphos - Psimolofou,1,1,1981,1981,1981,1981,1579020,2514360,361,361,361,361,0,26
Limassol - Karavostasi,1,1,1998,1998,1998,1998,4193652,5268820,262,262,262,262,1,67
Limassol - Famagusta,1,1,2009,2009,2009,2009,4961756,6317128,271,271,271,271,1,66
Larnaca - Larnaca,4,1,2012,2012,2012,2012,26525166,36614712,1783,1783,1783,1783,19,1404
Karavostasi - Vassiliko,2,2,1984,1984,1984,1984,11734342,19278831,407,407,549,552,3,220
Karavostasi - Famagusta,1,1,1987,1987,1987,1987,380604,298046,1273,1273,1273,1273,1,104
Dhekelia - Vassiliko,1,1,2008,2008,2008,2008,220374,181254,151,151,151,151,0,20
