int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,11626,3986,2011,2011,2011,2011,2819777755671,5305114602514,3630,3647,3606,3601,150938,11690729
General cargo,974,327,2006,2008,2006,2008,42102549657,49826334888,2531,3526,3322,3316,6700,515918
Vehicle,484,248,2007,2007,2007,2007,96579871559,32908759697,3809,3461,3483,3450,6098,472356
Chemical tanker,545,242,2012,2011,2012,2012,50504565642,83334369766,3921,4347,4013,4025,7077,545952
Oil tanker,707,334,2010,2010,2010,2010,133576424766,238356791841,4082,4358,4347,4378,14240,1102318
Liquefied gas tanker,1074,237,2010,2010,2010,2010,455954383055,352359245096,3855,4465,4310,4312,43650,2709633
Offshore,70,56,2010,2010,2012,2012,3980397911,3238368141,1974,3116,3284,2722,890,64543
Service - other,85,50,2007,2004,1997,1997,543118495,402738351,263,1842,2441,2066,340,25950
Service - tug,168,131,2005,2007,2011,2011,277625485,193198069,340,1106,1390,1420,269,20255
Container,1694,325,2007,2007,2007,2007,235203093773,275268951356,2534,3169,3232,3216,31976,2476138
Miscellaneous - fishing,10,9,1998,1997,1997,1998,76959874,46519903,4312,4184,3732,3443,48,3601
Ro-Ro,35,32,2008,2008,2013,2012,166156683,106543796,98,1346,1262,1263,219,16469
Cruise,343,58,1999,2000,2001,2000,38156379140,3676697659,1304,1262,1400,1391,8173,632922
Ferry-RoPax,12,11,1993,1992,1999,1998,215910656,57401733,242,3188,2047,2317,113,8587
Ferry-pax only,4,4,1970,1970,2010,1995,14623973,2517077,983,11069,10551,3904,21,1584
Refrigerated bulk,5,4,1995,2000,2006,2006,66522404,71920931,3535,3465,3403,3403,40,3005
