int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Port Giles,17,17,2009,2009,2008,2008,2051121095,3578176376,3234,4055,4343,4434,183,14152
Esperance,88,78,2011,2011,2011,2011,18621691529,33760362355,4546,4460,4599,4621,1314,101704
Melbourne,70,50,2006,2007,2008,2009,16180709134,22802554584,2165,4058,3566,5945,1885,145996
Port Douglas,1,1,2000,2000,2000,2000,13258,1657,55,55,55,55,5,408
Lucinda,15,15,2009,2009,2012,2011,1661490208,2856825158,3124,3775,4093,4118,155,11983
Kwinana,354,287,2011,2011,2012,2012,48519597885,83792286564,3996,4090,4094,4121,4665,361110
Withnell Bay,442,173,2006,2009,2006,2006,147667220712,119319488432,3621,2992,3782,3582,15450,962271
Okha Fpso,17,16,2006,2008,2010,2009,2151753548,3516764903,2129,2159,2644,2532,208,15328
Yamba,2,2,1997,1997,2005,2007,7539446,8974417,808,808,183,170,2,177
Clovelly,2,2,2012,2012,2012,2012,51904696,72880669,2968,2968,1446,1272,14,1048
Wyndham,24,20,2006,2008,2010,2010,1133958367,1751984474,1944,2417,2456,2567,142,10944
Cape Cuvier,31,28,2012,2012,2012,2012,3817371709,6949972110,3649,3471,3910,3930,313,24215
Port Latta,28,26,2012,2012,2013,2013,5854113349,10925196074,5058,4796,4943,4979,458,35504
Horn,39,34,2009,2008,2011,2012,3171771706,5534346363,2579,2265,2763,2777,292,22598
Sydney,35,34,2003,2004,2010,2012,5179266696,8466447076,3965,3474,4512,5575,494,38053
Onslow,149,101,2012,2012,2013,2013,43738986661,38734652435,3661,3181,4262,3837,4465,280604
Airlie Terminal,6,5,2010,2010,2011,2011,690821416,688922341,1858,1802,2179,1806,79,4828
Bell Bay,25,19,2007,2008,2006,2006,3516922018,4429984293,5037,4021,4239,4066,266,20565
Cairns,102,73,2006,2007,2010,2011,4708226539,6266238748,2097,2615,2372,3279,741,57200
Pyrmont,49,22,1998,2000,1997,2001,3873536357,772302323,1389,1687,1433,1594,916,70916
Berkeley Vale,8,8,2011,2011,2011,2011,1636297573,2951766305,4477,3850,3714,3661,145,11204
Tea Gardens,18,18,2008,2008,2006,2006,3916362468,7371381213,3491,3588,3804,3805,267,20679
Port Huon,2,2,1997,1997,2011,2011,9126597,9146016,1509,1509,1927,1919,5,347
Port Bonython,31,30,2011,2010,2010,2009,5520591244,9258693092,4614,4210,4288,4250,532,41245
Port Alma,21,21,2011,2011,2011,2011,489484803,647187820,2660,2538,2511,2583,119,9137
Kurnell,42,37,2012,2011,2011,2011,11274565734,19826787738,5002,4821,5126,5238,879,68107
Bowen,3,3,2010,2010,2012,2012,9458701,6857551,7821,5804,6087,5621,67,5009
Rottnest Island,11,11,2004,2004,2007,2007,609458335,448531637,1845,4197,3555,3162,164,12404
Palmerston,35,33,2008,2008,2009,2008,2268264349,2125956311,1776,3410,3597,3395,397,27799
Cape Flattery Harbor,38,10,2014,2012,2014,2014,4164511100,7408551621,3481,3247,3343,3343,337,26097
Booby Island,11,11,2009,2009,2013,2014,586638623,906848297,719,1809,2334,2360,78,6066
Van Gogh,10,10,2012,2012,2007,2006,466870924,836387496,1337,1070,1389,1486,44,3361
Wollongong,8,8,2010,2010,2015,2015,1205564747,2249649643,1211,3389,3248,3251,87,6756
Useless Loop,48,40,2011,2010,2011,2011,2816225438,4577529678,2978,3058,2957,2960,301,23268
Mourilyan Harbour,21,20,2006,2006,2009,2009,1717568155,2881923995,3614,3667,4314,4353,167,12929
Woolloomooloo,129,21,2002,2003,2004,2003,17482197384,1545663697,1186,1639,1298,1292,3406,263826
Port Pirie,16,15,2009,2008,2011,2011,593980469,910248978,3506,3433,3050,3101,122,9370
Amrun,6,6,2012,2012,2011,2011,197892705,308402468,539,982,924,836,22,1692
Port Adelaide,18,17,2012,2012,2011,2011,883478390,1405371966,2097,2377,2214,2193,93,7195
Port Lincoln,46,46,2010,2010,2011,2010,6558624418,11573354008,4282,4683,5017,5102,639,49292
Mooloolaba,18,18,2010,2010,2009,2010,1462316844,1790508493,2049,2178,1997,1902,151,11675
Evans Landing,9,8,2011,2011,2012,2012,938372559,1658864836,3432,2884,3378,3395,104,8018
Webberton,8,8,2013,2013,2013,2013,524526338,945279573,1673,1797,1787,1787,41,3171
Karumba,10,6,1997,2003,2005,2008,163382185,227227466,2280,1974,1365,1231,27,2049
Hobart,32,29,2005,2005,2006,2006,1632562072,896648799,1294,2503,1659,2954,406,31314
Airlie,1,1,2003,2003,2003,2003,550783886,70830627,3691,3691,3691,3691,108,8375
Westernport,28,20,2011,2011,2010,2010,3124036421,4794080832,2543,4299,4214,4211,410,31449
Risdon,13,12,2012,2012,2013,2013,606667292,968440683,1279,2196,2035,2070,71,5505
Maryknoll,1,1,2005,2005,2005,2005,1180529898,2347105573,13315,13315,13315,13315,51,3958
Caloundra,3,3,2005,2005,2013,2015,200460442,353558581,1748,2507,1754,1717,18,1421
Cape Barren,1,1,2007,2007,2007,2007,48288472,61856691,1164,1164,1164,1164,6,478
Bundaberg,18,18,2010,2010,2009,2009,1051958810,1662508016,3833,3576,3448,3433,147,11305
Thevenard,23,22,2005,2005,2007,2007,936391848,1529199675,2354,2148,2067,2094,107,8235
Varanus,11,10,2007,2008,2008,2007,1405399289,2029950180,1874,1752,2333,2049,127,9270
Devonport,13,12,2010,2010,2014,2014,1033904596,1715800208,4169,2950,3803,4576,111,8586
Dalrymple Islet,9,9,2010,2010,2011,2011,268265132,458672890,2213,1723,2062,2119,29,2271
Exmouth,10,9,2007,2007,2009,2013,251245957,185101118,1733,1413,1618,1663,71,5418
Ningaloo Vision,10,9,2005,2005,2005,2005,879418155,1592472004,1796,1476,2363,2444,85,6594
Mosman,8,8,2007,2007,2015,2016,591640431,970968116,1395,2440,3403,3802,98,7608
Bingbong,23,22,2012,2012,2012,2012,1885078586,3100213978,3467,3718,3854,3880,190,14670
Hope Island,4,2,2016,2016,2016,2016,156811707,251010130,1086,1086,2100,2103,16,1253
Warners Bay,5,5,2006,2006,2004,2004,707467584,1304822655,2622,2415,2804,2897,42,3228
Thevenard Island,4,4,2012,2012,2002,2002,352791938,660344982,1194,1084,1689,1720,12,923
Kingscote,1,1,2001,2001,2001,2001,35927367,58644476,2061,2061,2061,2061,6,488
Nganhurra,18,18,2007,2007,2007,2007,2988432354,5385938797,2550,3051,3963,4014,280,21675
Point Henry,2,2,2012,2012,2013,2012,272550646,397414994,5105,5105,5052,4884,44,3379
Manly,3,3,2013,2013,2009,2009,130862843,226999566,1632,1310,1644,1712,18,1418
Penneshaw,3,3,2000,2000,2006,2008,332400505,321634292,942,1693,2059,3365,50,3892
Wallaroo,5,5,2012,2012,2014,2014,392589556,614999949,3199,3402,3004,2806,37,2851
Beauty Point,2,2,1986,1986,1990,1991,798559,933765,1087,1087,1062,1470,4,321
Drysdale,3,3,2002,2002,1996,1996,140696109,174275784,88,1181,1142,1193,10,791
Frankland,1,1,2003,2003,2003,2003,369422581,683438514,6417,6417,6417,6417,23,1805
Hillarys,6,6,2008,2008,2006,2006,596343742,1083864891,955,2326,3100,3362,51,3913
Denham,1,1,2017,2017,2017,2017,30161953,48416065,1401,1401,1401,1401,3,248
Bremer Bay,1,1,2011,2011,2011,2011,255893175,486944323,2779,2779,2779,2779,14,1062
Noosaville,1,1,2003,2003,2003,2003,306912362,107863990,5426,5426,5426,5426,23,1786
Port Kennedy,2,2,2006,2006,2004,2004,157732,137793,354,354,265,443,1,58
Coral Sea,1,1,2011,2011,2011,2011,206549906,380106911,4074,4074,4074,4074,19,1504
Bicheno,1,1,2012,2012,2012,2012,22562825,35709559,1260,1260,1260,1260,2,153
Barry Beach,6,6,2005,2005,2000,2000,18575133,25786201,312,978,762,1103,15,1108
Stanley,1,1,1994,1994,1994,1994,196494,110743,431,431,431,431,1,42
St Helens,1,1,2013,2013,2013,2013,37854555,47347149,927,927,927,927,7,534
Lakes Entrance,1,1,2015,2015,2015,2015,1292028,737751,4089,4089,4089,4089,9,659
Langarra,2,2,2013,2013,2014,2014,738668,753723,427,427,455,443,5,338
Bulli,4,4,2009,2009,2008,2008,114085142,197927015,1495,1554,2552,2736,14,1061
Rozelle,1,1,2018,2018,2018,2018,1066708841,1064545005,6913,6913,6913,6913,80,6220
Carnarvon,6,1,2006,2006,2006,2006,142710,92613,59,59,55,55,1,41
Brooklyn,1,1,2011,2011,2011,2011,64686,84396,60,60,60,60,1,39
Goolwa,1,1,2012,2012,2012,2012,97456374,172013301,2800,2800,2800,2800,8,644
Werribee,2,2,2009,2009,2013,2013,239069281,305752547,2420,2420,3096,2776,13,1045
Flinders,27,1,2014,2014,2014,2014,350271,24767,42,42,66,66,5,346
Hamilton Island,2,2,2001,2001,2001,2001,186641421,345788534,2699,2699,3259,3349,17,1315
Coral Bay,1,1,1984,1984,1984,1984,1756427,557596,2145,2145,2145,2145,1,53
Busselton,1,1,1987,1987,1987,1987,1177143,198882,57,57,57,57,1,59
Ardrossan,1,1,1993,1993,1993,1993,33455007,49165895,972,972,972,972,17,1341
Cottesloe,1,1,2011,2011,2011,2011,83168543,46220097,1105,1105,1105,1105,5,416
Boyer,1,1,2006,2006,2006,2006,246551,226005,1712,1712,1712,1712,2,119
Bulwer,1,1,2008,2008,2008,2008,20941551,33445048,870,870,870,870,4,338
Jurien Bay,1,1,1998,1998,1998,1998,15514189,21222702,923,923,923,923,3,239
Klein Point,2,2,1994,1994,2005,2005,722197193,1411998536,4477,4477,8229,8482,41,3147
Kalbari,1,1,2013,2013,2013,2013,31780459,47099552,1373,1373,1373,1373,5,376
Koolan,1,1,1997,1997,1997,1997,76917996,146585493,1997,1997,1997,1997,8,584
Tweed Heads,1,1,2013,2013,2013,2013,223420414,424450679,5118,5118,5118,5118,16,1250
Raffles Bay,1,1,2013,2013,2013,2013,155814,142340,173,173,173,173,0,26
Coolum,1,1,2016,2016,2016,2016,30291288,52352854,3212,3212,3212,3212,6,489
