int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
South Trees,230,200,2010,2011,2010,2010,28338040454,47743016568,3700,3487,3454,3465,2654,202952
Bunbury,324,268,2012,2012,2012,2012,52216032435,88930954127,4530,4915,5002,5048,4549,352099
Burnie,53,37,2005,2006,2005,2005,8954805646,11603173269,5144,4076,4751,5084,692,53516
Eden,29,27,2004,2004,2005,2005,3865174004,5304163729,4810,4287,4577,4564,319,24626
Port Hedland,2803,1003,2012,2011,2012,2012,991932445670,1911544849224,3689,3589,3708,3711,53710,4160090
Newcastle,1735,960,2010,2010,2010,2010,434952014469,807030635406,4502,4611,4803,4822,29349,2273085
Port Walcott,1043,418,2011,2010,2011,2011,388189732661,750634230181,3694,3751,3758,3754,21602,1673255
Dampier,983,569,2010,2010,2010,2010,296537476203,558323702147,3656,3425,3583,3579,18120,1379801
Geelong,172,131,2009,2009,2008,2008,30437941447,51616306446,4463,4905,5036,5040,2552,197376
Hay Point,1099,851,2011,2011,2011,2011,328533671524,622452190313,4094,4898,5049,5068,22213,1720204
Henderson,99,95,2010,2011,2012,2012,8188586483,12920846070,3574,3838,4140,4139,920,71107
Weipa,284,152,2010,2011,2010,2010,49033300293,89609704888,3582,3634,3625,3625,3747,290244
Abbot Point,316,285,2010,2011,2010,2010,69721299447,130443512704,4036,4230,4127,4125,5176,400949
Gladstone,968,669,2012,2011,2012,2011,331574829413,469742997708,4295,4647,4797,4778,30090,2029770
Gove,105,68,2011,2011,2011,2011,17570656777,32431805908,3400,3356,3347,3351,1403,108679
Skardon River,34,31,2015,2015,2016,2016,4223047070,7413461710,3581,3788,3640,3643,342,26483
Port Dalrymple,48,40,2008,2009,2008,2008,7205358814,10499867769,4702,3905,4336,4285,547,42145
Port Melbourne,456,238,2008,2007,2007,2007,57014782566,36605640451,1751,3480,3338,2737,4984,385792
Milner Bay,110,78,2010,2011,2011,2011,10962493369,19260392184,3165,3241,3218,3217,1000,77496
Lake Macquarie,37,37,2010,2010,2010,2010,7041085428,13227107046,3337,3352,3473,3480,462,35758
Brisbane,198,116,2004,2010,2005,2010,11998033910,13202553428,1739,3200,1910,3300,2154,166400
Botany,301,153,2009,2009,2010,2010,27051088679,37936139752,1369,3110,2548,2751,3283,254129
Port Kembla,189,177,2010,2010,2010,2011,33698022092,46692174829,4584,4516,4382,4734,2578,199595
Chermside,1138,465,2008,2008,2008,2008,172921758049,207608886539,3867,3426,3410,3526,18589,1439482
Whyalla,51,51,2011,2011,2010,2010,18608788717,35409761980,5667,4895,5265,5288,1097,84979
Adelaide,282,161,2009,2009,2008,2009,46319333716,53262562599,3649,4249,3926,3932,4945,382879
Fremantle,507,219,2007,2007,2006,2006,60762894666,52445509467,2372,2969,2700,2548,6892,533056
Mackay,94,80,2009,2010,2010,2010,9885762982,16106006501,3728,3697,3836,3861,1145,88622
Portland,182,129,2009,2009,2009,2009,29043929000,39268985433,5269,4932,5073,5019,2483,192135
Broome,47,38,2005,2006,2006,2008,1324681717,1575765183,1688,2399,1837,1814,296,22726
Hastings,42,27,2009,2009,2009,2009,3159941149,4570664614,2193,3672,3885,3858,377,29059
Geraldton,306,270,2011,2011,2011,2011,42688238242,77166902748,3772,3828,3897,3921,3566,276080
Darwin,409,164,2006,2007,2008,2009,36461854190,24691413539,1840,2629,2981,2957,4324,289755
Cape Preston,174,53,2012,2011,2012,2012,36703414393,65747534181,3298,3315,3275,3275,2360,182788
Townsville,295,180,2008,2009,2010,2011,17798289883,24590247239,3432,3474,3427,3482,2552,197093
Albany,102,91,2011,2011,2011,2011,14990083656,23091398714,4536,4255,4350,4336,1266,97991
Barrow,201,84,2012,2012,2012,2012,87820720937,68807238010,3708,4004,3993,3883,8963,559493
