int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Newcastle,1604,930,2010,2010,2010,2010,399381066295,741738023252,4518,4547,4690,4704,23462,1817057
Bunbury,327,264,2012,2012,2011,2011,36092099957,60984264282,3027,3180,3388,3378,2780,215223
Burnie,42,28,2005,2006,2005,2005,6987381618,8832375574,4910,3820,4383,4630,460,35600
Eden,22,20,2005,2005,2003,2004,3318821974,4222295588,4643,3768,4031,4408,246,19045
Port Hedland,2837,1019,2012,2011,2012,2012,903958313713,1742410105291,3407,3139,3354,3358,40149,3109857
Tea Gardens,45,44,2009,2008,2008,2008,11811887299,22124968136,4553,4526,4593,4597,660,51147
Port Walcott,1045,419,2011,2010,2011,2011,342000425941,661117661398,3447,3262,3303,3301,15751,1219751
Dampier,1002,587,2010,2010,2010,2010,270355704987,500888211044,3271,2925,3194,3189,13409,1015647
Geelong,211,160,2009,2009,2008,2008,34660114278,59417193075,4382,4492,4551,4564,3362,260172
Port Kembla,177,169,2011,2011,2011,2011,32458127687,56186206085,4536,4218,4392,4616,2277,176255
Hay Point,1082,846,2011,2011,2011,2011,244413740462,461308915233,3827,3794,3838,3839,15705,1216486
Portland,138,92,2009,2009,2009,2009,23885143083,32380932121,5135,4987,4886,4921,1827,141390
Weipa,280,149,2010,2011,2010,2010,41442985353,75989037735,3272,2862,3105,3106,2662,206192
Abbot Point,310,277,2010,2010,2010,2010,63620184318,119346004247,3784,3710,3708,3707,4031,312270
Gladstone,1010,719,2012,2011,2011,2011,320191342921,427174569481,4053,4216,4709,4462,27114,1817395
Gove,103,66,2011,2011,2011,2011,15641469201,28867173589,3222,2950,2955,2955,1072,83034
Skardon River,33,30,2015,2015,2015,2015,3252300503,5707773945,2858,2805,2804,2805,255,19737
South Trees,181,159,2011,2011,2012,2012,31092077334,52665297047,3954,4525,4747,4821,2677,203410
Chermside,1027,471,2008,2008,2009,2009,149581591380,171759703120,3808,3583,3469,3584,16217,1255729
Townsville,370,236,2009,2010,2010,2011,30191176585,31348513466,3261,3406,3235,3231,3076,237658
Milner Bay,113,83,2010,2011,2010,2010,9194908293,16233608264,2748,2546,2611,2612,700,54201
Mooloolaba,146,114,2009,2009,2008,2009,14955546855,16169486140,3818,3326,3280,3389,1504,116175
Brisbane,147,81,2002,2008,2001,2008,10886030011,10000243481,1630,3787,2116,3924,2150,166219
