Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Drapetzona,2532,180,25346,4716,1995,1996,1997,1995,299,531,442,455,15,40,236,249,8,49,60,62,7688.6,591806,603168,29767867,76987212,93864367,11757,26563,25207
Aspropyrgos,1469,157,1415,2039,1994,1996,2000,2001,191,460,382,391,32,70,125,124,19,33,43,42,897.8,67963,69268,3589220,7081630,8799484,2443,7727,9870
Piraeus,1142,226,1534,1032,1989,1995,1994,1993,178,630,317,246,26,112,80,70,10,59,61,65,903.4,68738,70058,3148827,8763002,9158196,2757,6979,8284
Rhodes,1056,135,6900,1606,1995,1994,1999,1997,325,823,360,371,19,93,57,89,9,47,16,28,2243.6,172417,175727,7089533,20232775,24318187,6714,17709,18460
Thessaloniki,948,266,1915,2624,1993,1997,2000,2001,243,378,282,285,28,115,68,57,20,44,40,41,827.4,62956,64164,3185571,8368165,10186851,3360,11016,13799
Perama,905,319,1409,1361,1992,1996,1999,2002,146,1077,474,367,33,131,213,158,23,133,416,411,1001.5,75781,77236,4713637,10839502,13794097,5208,13335,16637
Mykonos,887,126,5493,784,1992,1992,2000,1996,155,403,302,289,11,87,154,117,10,27,40,56,1962.3,150234,153118,3996755,13754194,15469302,4506,13904,14218
Eleusina,645,173,381,527,1997,1995,1998,1999,147,333,290,283,32,57,118,117,24,43,52,45,413.5,31247,31847,1733393,2795341,3650494,2687,7675,10036
Agioi Theodoroi,603,127,2163,3653,2002,2003,2006,2006,263,423,533,547,31,107,251,254,19,51,46,47,736.4,56138,57215,3421516,7626018,8946241,5674,17187,20935
Souda,542,61,3899,916,1989,1995,1996,1996,158,1030,295,286,10,130,424,350,14,111,39,37,1121.4,86235,87891,4302938,12003912,13768702,7939,18426,17963
Naxos,532,68,2083,418,1995,1992,2003,2000,236,852,751,533,18,105,154,134,9,71,29,30,1089.7,83181,84778,2455703,5596662,6801699,4616,10248,10340
Keratsinion,532,119,1738,2021,2000,2000,2004,2004,239,239,272,272,24,63,40,41,35,42,41,42,535.0,40824,41608,2305853,6606331,7552290,4334,13557,16018
Lavrio,527,117,996,1157,1985,1994,1998,2001,216,738,381,368,17,61,73,61,14,108,214,267,483.2,36679,37384,3115525,6841915,8607986,5912,14939,18267
Elefsis,475,99,289,400,1991,1995,1995,1996,117,689,240,211,27,81,475,99,17,57,90,49,310.7,23410,23860,1248499,2182441,2878245,2628,7481,9850
Rafina,462,24,1199,284,1989,1996,1992,1992,212,1658,480,418,8,132,137,169,1,288,50,82,870.0,66297,67570,1807746,4427108,5477277,3913,8502,8273
Heraclio,439,50,3633,798,1988,1993,1992,1993,204,594,447,436,11,80,55,58,13,49,58,58,1280.7,98069,99952,4715410,11812591,14443901,10741,23444,21717
Patra,377,90,2607,860,1992,1994,2003,2002,167,750,635,557,35,189,93,107,15,58,54,51,994.5,76285,77749,3846507,9112544,11225910,10203,22840,22155
Thira,365,109,1443,356,1989,1994,2000,2002,146,284,163,239,13,29,32,72,11,27,17,21,466.2,35788,36475,1075643,3615834,4219010,2947,9391,10238
Aegina,338,52,448,164,1989,1992,1995,1992,408,1205,633,322,38,160,659,519,8,62,50,43,333.2,25031,25511,3132499,6797587,8828256,9268,20957,28488
Syros,337,102,985,684,1994,1993,2001,2001,216,821,500,651,23,109,103,152,12,62,66,79,458.8,35024,35696,1586557,3303673,4116390,4708,12032,14084
Tinos,329,56,962,302,1993,1987,1996,1994,254,434,588,576,20,36,172,127,10,20,76,76,682.8,52028,53027,1696830,3991759,4879504,5158,11530,11518
Kerkyra,314,85,6422,1033,1999,1996,2003,2000,395,3352,560,754,33,397,391,1127,9,42,26,52,1940.1,148917,151777,11719520,30614712,36732300,37323,94164,113383
Gavrio,313,125,2480,3390,1992,1996,2003,2007,284,668,716,760,22,55,74,84,13,40,51,31,616.3,47293,48201,2829972,6399465,7757802,9041,23914,28090
Elevsis,274,71,125,114,1983,1993,1982,1989,140,400,217,287,20,99,84,148,10,72,47,65,114.6,8686,8853,518041,1458946,1498337,1891,5028,6858
Kavala,270,29,807,374,1991,1989,1996,1988,336,1349,434,419,18,156,44,76,8,121,31,43,542.0,41652,42452,2278293,5643684,6937728,8438,18473,17547
Samos,266,42,750,293,1999,1994,1999,2001,294,422,337,405,16,37,32,47,11,31,24,41,349.5,26846,27362,1505198,3190524,3928019,5659,13525,14895
Rio,263,30,207,188,1995,1993,1999,1998,331,1158,516,448,65,240,471,256,20,47,77,80,295.7,22218,22644,2576964,5523262,7165997,9798,23023,31539
Thasos,256,40,315,148,2006,1995,2007,2003,590,2716,1116,1086,100,390,623,660,19,257,101,107,375.9,28228,28770,4287234,9310705,12332812,16747,37476,52946
Galatas Troizinas,251,26,150,50,1988,1992,1989,1989,396,906,777,641,28,107,241,162,7,23,98,130,137.9,10359,10558,2041431,4215254,5410727,8133,18338,24812
Paros,244,60,1069,219,1991,1992,2005,2002,234,770,905,607,26,56,210,163,11,40,31,35,592.7,45251,46120,1211332,2701930,3291239,4964,11190,11661
Prinos,237,36,143,72,2007,1997,2004,2000,348,2420,559,602,30,96,324,264,38,306,215,339,195.5,14679,14961,2008512,4364208,5775129,8475,19010,26853
Dafni,214,66,91,66,1990,1991,1992,1990,739,2268,662,381,41,200,333,295,35,223,318,307,237.0,17796,18137,1013505,2209931,2848920,4736,11194,15142
Nea Karvali,202,57,164,232,1990,1994,1994,1995,270,579,330,319,33,84,116,102,34,65,128,152,163.0,12290,12526,1033481,2702452,3534948,5116,14859,20017
Mesta,201,109,1360,1594,1993,1996,2000,2005,271,381,470,508,19,31,38,50,13,24,32,28,239.4,18405,18759,1524754,3552415,4263069,7586,20383,23211
Limnos,198,61,248,242,1990,1992,1988,1986,253,1002,281,256,20,78,58,56,11,74,36,34,187.2,14288,14563,1111458,2451477,3033068,5613,12803,13044
Hydra,197,99,410,505,1996,2000,2002,2004,230,473,158,159,22,57,75,76,14,81,82,91,185.6,14153,14425,843105,2055676,2520671,4280,11903,14858
Antirio,195,27,228,74,1994,1991,1986,1992,209,1504,1111,517,35,135,219,208,52,51,195,97,149.4,11295,11512,1054849,2321800,3029004,5409,12475,16710
Chios,193,42,1036,301,1990,1994,1990,1990,233,473,336,296,15,212,30,32,12,28,33,30,345.5,26484,26992,1463593,3539846,4354815,7583,16823,16211
Mytilini,177,34,485,239,1983,1987,1988,1987,210,875,288,271,15,248,41,70,11,40,38,61,200.8,15399,15694,774145,1729529,2104961,4374,10350,10696
Kythnos,176,64,583,553,1992,1994,1994,2000,271,568,605,469,29,79,335,226,14,52,206,269,283.6,21451,21863,2885571,6282533,8120487,16395,39522,53961
Kalamaki,170,87,146,218,1985,1989,1995,1995,261,423,383,370,32,58,111,102,20,38,61,57,50.4,3807,3880,491613,1382454,1941135,2892,9634,13347
Linoperamata Hrakliou,170,33,290,229,1994,1996,1992,1997,199,500,352,292,24,97,37,59,19,33,46,49,162.7,12357,12594,768840,1270268,1582266,4523,12086,14507
Milos,165,75,500,324,1991,1993,1996,2001,225,312,392,251,19,30,127,108,17,48,47,48,212.6,16216,16527,942926,2215914,2761990,5715,14184,15722
Kyllini,165,36,374,181,1984,1986,1986,1983,383,466,726,688,27,54,168,225,10,35,30,40,259.0,19819,20200,2092279,4790990,6233252,12680,28779,36879
Kea,150,85,528,696,1990,1993,1998,2001,303,953,617,599,23,128,157,123,20,82,50,47,202.9,15393,15688,1695586,3658277,4668488,11304,27822,36137
Sifnos,148,48,272,86,1994,1990,1993,1996,211,480,642,344,27,41,224,114,12,52,87,57,197.4,14881,15167,474692,1049226,1300150,3207,7744,8882
Kimi (Kymi),141,81,259,331,1994,1991,2002,2003,326,412,427,488,28,40,87,96,19,31,32,34,72.4,5504,5610,560429,1491859,1970887,3975,13173,17269
Kali Limenes,138,68,953,1366,1998,2000,2001,2002,251,489,416,429,42,107,236,232,26,64,44,46,320.2,24490,24960,912022,2509833,2707685,6609,25562,33438
Agria,138,49,130,187,1989,1988,1994,1993,332,450,401,411,29,108,100,111,30,54,107,93,78.7,5920,6033,528275,1288651,1661829,3828,11222,14739
Karystos,133,99,556,865,1993,1994,2004,2005,258,485,479,526,25,55,65,71,21,53,46,48,120.2,9200,9377,911541,2181663,2709542,6854,19117,23131
Drepano,131,40,93,118,1983,1988,1991,1994,189,381,304,283,20,50,38,38,16,54,50,46,46.6,3519,3586,280583,759815,1061463,2142,6798,9334
Kos,130,61,206,122,1984,1988,1992,1986,199,533,270,267,17,90,68,79,13,55,30,51,92.5,7062,7197,368250,1003710,1172611,2833,8172,9997
Rethimnon,123,39,145,67,1986,1989,1996,1998,172,299,407,216,19,31,31,37,17,39,70,54,97.4,7344,7485,258402,613017,739202,2101,5557,7125
Keramoti,121,60,44,46,1988,1991,1992,1989,584,3247,1055,807,66,406,979,967,44,332,631,528,195.6,14687,14969,272649,635891,773123,2253,5656,7122
Psara,118,99,849,1356,1998,1998,2006,2008,313,541,407,396,22,84,88,52,20,55,50,52,157.9,12056,12288,847072,2015529,2478145,7179,21374,26436
Chania,114,22,76,63,2002,1999,2001,2004,155,336,212,177,20,68,72,84,27,32,32,39,70.4,5324,5427,162616,453683,540692,1426,4423,5282
Eleftheres,113,51,41,35,1992,1991,2000,1995,515,3269,764,908,65,401,955,1131,48,184,260,320,182.2,13678,13941,320081,713608,874269,2833,6651,8544
Ouranoupoli,113,19,30,17,1995,1994,1995,1994,891,3083,1136,1490,39,144,185,279,53,217,304,539,123.0,9236,9414,502229,1060988,1353169,4445,10172,13703
Kalymnos,112,38,111,94,1992,1994,1999,1996,221,678,440,477,24,62,221,149,12,61,55,52,96.3,7277,7417,564839,1061026,1387369,5043,12579,16540
Kefalos,108,51,148,232,1988,1993,2002,2002,228,413,426,427,24,38,39,37,20,36,33,34,44.1,3338,3402,343721,796669,1048383,3183,9627,12746
Volos,107,46,405,135,1993,1991,1993,1995,335,913,352,338,32,74,48,62,17,104,24,46,113.8,8669,8836,568020,1903260,2509041,5309,17929,23158
Revithoussa,105,56,792,1459,2002,2002,2008,2008,129,271,395,400,43,58,133,131,20,79,24,24,111.6,8596,8761,784300,1645413,1876547,7470,18826,23613
Skiathos,102,48,79,68,1991,1991,1990,1994,250,441,309,277,21,40,45,38,24,63,100,100,67.3,5068,5166,517344,1148267,1509834,5072,12842,17383
Neon Karlovas,101,40,151,75,1986,1986,1999,1993,207,335,391,346,19,39,63,55,13,26,9,18,107.4,8248,8406,313459,843018,1031680,3104,7744,8710
Zakynthos,101,50,1067,371,1995,1995,1994,1998,403,1278,735,516,34,142,922,475,11,79,37,50,391.3,29994,30570,2463361,5816481,7409335,24390,56365,69109
Anafi,101,22,127,36,1996,1991,1999,1995,242,344,221,208,13,46,22,29,15,30,20,20,59.8,4512,4599,110527,303630,390018,1094,3027,3471
Larimna,100,10,31,49,1978,1992,1982,1981,158,369,163,161,20,47,25,24,5,29,16,17,10.4,778,793,103670,245056,300983,1037,3194,4022
Corinth,98,72,81,100,1990,1992,1992,1993,260,348,346,340,25,35,71,63,24,70,47,46,60.3,4545,4633,313953,861501,1174241,3204,10154,13947
Agiokampos Larisas,97,32,64,77,1980,1991,1997,1999,431,1920,387,336,52,387,664,471,41,193,243,197,123.1,9265,9443,180487,433874,513658,1861,5060,6141
Navplio,97,39,316,61,1993,1996,1999,1999,138,221,174,204,15,23,17,23,12,39,14,37,89.7,6912,7045,248646,1033645,1317842,2563,10012,12030
Moni Vatopediou,97,41,50,46,1995,1992,1989,1985,1249,3300,831,615,61,298,431,464,49,244,334,420,175.1,13156,13408,449509,996938,1262074,4634,11505,15110
Sigrion,95,69,220,288,1998,1998,2005,2005,203,526,245,205,24,43,39,42,13,50,44,41,60.1,4563,4651,335493,714189,944440,3532,10933,13970
Alonnisos,93,51,125,170,1993,1992,1999,2000,261,960,371,394,25,82,64,77,17,65,48,53,52.7,3982,4058,402657,958298,1222905,4330,12367,16094
Platania,92,57,81,105,1992,1990,1999,1998,288,1099,334,323,25,103,88,86,26,70,70,61,53.3,4011,4088,315533,796737,1050042,3430,10320,13705
Igoumenitsa,92,31,1575,381,1999,1995,2004,2003,573,1688,901,857,32,84,56,68,23,98,64,84,464.5,35707,36393,3516047,8226730,10276535,38218,84172,94082
Samothraki,91,38,111,60,1992,1991,1999,1997,400,2991,1318,636,36,460,870,660,35,115,252,188,163.0,12243,12478,332042,799694,985995,3649,9055,10488
Pythagoreio,91,23,353,75,1995,1991,1984,1985,721,3074,543,688,49,261,390,688,14,29,15,24,160.6,12180,12414,1102654,2854717,3738510,12117,32142,42982
Agios Efstratios,90,57,163,212,1998,1998,2001,2003,387,1633,302,327,32,166,260,183,14,57,76,60,117.0,8843,9013,438994,1034306,1318557,4878,13222,15380
Alexandroupoli,88,34,106,96,1989,1990,1995,1991,254,1840,698,466,28,272,963,930,18,77,107,96,120.0,9015,9188,890406,2130786,2821953,10118,26653,34958
Palaia Fokaia,88,71,265,380,1998,1998,2001,2003,257,446,289,284,24,40,52,59,28,91,86,90,112.7,8633,8798,427877,986229,1161491,4862,13393,16161
Kimolos,87,36,97,86,1986,1992,1995,1998,125,399,370,266,12,70,91,44,15,35,48,59,59.9,4522,4608,214929,466183,591886,2470,6603,7872
Perea,87,40,22,24,1982,1992,1997,1997,470,2006,493,441,83,280,270,249,38,125,185,163,79.4,5963,6078,110616,248943,291558,1271,3234,3952
Kiato,86,51,133,199,1987,1989,1999,2001,311,410,400,411,32,56,64,59,18,35,81,86,54.7,4140,4220,328770,838235,1127183,3823,11967,15741
Iraklion,85,41,1187,300,1991,1993,1994,1995,376,846,676,687,20,121,114,139,19,40,46,43,434.7,33344,33984,1715960,4256161,5177134,20188,44891,42456
Agistri,82,17,37,9,1991,1991,1997,1995,942,1234,619,373,33,85,126,124,21,40,59,46,40.9,3073,3132,289612,602673,764176,3532,8165,10718
Skyros,82,52,111,107,1992,1994,1993,1997,263,1022,411,287,30,70,869,380,17,114,214,178,113.3,8540,8704,302684,756856,955124,3691,9903,11553
