Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Keratsinion,2894,631,156540,154254,2005,2006,2011,2011,541,1031,1257,1254,44,74,180,180,16,22,24,25,14524.1,1122605,1144159,82251903,243673143,283267189,28422,101469,121493
Perama,965,626,90601,100747,2005,2005,2013,2012,739,1460,2243,2130,70,139,275,278,22,64,44,49,7851.7,606243,617883,42974590,118020139,141934476,44533,164467,203116
Patra,952,97,22031,5878,2004,2001,2005,2005,566,745,774,704,25,69,103,92,8,41,16,21,5548.1,428486,436713,25719657,63156550,77446726,27016,59135,55314
Thessaloniki,751,411,6204,9279,2001,2000,2006,2007,392,672,652,696,47,82,147,159,23,49,65,68,1188.5,91315,93069,7616466,21512981,26169718,10142,34101,42216
Agioi Theodoroi,537,314,18041,31367,2006,2007,2007,2007,683,999,1187,1201,68,112,272,276,35,60,76,73,2936.5,227056,231416,15079854,38139308,43697748,28082,91636,111918
Kali Limenes,456,329,14887,24258,2002,2003,2007,2007,818,1497,1547,1551,84,149,333,346,47,77,72,75,1994.4,153042,155980,11612095,30469175,36855860,25465,90575,114317
Aspropyrgos,402,181,4520,7101,2005,2003,2006,2006,611,826,871,874,61,94,158,157,28,42,45,46,1026.5,78929,80444,4404393,12016880,13884795,10956,42936,53880
Sigrion,397,375,6872,12021,2003,2003,2008,2008,343,558,530,539,40,69,164,162,24,78,51,50,877.3,67476,68771,9945752,22487000,25721395,25052,69879,84106
Piraeus,390,238,10091,7293,2002,2003,2007,2008,539,872,807,835,49,95,110,123,15,39,43,46,1158.1,89408,91124,5922069,20135420,23162689,15185,53185,62070
Kerkyra,334,105,8551,1196,1997,1995,2003,2002,507,1071,571,653,36,82,66,96,9,41,14,29,2061.8,159344,162403,6964662,22675494,25080813,20852,60773,59504
Moudros,316,250,4498,8036,2007,2007,2009,2009,203,366,309,308,26,48,76,75,9,42,48,45,587.2,45405,46277,3590079,8197274,9521473,11361,33952,41986
Lavrio,282,198,7136,11452,2001,2003,2006,2007,511,1159,1167,1248,49,128,327,344,16,73,115,119,856.2,66000,67267,4921076,12191913,15477923,17451,63310,77831
Molyvos,277,251,2688,4679,2003,2003,2010,2011,211,345,337,336,27,48,161,164,16,63,62,61,409.4,31571,32178,2033438,5140201,6134663,7341,24937,31240
Salamina,269,235,14650,25326,2005,2006,2007,2007,611,1498,1541,1577,59,140,388,400,23,65,82,81,1483.5,114581,116781,10421480,25966679,30769204,38742,131363,160184
Rhodes,236,142,2105,1381,1991,1993,1996,1994,486,1268,751,874,53,165,139,165,16,87,48,87,548.7,42129,42938,1854708,6744544,8870539,7859,31599,39831
Eleusina,212,166,1999,3120,2001,2001,2007,2007,533,757,939,926,58,104,337,339,30,51,50,49,475.7,36611,37314,2215960,6402623,7800631,10453,40731,50974
Neapoli,207,184,10197,17972,2003,2003,2008,2009,716,1507,1825,1846,78,172,449,447,39,82,103,104,1058.3,81598,83164,7829411,18236506,21863680,37823,120244,148374
Mykonos,184,33,7529,949,1995,1997,2003,1999,675,735,818,889,47,59,63,68,8,22,22,58,1605.4,124333,126720,4175843,15532293,16172183,22695,75783,73296
Igoumenitsa,169,17,2667,628,1999,1995,2001,2001,399,890,533,524,17,45,77,84,3,19,30,25,753.3,58047,59162,3847987,9613603,11817382,22769,49203,45129
Elefsis,168,133,5114,8668,2005,2006,2010,2010,714,1170,1371,1395,74,120,300,306,22,50,75,73,623.5,48196,49121,4085185,10405012,12357392,24317,84623,102687
Kalamaki,168,134,350,522,1994,1994,1999,1999,429,579,592,594,56,79,114,115,34,56,70,70,92.9,7048,7183,1021974,2915630,4104969,6083,20898,28697
Nea Karvali,160,117,769,1157,1997,1997,2004,2005,304,724,897,890,44,90,179,181,22,50,45,44,170.9,13059,13310,1134176,3288084,4547153,7089,27254,36217
Gavrio,157,147,3798,7193,2004,2004,2009,2010,541,788,853,886,52,85,144,143,19,106,61,59,489.1,37758,38483,15398535,32702518,36319720,98080,235461,274302
Syros,144,130,1694,2439,2001,2002,2003,2005,698,1021,966,1020,70,109,204,218,40,91,71,73,348.3,26707,27220,2082074,6142359,7859606,14459,52868,67265
Drapetzona,141,53,7963,1144,2002,1997,2005,2004,670,741,781,776,43,57,63,82,9,34,17,16,1735.4,134386,136966,4392533,16800614,17260528,31153,106362,102340
Symi,129,105,278,343,1988,1989,1989,1991,421,601,517,573,50,103,103,120,26,76,87,96,99.6,7567,7713,811302,2331420,3226102,6289,21407,28922
