Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Drapetzona,2521,182,20829,3669,1995,1995,1997,1996,222,1178,355,360,13,197,150,174,11,49,30,36,6505.0,500149,509752,24051080,64094943,78430738,9540,22439,22271
Aspropyrgos,1498,169,1035,1469,1995,1997,1999,1999,135,231,245,247,33,75,82,83,22,45,67,66,1113.5,84226,85843,2836407,5178423,6386383,1893,5830,7476
Piraeus,1102,196,1628,922,1988,1994,1995,1993,152,646,391,259,21,152,207,158,24,116,70,98,1128.6,86033,87685,3490064,9480709,10211893,3167,7637,9037
Rhodes,1014,121,6899,1425,1996,1994,2001,1998,328,487,373,366,19,57,68,70,9,34,20,24,2315.4,178241,181664,7385351,19832287,23697271,7283,17751,17787
Thessaloniki,1001,273,2625,3364,1994,1997,2000,2001,274,363,322,324,27,44,51,54,34,76,56,60,1002.4,76526,77996,4166058,10863571,13001209,4162,13324,16357
Mykonos,935,118,3898,532,1991,1993,2000,1996,115,246,213,202,11,27,41,40,7,21,11,13,1354.3,104089,106088,2648852,9542700,10972086,2833,9054,9480
Perama,900,308,1103,1077,1991,1996,2001,2002,148,1389,302,249,35,285,489,234,24,257,292,237,1212.8,91634,93394,4072630,9517892,12091214,4525,11661,14890
Eleusina,611,155,317,458,1997,1996,2001,2001,126,276,244,247,33,70,167,165,16,43,64,63,424.9,32070,32686,1446268,2016631,2633386,2367,6713,8681
Agioi Theodoroi,588,107,1252,2002,2002,2002,2005,2006,185,363,429,442,28,62,186,189,30,66,90,89,768.4,58578,59702,2222766,4944492,5843809,3780,11730,14480
Souda,543,49,4209,922,1989,1995,1995,1995,179,636,301,278,12,68,34,31,12,122,14,18,1064.3,81942,83515,4059374,12144778,13876130,7476,18475,18270
Keratsinion,538,175,1070,1193,2000,2002,2006,2006,121,133,137,144,29,31,44,47,17,23,24,25,386.6,29362,29926,1442157,4278754,4959627,2681,8698,10515
Naxos,528,66,2168,451,1995,1992,2004,2000,235,1273,780,572,17,125,100,102,6,103,149,114,1128.1,86056,87709,2402650,5468658,6664475,4550,10163,10260
Lavrio,513,100,1028,1187,1984,1992,1996,2001,206,520,429,412,16,66,139,75,13,50,96,68,551.3,41776,42578,3944021,8134817,10345822,7688,18132,22706
