Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Keratsinion,2879,631,200415,185396,2005,2006,2011,2011,641,1444,1630,1520,59,105,233,219,17,16,20,22,18543.8,1433662,1461189,100385657,304386106,353265914,34868,124340,147803
Patra,986,108,22652,7188,2004,2000,2005,2005,535,1213,780,838,24,112,65,161,5,46,32,33,5684.9,439079,447510,25996403,64466992,79093745,26366,59219,56538
Perama,951,630,96850,104399,2005,2005,2014,2013,681,1284,2445,2236,70,144,291,290,21,57,33,34,8569.1,662158,674871,40123978,114299648,135307102,42191,162786,200693
Thessaloniki,709,415,7944,12595,2000,2000,2006,2007,541,882,981,1049,48,101,295,316,56,84,111,116,1518.4,116744,118985,8467902,23374206,29030934,11943,41838,51946
Agioi Theodoroi,552,328,23931,42851,2006,2007,2008,2008,653,1137,1470,1523,70,121,273,277,65,84,85,84,4089.8,316195,322266,18601440,44966677,51096433,33698,105788,128667
Kali Limenes,464,336,17123,27979,2002,2003,2008,2008,725,1616,1787,1797,80,189,339,345,9,17,20,20,1921.6,145606,148401,12621589,33648730,40179651,27202,97554,122946
Piraeus,411,261,18681,14499,2003,2003,2009,2010,732,1037,1381,1436,65,110,219,236,12,91,24,28,1850.8,142889,145632,8882340,29257338,34142707,21612,78629,92403
Kerkyra,375,101,8568,1125,1998,1997,2003,2002,472,1280,478,539,32,130,49,80,8,56,16,30,2137.6,165188,168359,7383412,23413664,26307232,19689,57521,59443
Aspropyrgos,367,178,3457,5338,2004,2003,2006,2006,609,777,734,716,91,128,161,155,42,58,70,66,1207.0,92487,94263,3626145,9795637,11420962,9881,38934,49269
Lavrio,296,208,7932,12550,2001,2003,2006,2007,783,1232,1277,1369,66,135,306,344,12,39,27,27,988.6,76232,77696,5860408,14681496,18671370,19799,70060,86795
Salamina,293,251,11507,19850,2005,2006,2006,2006,681,1066,1106,1123,70,130,285,289,15,33,39,39,1073.5,83055,84650,8762059,21773303,25050229,29905,96642,119729
Sigrion,288,275,15033,26009,2003,2003,2010,2010,726,1264,1829,1836,83,136,399,409,9,18,14,14,1273.6,96922,98783,12234853,28803805,32868146,42482,131095,163830
Rhodes,278,151,2284,1988,1989,1993,1997,1998,411,1040,642,942,37,111,209,364,14,57,67,101,562.9,43267,44098,2057561,7140623,9309106,7401,29170,36429
Eleusina,248,198,2433,3916,2000,2000,2008,2008,609,790,1072,1091,78,142,199,201,60,95,77,78,594.3,45573,46448,2603355,7454220,9179582,10497,40023,51274
Moudros,240,206,19133,35025,2007,2007,2011,2011,922,1484,1813,1878,102,167,337,340,13,26,33,33,1375.5,106408,108451,13744679,29360368,33531841,57269,162633,198918
Neapoli,223,196,8639,14469,2003,2003,2008,2008,711,1232,1348,1306,76,129,261,264,7,20,26,21,820.3,62830,64036,6435039,15697094,19025663,28857,95996,119399
Molyvos,221,201,10459,18956,2004,2004,2010,2010,717,1099,1632,1687,77,119,294,302,7,13,16,16,810.6,62678,63881,7134747,16898663,19532496,32284,101798,126408
Kalamaki,191,156,484,737,1994,1994,2001,2002,423,572,664,670,54,85,164,164,49,60,124,126,119.8,9121,9296,1261996,3463291,4830477,6607,22321,30227
Gavrio,185,173,9472,17033,2004,2005,2008,2009,1115,1516,1598,1603,97,170,372,442,9,23,25,24,801.1,61879,63067,15905221,34036623,39015268,85974,224706,269382
Elefsis,162,136,3641,6167,2004,2005,2009,2010,675,908,1063,1078,84,146,306,305,60,139,212,216,900.6,69638,70975,3125907,7997142,9372323,19296,64923,79325
Drapetzona,161,60,7990,1484,1996,1998,2002,2004,599,823,906,906,43,65,86,95,10,29,15,15,1764.3,136598,139221,4778028,18113472,18884783,29677,100818,98230
Nea Karvali,146,101,968,1571,1999,1998,2003,2003,608,895,1247,1345,64,106,260,275,56,88,91,92,213.5,16327,16640,1451589,3890439,5084899,9942,34830,45242
Igoumenitsa,143,19,1700,404,1999,1993,2002,2002,263,591,407,391,11,43,24,28,3,24,30,37,465.6,35912,36602,2416798,6024263,7408651,16901,36681,33887
Mykonos,140,36,8173,1373,2001,1997,2004,2000,809,1226,897,1198,51,99,114,234,11,17,16,33,1803.3,139674,142355,4968026,17130193,17226276,35486,112301,106277
Symi,134,117,326,468,1989,1989,1989,1990,505,679,747,773,55,118,195,206,10,26,78,82,95.0,7224,7363,900565,2467120,3377931,6721,22395,29960
Chios,113,81,3124,2863,2003,2000,2009,2007,717,1041,1288,971,68,149,245,295,10,42,21,16,490.6,37938,38666,1793161,3902010,4827291,15869,47817,56270
Kea,112,109,4253,6938,2002,2002,2006,2007,910,1403,1818,1876,76,122,358,360,9,22,27,28,474.1,36617,37320,3432446,8689793,10566868,30647,100603,123255
Syros,110,104,1008,1372,2001,2001,2002,2004,567,1029,804,739,65,124,164,163,6,70,133,132,257.5,19704,20083,1292100,3540098,4673251,11746,42014,53266
Psara,105,103,7373,13582,2004,2004,2009,2009,780,1445,2352,2483,70,146,388,392,13,23,26,26,594.6,45998,46881,5921478,12753685,14992919,56395,161699,199112
Mesta,103,89,5003,6993,2002,2002,2008,2009,814,1202,1930,1890,73,135,275,296,10,22,24,21,557.2,43111,43938,3401061,8476661,9631236,33020,102792,126425
Methoni,103,95,1897,2461,2000,2000,2008,2007,733,899,1069,998,65,96,129,118,9,14,18,20,219.2,15906,16212,1518017,4480339,5242130,14738,55378,72785
Agia Pelagia,101,100,2325,4101,2000,1999,2008,2008,781,1036,1346,1404,85,118,256,265,7,13,14,14,208.4,16058,16366,2038497,4841893,6103285,20183,64831,81558
Thisvi Port,99,73,1871,3013,2001,2004,2011,2011,1042,1792,2571,2664,93,155,376,386,24,43,63,62,250.8,19291,19661,1855751,5039041,6919491,18745,73444,94840
Kalamata,96,87,8687,12260,2006,2006,2012,2010,749,1670,2153,1978,70,146,352,363,22,37,65,62,879.5,61563,62745,4489406,13576933,14200724,46765,185056,248608
