Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,4479,1562,16768,23359,1993,1995,2000,2000,491,802,908,908,59,95,228,230,34,64,89,90,3913.0,298325,304053,34417416,102588005,145823132,7684,29520,40066
Container,3485,549,225331,237013,2005,2006,2012,2012,556,1043,1514,1426,45,80,207,200,18,30,26,26,21027.8,1624696,1655890,115555754,331730011,386140879,33158,119552,144557
Bulk carrier,1880,1075,61375,107025,2004,2007,2007,2007,667,1332,1386,1404,68,134,333,339,35,81,114,114,5927.5,457906,466697,38924316,90833465,118188075,20704,77067,93856
Oil tanker,1502,610,68127,125400,2007,2008,2008,2008,583,890,917,916,61,111,290,291,21,52,72,71,8249.5,637872,650120,62758460,123612240,138686792,41783,108990,133685
Chemical tanker,1499,590,19841,31565,2007,2007,2007,2007,572,815,807,809,55,87,178,178,26,47,53,53,4349.9,335349,341787,11840439,57409189,67594536,7899,44401,54548
Ferry-RoPax,977,43,24166,5182,2001,1995,2003,2003,520,909,815,760,22,80,132,127,7,109,39,33,6531.1,503731,513402,32246568,79724623,97835950,33006,70460,64245
Cruise,787,111,30174,3099,1998,1998,2003,2002,595,620,666,653,39,48,56,56,8,37,19,21,6913.7,535295,545573,15840021,65077623,69208916,20127,72886,71914
Vehicle,662,210,24100,8040,2006,2007,2007,2006,525,979,780,789,40,69,105,105,12,15,19,19,1656.9,128236,130698,8141463,35895121,41570209,12298,46746,50309
Ro-Ro,435,47,9409,4469,2001,2001,2003,2001,606,927,810,844,39,68,67,77,11,30,71,78,1705.9,132085,134621,5017396,11079939,11245420,11534,27174,29485
Liquefied gas tanker,426,145,13059,12521,2004,2006,2008,2007,669,1423,1344,1342,70,137,284,294,29,70,71,74,2109.5,152122,155043,5199469,23761309,22260992,12205,80747,115096
Service - tug,172,93,149,131,1992,1997,1996,1994,451,835,950,938,67,143,455,504,18,115,199,180,188.5,14186,14459,3338351,7894195,10569900,19409,50118,67667
Miscellaneous - fishing,118,42,39,45,1993,1993,1989,1990,387,1962,833,816,88,291,567,509,28,142,78,70,95.0,7146,7283,313499,695402,790601,2657,6253,7412
Ferry-pax only,103,32,355,71,1987,1992,1975,1973,1180,6851,7325,7195,77,991,2859,2942,30,163,752,781,232.1,17574,17912,2959803,7156481,9160189,28736,73346,96887
Service - other,68,41,1218,2775,2001,1997,2011,2013,583,1322,1167,1166,68,235,141,136,72,319,122,83,165.5,12602,12844,19366074,39734933,42816796,284795,633717,715557
Refrigerated bulk,27,23,305,329,1994,1995,1994,1994,1305,1879,1789,1782,92,190,421,401,61,176,239,238,209.4,15844,16148,976597,2133911,2403650,36170,77078,83221
