Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,8664,157,60102,13451,1994,1996,1997,1995,308,2227,543,553,16,341,271,324,10,81,70,97,24552.5,1877826,1913880,119584449,282118176,355913704,13802,29960,33112
General cargo,4480,787,3762,5497,1984,1993,1991,1990,247,360,378,376,26,36,118,116,19,42,55,56,1200.5,90806,92550,13279132,38449241,54809690,2964,10263,14295
Oil tanker,3272,279,14058,24665,1998,2006,2006,2007,179,388,429,431,27,53,121,118,16,41,45,44,3919.6,298724,304460,21100561,28321815,31860836,6449,17269,21531
Miscellaneous - fishing,2412,202,483,461,1992,1992,1995,1995,622,3539,1961,1926,76,473,1134,1137,49,219,592,584,3226.2,242231,246882,3239355,7185513,8169201,1343,3161,3747
Service - tug,2398,97,223,197,1994,1992,1988,1987,102,349,245,270,42,124,656,756,20,49,166,188,838.5,62955,64164,5043704,11926842,15969397,2103,5431,7333
Chemical tanker,2375,234,4086,6265,2002,2006,2006,2006,230,280,306,306,27,34,80,80,19,39,104,108,2033.9,155058,158035,6522277,20746088,25079058,2746,10181,12495
Cruise,1838,91,20806,2176,1996,1999,2001,1999,180,220,281,276,16,18,29,30,9,11,14,14,5280.9,408287,416126,10555274,46258571,52108521,5743,22164,23096
Ferry-pax only,1617,73,951,216,1991,1994,1993,1994,625,4067,1336,1446,33,325,1136,1425,18,205,181,183,1122.8,84300,85919,16259800,33695958,42521308,10056,23598,31116
Bulk carrier,1391,243,4770,7851,1993,2003,2002,2002,237,478,447,452,22,45,77,79,16,60,66,67,748.6,57266,58365,5935708,13440262,17041824,4267,14134,17430
Ro-Ro,1006,15,1080,936,1974,1987,1976,1977,166,654,221,224,15,221,35,48,9,56,29,40,980.7,74629,76062,1760042,9534773,5378829,1750,4208,5414
Container,746,176,3388,3954,2004,2003,2004,2004,257,198,211,213,25,53,46,48,26,40,35,35,896.2,68472,69786,4085189,12320023,13938364,5476,17735,20851
Liquefied gas tanker,572,54,1762,1955,1992,2004,2000,2000,254,358,356,358,30,48,210,216,22,53,81,80,840.4,63738,64962,1069056,3927145,3965480,1869,11365,15630
Service - other,254,22,102,85,1968,1996,1990,1988,176,1190,301,200,26,102,225,166,15,123,200,109,112.2,8430,8592,590781,1212153,1306168,2326,5176,5844
Other liquids tankers,83,2,20,56,1960,1965,1966,1969,239,533,601,802,27,81,157,182,8,28,142,164,77.5,5871,5983,28518,81428,175559,344,1190,1923
Vehicle,49,34,337,108,2006,2006,2007,2007,99,159,160,155,14,24,58,56,6,13,48,46,40.3,3110,3170,109392,482302,558555,2232,8486,9132
Refrigerated bulk,3,2,7,8,1990,1990,1989,1989,456,329,368,395,20,25,40,40,20,11,20,20,2.8,215,219,23387,51101,57560,7796,16612,17936
