int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,247,107,2004,2006,2007,2007,2745478055,3957391814,734,1256,1288,1341,571,43793
Oil tanker,904,494,2008,2008,2010,2010,225036369060,426627296821,1807,3128,3692,3763,22666,1750142
Bulk carrier,315,231,2007,2009,2009,2010,18152555545,31158125992,942,2103,2164,2211,1747,134948
Liquefied gas tanker,73,28,2006,2008,2008,2008,1739210677,1985357427,640,1351,1129,1113,319,24209
Offshore,17,15,1991,1991,1997,1997,160309219,281674399,170,860,1999,2280,67,5020
Container,190,32,2006,2007,2006,2006,3842540002,4885039594,893,1103,1044,1043,704,54179
Chemical tanker,395,225,2009,2009,2010,2010,16968871870,27613364370,1826,1879,1790,1780,3033,233437
Vehicle,16,16,2006,2006,2007,2007,347211391,115011581,420,443,443,439,23,1816
Cruise,1,1,1992,1992,1992,1992,2426281,271080,162,162,162,162,1,72
Service - tug,76,55,2007,2008,2012,2012,29063043,23369562,189,1093,791,831,120,9046
Ferry-RoPax,8,8,1995,1995,2003,2007,24020586,4400110,487,1672,974,1261,71,5356
Miscellaneous - fishing,13,8,1987,1987,1987,1986,14164331,11849662,899,1453,1711,1647,18,1357
Service - other,11,7,2003,2008,2002,2003,41579978,48450119,372,573,490,745,24,1817
Ro-Ro,16,8,1996,1995,1997,1997,20475709,19063293,532,761,542,551,40,2998
