int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Matanzas,49,42,2009,2009,2009,2009,1988236051,3242239176,1373,2048,2305,2347,253,19467
Puerto Cabello,293,199,2008,2009,2009,2009,7042840469,10438136106,852,1153,1156,1250,1031,79195
Palua,50,35,2005,2004,2005,2005,2467515186,4217361958,1436,2134,2520,2545,255,19686
Petrozuata,458,323,2008,2009,2010,2010,189188625475,360925878674,2204,3781,4876,4940,16397,1266346
Amuay (Bahia De Amuay),218,168,2007,2007,2008,2008,16951229178,30820691524,1177,1708,1789,1811,3162,243957
Puerto Miranda,35,30,2008,2008,2007,2007,2757904259,4947175248,706,1535,1668,1702,268,20707
Boca Grande,15,15,2013,2013,2012,2012,5513772731,10247784158,10931,8206,9635,9704,468,36249
Jose Terminal,160,103,2010,2010,2011,2011,8330191967,12821961609,1969,2396,2317,2325,1269,97852
Puerto La Cruz,182,133,2007,2008,2007,2007,13161785604,23450025001,1218,2050,1794,1798,1946,149863
El Guamache,22,11,1997,2002,2003,2003,45064957,61125038,368,587,354,372,17,1288
Bajo Grande,45,36,2007,2006,2007,2007,1333228448,2343285107,260,674,725,722,220,16954
Punta Cardon,145,110,2006,2007,2008,2008,5920296459,10399023114,637,1389,1263,1279,1744,134235
Chichiriviche,7,7,1997,1997,2007,2007,74290732,113994076,475,687,845,873,13,964
Guanta,111,39,2009,2004,2008,2008,803649704,1051326507,353,1046,940,910,196,14706
Lagunillas,6,5,1999,1999,2002,2007,17425776,12247476,176,175,203,174,4,313
El Palito,90,70,2008,2009,2010,2010,3635602923,6060024000,1510,1482,1283,1264,672,51852
El Tabiazo,11,5,2005,2006,2004,2004,215094234,251592033,670,1099,1069,1089,35,2664
La Salina,8,8,1993,1993,2007,2008,6948614,8446640,139,202,239,278,6,439
Maracaibo,60,35,2003,2004,2005,2005,884026384,1367651518,1311,1309,1636,1742,162,12449
Puerto De Hierro,8,8,2008,2008,2016,2016,1658854943,3141753031,197,1518,5318,5611,100,7763
Puerto Ordaz,23,18,2009,2008,2007,2007,646077084,1160051259,464,831,650,644,72,5582
La Guaira,140,43,2007,2007,2007,2007,2487438651,3203704826,721,1161,1006,1015,468,35984
Pertigalete,20,6,1988,1993,1992,1992,131699282,218086359,924,923,853,850,24,1813
Guayana City,21,18,2003,2005,2003,2005,1918130641,2873089233,3555,2911,3202,3110,182,14089
Punta Guaranao,30,23,2004,2005,2007,2007,200566398,296070919,588,1029,722,769,83,6293
Catia La Mar,10,10,2007,2007,2009,2009,337719682,553259758,1313,1245,1285,1278,70,5401
Punta De Palmas,6,6,2007,2007,2009,2009,345509508,631802277,817,1441,2220,2440,43,3284
Sucre,13,13,1996,1996,2007,2008,161267750,223883939,899,1102,1357,1307,33,2559
Puerto Cumarebo,8,8,2003,2003,2011,2011,469003088,874754048,276,973,781,784,59,4542
Puerto Carenero,2,2,1992,1992,1991,1988,5327084,4355770,4275,4275,2942,2490,6,464
Cumana,1,1,1983,1983,1983,1983,62009,52928,313,313,313,313,1,66
Guiria,14,9,1996,1997,2001,2001,407120423,746387231,585,1158,696,698,96,7371
Carupano,4,4,2006,2006,2010,2010,1873165,1648570,462,422,545,579,7,559
Chiquinquira,6,4,1976,1981,1979,1983,479718,601480,91,194,94,73,29,2205
Punta De Piedras,3,3,1998,1998,2013,2016,393141,558288,5,18,20,32,2,181
Independencia,3,3,2006,2006,1999,1999,13786184,19161829,268,395,531,520,3,198
Cabimas,2,2,2014,2014,2014,2014,2715,1318,5,5,5,5,0,7
Isla De Margarita,1,1,1995,1995,1995,1995,870875,1247077,346,346,346,346,0,18
San Lorenzo,2,2,2002,2002,2010,2009,364255,226723,76,76,103,100,8,624
