int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,247,107,2004,2006,2008,2008,2846474266,3998340404,683,1388,1335,1354,642,49091
Oil tanker,903,494,2008,2008,2010,2010,194257825593,367877022764,1713,2688,3189,3246,24240,1874405
Bulk carrier,315,231,2007,2009,2009,2009,19761224438,33365390247,1611,2375,2355,2368,2301,177653
Liquefied gas tanker,73,28,2006,2008,2006,2006,1631272565,1905902269,798,1018,1059,1069,651,49993
Offshore,17,15,1991,1991,1999,1998,219661364,353497275,753,1836,2739,2862,92,6917
Container,190,32,2006,2007,2005,2004,2977280395,3821980948,611,928,809,816,662,50914
Chemical tanker,395,225,2009,2009,2010,2010,14238371097,23079040002,1096,1568,1502,1488,3258,251288
Cruise,1,1,1992,1992,1992,1992,4728900,528344,316,316,316,316,3,197
Vehicle,16,16,2006,2006,2009,2009,719852005,207909801,137,817,918,794,48,3715
Service - tug,76,55,2007,2008,2007,2008,31918920,22529756,107,785,869,801,145,10902
Ferry-RoPax,8,8,1995,1995,2001,2003,4871313,679552,146,207,198,195,45,3392
Miscellaneous - fishing,13,8,1987,1987,1981,1982,47564014,44328743,638,2476,5744,6161,62,4677
Service - other,11,7,2003,2008,2006,2006,109745855,136626352,164,2159,1294,2101,56,4324
Ro-Ro,16,8,1996,1995,1993,1993,17056706,17986448,366,742,452,520,143,10763
