Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
El Bosque,1895,457,146516,154432,2006,2006,2007,2008,1097,1691,1775,1988,84,148,204,219,12,33,16,17,20285.1,1568785,1598905,120528080,353714317,394356101,63603,202080,232501
Buenaventura,1207,560,96341,108274,2009,2010,2010,2011,1016,2083,1512,1510,69,177,258,269,21,64,41,52,9748.6,754256,768737,57330378,168156229,198715853,47498,169821,200818
Mamonal,630,380,28860,31231,2007,2007,2008,2008,1373,1839,1865,1681,134,197,256,286,37,90,43,57,3785.7,289444,295002,18390093,56925539,67493429,29191,110505,135984
Barranquilla,604,385,11865,18539,2008,2008,2010,2010,662,1344,1168,1211,76,147,238,248,42,77,87,91,1819.7,139994,142682,11578162,31754229,39734890,19169,71585,87749
Santa Marta,508,375,41010,63270,2006,2008,2009,2010,1554,2177,2471,2905,128,199,433,494,13,46,32,35,3765.0,290226,295799,23475535,62649093,73625615,46212,155917,182822
Cartagena,378,236,25767,29286,2004,2005,2007,2007,1124,1988,2189,2239,122,229,251,267,24,123,36,42,3127.6,241495,246132,21216499,58179465,66784576,56128,175353,206216
Puerto Bolivar,328,241,73422,140060,2004,2008,2010,2010,3854,3658,4242,4308,306,332,501,505,50,66,77,78,4126.2,318912,325035,33060800,72473729,83563508,100795,318391,374779
Carbonera Muelle,315,209,87298,166823,2010,2010,2010,2010,3866,4028,4344,4412,318,395,635,639,45,55,68,68,4749.9,367696,374756,37229809,79120314,91211435,118190,364572,426905
Turbo,273,65,5541,6681,2002,2002,2003,2003,951,1139,1042,1054,56,91,137,142,37,39,41,41,1406.7,107982,110055,9432422,26595379,29392022,34551,96993,109941
Covenas,255,151,33717,64040,2009,2009,2010,2010,1240,1963,1960,1984,150,227,469,474,35,42,44,45,2412.9,186214,189789,25385363,47284386,53798082,99550,253384,313186
Leticia,141,6,62,42,2009,2002,2004,2006,275,471,408,612,13,45,67,109,9,31,26,35,31.6,2398,2444,124746,307102,419582,885,2614,3555
Pozos Colorados,90,74,4617,7764,2011,2011,2011,2011,1680,1737,1714,1712,142,151,166,166,89,102,109,108,745.9,57616,58722,2032520,11270933,12957502,22584,150092,183095
San Andres,86,11,139,179,1988,1981,1990,1990,1008,561,722,697,100,104,112,112,10,63,19,20,42.2,3171,3232,559695,1600045,2297579,6508,21167,30413
Tumaco,21,20,1026,1764,2007,2007,2008,2008,1073,1617,1810,1816,129,146,225,225,44,61,54,54,143.4,11083,11296,1486546,2654927,3479134,70788,174038,215897
Bahia Solano,13,4,12,9,1982,1983,1985,1982,266,404,602,508,66,59,103,121,13,14,206,297,10.5,788,804,61359,143472,175698,4720,11674,14552
Puerto Colombia,13,11,79,110,1990,1993,2007,2007,400,590,846,858,65,103,163,169,6,7,7,7,13.5,1034,1054,94677,260888,339105,7283,26789,34087
Tolu,9,9,218,349,2013,2013,2014,2014,849,1083,1073,1093,116,223,246,249,124,139,138,138,29.5,2266,2310,120374,333935,479699,13375,61439,78486
Acandi,7,5,321,404,2003,2002,2005,2005,1608,1828,1925,1971,109,129,210,213,6,13,6,6,54.6,4207,4288,386176,1298391,1415365,55168,185394,214667
Providencia,7,5,8,1,1984,1984,2003,1985,241,249,266,257,38,39,32,41,26,62,14,53,2.9,220,225,6933,19524,28461,990,2772,3644
Puerto Limon,4,4,56,79,2006,2006,2008,2008,760,810,830,839,50,101,150,163,14,14,12,13,12.2,931,949,89600,222367,277884,22400,66813,80410
Riohacha,2,2,1,1,1966,1966,1967,1967,415,415,411,414,108,108,113,110,0,0,0,0,0.2,13,14,2584,7413,10654,1292,4212,6057
