Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2802,440,182834,210763,2007,2008,2008,2008,1060,1456,1421,1417,69,103,165,167,23,30,24,24,23843.8,1844997,1880421,150147473,431846704,484740990,53586,171039,199104
Bulk carrier,1286,886,219461,411501,2010,2011,2010,2010,2071,3169,3844,3950,236,324,597,604,64,92,106,106,14612.3,1130534,1152240,100693398,221296722,261776613,78300,257985,305080
General cargo,625,263,8188,11359,2000,2004,2005,2007,850,1682,1473,1408,97,185,278,271,42,71,66,68,1567.9,120207,122515,7713402,25039725,35919273,12341,59196,78991
Chemical tanker,479,274,15664,25863,2010,2010,2011,2011,1595,1802,1724,1727,136,191,241,242,39,55,56,57,2810.5,216062,220210,10214572,46963869,54759960,21325,112804,136500
Oil tanker,416,245,62197,117637,2008,2008,2011,2011,1047,2309,2678,2736,124,249,751,760,42,65,63,63,5894.9,454670,463400,45655458,84321023,95566552,109749,282125,348853
Vehicle,321,152,26254,8661,2006,2008,2007,2007,1131,1367,1480,1488,82,102,217,219,13,20,20,20,1650.7,127731,130183,8770501,38668507,44782073,27322,103853,111768
Cruise,234,66,11921,1173,2000,2000,2002,2001,540,847,687,690,42,70,64,67,10,26,13,13,2783.7,215449,219586,5549997,23567236,25171577,23718,88959,88659
Liquefied gas tanker,196,38,4412,4443,2006,2007,2008,2007,1600,1894,1904,1845,123,172,270,264,32,55,114,101,850.8,62982,64191,2393994,8895014,8946290,12214,74673,102918
Refrigerated bulk,186,50,1733,1888,1996,1996,1997,1997,493,1274,807,820,33,98,119,120,36,52,46,46,904.6,68886,70208,5600450,12237256,13784118,30110,64164,69278
Ferry-pax only,134,3,30,5,2010,1994,1996,1982,279,504,386,583,16,59,46,74,11,46,42,54,20.0,1502,1531,217209,525444,672589,1621,4138,5467
Service - tug,44,33,55,49,2000,1998,2007,2008,634,1392,2554,2686,168,506,1196,1195,77,298,1405,1491,76.8,5768,5879,1243673,2940912,3937722,28265,72986,98544
Miscellaneous - fishing,24,9,83,97,1979,1981,1982,1981,641,2397,3095,3066,78,313,1156,1187,67,177,99,100,69.2,5198,5298,685109,1519703,1727748,28546,67182,79640
Service - other,17,14,308,387,1997,1998,1993,1997,1122,1677,1927,2095,241,444,471,485,95,314,235,269,66.8,5095,5193,2698382,5536488,5965901,158728,353197,398810
Ro-Ro,3,2,9,8,1981,1982,1984,1982,773,737,755,733,96,106,115,106,173,495,359,595,20.5,1542,1572,28776,221849,104689,9592,23408,33369
Ferry-RoPax,3,2,12,1,1996,1990,2006,2005,453,421,510,498,85,88,66,68,15,15,16,16,4.1,311,317,8766,20923,26214,2922,6317,6689
