Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2807,442,212976,244457,2007,2008,2008,2008,1033,1571,1658,1646,75,116,192,193,14,22,19,19,26980.0,2086857,2126925,173059451,496127940,557432937,61653,196681,228992
Bulk carrier,1302,890,216661,406141,2010,2011,2010,2010,1930,3101,3732,3831,236,302,549,555,60,87,75,74,13301.7,1028814,1048567,100057505,218377915,259031855,76849,250965,296685
General cargo,619,259,9323,13279,2000,2004,2007,2008,915,1615,1704,1675,107,171,357,359,44,75,78,81,1636.5,125575,127986,8534448,27958721,40263223,13787,67052,89996
Chemical tanker,487,281,14278,23578,2010,2010,2010,2010,1487,1540,1537,1541,131,142,216,217,31,57,56,57,2621.8,201980,205858,8801357,41832930,48752769,18073,99044,120082
Oil tanker,421,247,44538,83792,2008,2008,2009,2009,1113,1789,1892,1922,144,212,447,454,36,89,46,46,3951.2,304734,310585,36538003,68511431,78548805,86789,220495,272535
Vehicle,317,151,37571,12643,2006,2008,2008,2008,1392,2398,2145,2201,96,157,273,280,8,10,10,10,2421.3,187475,191074,12802938,56447231,65371647,40388,153514,165215
Cruise,232,65,13875,1352,2000,2000,2001,2001,835,760,802,799,63,56,64,64,8,16,8,9,2959.4,229104,233503,6555895,27083254,28534249,28258,103413,102006
Liquefied gas tanker,194,38,4081,4188,2006,2007,2008,2008,1642,1825,1769,1749,144,166,185,183,32,62,44,45,793.6,58728,59856,2453593,8553695,8799348,12647,75058,102221
Refrigerated bulk,186,50,3182,3462,1996,1995,1996,1996,966,2438,1490,1515,57,159,195,200,37,59,53,54,1449.4,110469,112590,10270897,22442410,25279264,55220,117673,127051
Ferry-pax only,133,2,18,1,2010,2005,2010,2010,274,376,275,278,13,42,15,17,9,22,10,10,17.9,1346,1371,108031,220016,277152,812,1889,2490
Service - tug,41,32,24,17,1999,1998,2005,2004,597,1428,1406,1266,155,623,1439,1305,112,433,460,466,61.0,4577,4665,446981,1056977,1415235,10902,28151,38008
Miscellaneous - fishing,26,11,93,119,1980,1981,1974,1974,387,3362,3294,3582,75,469,2431,2456,82,186,577,617,45.6,3427,3493,837830,1858468,2112890,32224,75838,89902
Service - other,16,12,239,301,1996,1996,1998,1999,689,3277,1655,1874,163,646,1083,916,130,294,325,258,66.7,5061,5158,2097610,4303835,4637643,131101,291721,329394
Ro-Ro,3,2,9,7,1981,1982,1984,1983,542,646,749,623,118,117,144,129,84,144,214,169,5.7,431,439,24459,188566,88982,8153,19896,28363
Ferry-RoPax,2,1,6,1,2007,2007,2007,2007,274,274,274,274,26,26,32,32,9,9,9,9,2.0,155,158,3353,8293,10175,1677,3579,3260
