Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,1359,679,82390,113041,2007,2009,2008,2008,1633,1782,1792,1844,137,173,175,190,22,61,40,47,10437.2,803677,819108,67563187,183889150,210804920,49715,161285,192345
Panama,764,424,13100,18678,2005,2007,2009,2009,373,495,403,420,42,83,80,90,24,101,44,48,1727.5,133073,135628,10454512,26459194,31423562,13684,43693,52737
Mexico,418,269,51684,59673,2008,2008,2009,2009,1867,1914,1916,1952,145,168,163,180,22,39,33,41,4769.0,369261,376351,28072571,80362114,94539842,67159,236063,278448
Peru,366,91,12367,14572,2009,2008,2011,2011,670,1191,1149,1168,56,105,89,93,11,41,23,24,1547.4,119658,121956,9224142,25997085,30056681,25203,83154,98194
Dominican Republic,320,165,8343,8846,2008,2009,2011,2011,611,690,671,688,46,72,67,74,12,37,20,26,1054.0,81475,83039,5890317,17852856,20683622,18407,63683,74435
Costa Rica,308,162,7191,4379,2005,2007,2007,2009,500,627,629,579,48,67,64,72,18,40,22,41,1222.5,94613,96429,4534298,16254801,17882943,14722,52331,57509
Ecuador,304,150,6761,7892,2008,2008,2008,2008,595,846,620,623,42,90,78,81,20,45,29,31,991.9,76605,78075,6297359,18256377,20507121,20715,65855,76639
Jamaica,277,103,4661,4644,2006,2005,2005,2006,490,579,536,530,40,100,51,56,11,64,17,23,814.8,62922,64130,3892619,12069389,13954923,14053,47895,56752
Brazil,266,128,48308,48427,2008,2009,2007,2008,4009,3517,3661,3595,232,273,242,247,16,62,22,27,5592.6,432574,440879,35830477,96831818,108496611,134701,398295,454638
Venezuela (Bolivarian Republic of),192,105,2836,4031,2005,2006,2006,2006,633,731,796,790,72,161,148,155,20,73,42,44,532.7,41006,41794,3002586,9458935,11139660,15638,58345,71372
Spain,173,111,32486,50325,2005,2007,2007,2008,4316,4193,4255,4239,293,357,350,367,19,49,38,43,3582.1,277284,282608,23304762,65080416,73841558,134710,443132,522582
Trinidad and Tobago,152,94,4294,6172,2009,2009,2010,2011,946,1009,1045,1027,77,140,134,134,26,51,39,43,556.0,42141,42950,3046500,9710346,11215265,20043,78218,97844
Guatemala,143,75,6458,7681,2007,2008,2008,2008,1026,1126,1112,1115,73,96,91,95,16,31,22,25,851.9,65953,67219,5344965,15544320,17286889,37377,119629,138457
Puerto Rico,136,48,2585,3251,2002,2004,2005,2005,840,848,872,887,55,151,68,71,20,41,65,81,517.1,39665,40427,3095519,8623331,9744846,22761,66998,77287
Gibraltar,125,93,36767,70196,2010,2010,2011,2011,4037,4118,4152,4154,328,359,386,387,56,69,66,66,2128.8,164796,167960,16618354,34724484,40093935,132947,409934,481955
Aruba,123,61,4163,2284,1998,2002,1997,2006,591,939,719,629,65,109,133,257,11,75,23,52,825.2,63706,64929,3351739,9817229,10453519,27250,81174,86023
Netherlands,92,80,24975,46439,2009,2009,2010,2011,4554,4529,4451,4458,371,387,400,404,50,64,72,74,1683.1,129882,132376,12559743,30016419,34373755,136519,431462,505473
Curaçao,85,45,748,572,2001,2002,2002,2003,465,515,509,537,42,102,66,96,25,41,25,43,218.2,16752,17073,1067926,2928137,3245794,12564,36366,40377
Honduras,74,47,1958,2384,2007,2009,2007,2007,926,1041,1028,1030,87,117,105,113,20,58,44,53,268.3,20747,21145,1591479,5690388,6449968,21506,84554,99642
Canada,66,62,8559,15175,2010,2011,2010,2010,3088,3469,3252,3211,272,328,344,343,74,95,92,91,748.3,57616,58723,5538883,12627200,15226944,83922,278197,339576
Cuba,65,32,1153,1337,2007,2005,2007,2007,985,964,1028,1022,149,202,181,197,14,59,29,35,254.2,19534,19909,1633144,5101227,5915709,25125,85001,101267
Martinique,57,16,1604,1696,2008,2007,2009,2008,935,987,956,960,57,87,75,83,11,24,16,16,298.3,23039,23481,1716470,5516346,6065039,30114,96244,110657
China,57,48,19492,35385,2011,2011,2012,2012,9080,8154,7479,7841,743,752,881,889,67,137,82,82,1300.6,100646,102578,9525625,22643672,28138457,167116,604568,737484
Belgium,55,25,11364,13578,2008,2010,2011,2010,4671,4800,4760,4785,294,325,306,318,12,23,20,22,1496.0,115545,117764,8811829,27966332,31268474,160215,560016,657752
France,52,29,21284,27461,2013,2011,2014,2014,4457,4395,4487,4499,278,337,300,318,27,53,35,40,1542.5,119264,121554,10639424,29141624,33975956,204604,714570,840830
Nicaragua,46,24,936,1176,2005,2005,2008,2009,827,758,848,849,64,94,84,91,28,112,49,58,172.0,13224,13478,799417,2772189,3238542,17379,69475,84500
Haiti,46,23,465,626,2003,2002,2005,2006,891,769,848,842,98,122,106,106,16,76,40,41,99.4,7631,7777,686114,2134303,2498064,14916,51500,62071
Virgin Islands (U.S.),42,13,374,551,2013,2010,2011,2010,879,911,940,944,88,115,138,127,32,43,46,47,97.8,7470,7613,273561,925677,1078486,6513,31457,39722
Chile,39,30,4008,6235,2008,2009,2009,2009,2430,2774,3163,3444,158,246,392,451,38,56,42,43,495.2,38027,38757,2927378,7956205,9258003,75061,259822,319027
