Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
El Bosque,565,135,5123,5741,2006,2006,2012,2012,131,349,420,426,16,107,77,76,14,62,21,21,686.4,52839,53853,4039797,11796533,13697703,7150,23889,28386
Santa Marta,470,161,7085,12468,2006,2006,2006,2006,131,386,722,1050,13,101,22,20,10,43,1951,2137,682.8,52568,53577,4406331,10823535,12450428,9375,28056,32654
Barranquilla,450,204,1269,1897,2005,2007,2009,2009,112,300,204,207,16,61,99,99,23,97,71,77,372.8,28482,29029,1673438,4960830,5963485,3719,13049,15881
Mamonal,289,109,794,998,2005,2004,2007,2007,148,333,239,271,53,151,120,138,25,84,53,59,298.6,22710,23146,887067,2676338,3293159,3069,10902,13637
Cartagena,218,81,1049,1251,1999,2003,2009,2009,308,482,432,435,45,209,122,98,33,69,32,34,194.7,14879,15165,1248052,3412436,4259435,5725,18054,22726
Turbo,177,44,1461,1813,2005,2005,2005,2005,253,306,334,340,26,41,65,66,25,34,37,37,306.1,23610,24064,1588474,5759087,6335817,8974,33225,39203
San Andres,168,12,132,172,1982,1982,1991,1991,426,411,471,472,46,72,54,53,54,55,70,70,74.9,5626,5734,567967,1550682,2116947,3381,10583,14414
Buenaventura,134,49,5623,6049,2011,2009,2015,2015,695,748,702,704,84,111,89,91,19,63,21,22,483.5,37372,38089,3198899,9640331,11269635,23872,86370,102153
Puerto Bolivar,84,35,395,601,2000,2001,2005,2005,200,418,281,289,17,69,138,148,12,67,68,74,87.1,6678,6806,458057,1473046,1810244,5453,20946,26150
Carbonera Muelle,80,72,644,1190,2010,2011,2009,2009,87,164,138,136,70,115,159,160,46,54,47,47,85.9,6643,6770,328729,711623,854775,4109,13401,15879
Tolu,55,30,181,301,2006,2009,2010,2010,201,278,250,247,21,63,94,88,98,141,151,152,44.9,3444,3511,153194,359179,481791,2785,9898,12333
Pozos Colorados,48,25,270,445,2010,2010,2007,2007,182,767,259,256,43,518,148,93,52,69,66,67,151.4,11660,11884,236929,790825,957722,4936,19943,25050
Covenas,45,22,349,643,2006,2007,2008,2008,258,316,330,331,76,198,164,159,43,79,60,59,73.8,5676,5785,448695,923484,1110815,9971,24705,31442
Providencia,40,6,5,5,1967,1972,1967,1962,413,249,284,275,71,66,108,97,53,74,64,68,6.7,502,512,30814,79267,110306,770,2191,3096
Puerto Colombia,22,22,88,127,2001,2001,2009,2009,203,239,234,249,22,68,42,43,13,44,58,59,18.0,1381,1407,100476,255826,313846,4567,14660,17561
Tumaco,20,8,28,41,2007,2002,2000,1999,774,939,754,740,539,382,461,413,22,58,88,93,20.1,1513,1542,164935,414164,568720,8247,24901,33754
Acandi,10,9,40,47,2005,2004,2007,2006,201,377,244,237,34,63,69,50,12,22,17,18,10.0,766,781,49456,169362,190240,4946,17919,21374
Riohacha,9,6,47,51,1982,1986,1977,1977,516,807,713,810,89,252,203,230,4,11,16,13,9.1,689,702,230557,517875,588543,25617,62783,73973
Manaure,6,3,0,0,1979,1982,1988,1988,115,118,132,128,24,25,40,39,21,15,15,14,0.7,54,55,8419,20008,26844,1403,3645,4931
Puerto Limon,5,4,10,13,2005,2002,2009,2009,127,274,439,477,24,74,200,206,17,27,49,50,2.8,214,218,6520,21466,30243,1304,6820,9197
Bahia Solano,1,1,13,20,1990,1990,1990,1990,6287,6287,6287,6287,1565,1565,1565,1565,326,326,326,326,0.9,65,67,62920,180505,259400,62920,205090,294972
Rio Cordoba,1,1,8,10,2004,2004,2004,2004,286,286,286,286,52,52,52,52,14,14,14,14,1.3,97,99,8237,29677,32217,8237,29752,34730
