int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Zelenika,7,6,2001,2000,2005,2005,184330482,24185251,373,463,443,484,44,3377
Ulcinj,27,20,1992,1993,2008,2011,399487739,564647959,725,1369,1970,2629,51,3926
Bar,194,58,1983,2000,2004,2008,928654180,950919563,172,804,505,776,159,12147
Kotor,100,26,2005,2007,2005,2005,1969671431,204191405,226,226,319,330,416,32184
Bijela,6,5,1996,1996,2001,1998,115259517,14904016,415,820,369,412,31,2411
Tivat,12,8,2000,1996,2003,2003,193676203,20667026,209,260,348,348,47,3618
Budva,3,2,1994,1986,2008,2009,6527281,5790857,182,225,266,268,3,223
Petrovac,11,1,2007,2007,2007,2007,372491,276550,68,68,91,91,1,58
Igalo,2,2,1996,1996,1973,1973,4618205,4734845,471,471,784,837,1,113
Hercegnovi,3,3,2006,2006,2009,2003,69071105,26263188,790,711,805,890,17,1300
