int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,89,11,1972,2000,2013,2014,738341795,1338195969,165,1641,2054,2266,68,5241
General cargo,45,38,1995,1994,2002,2002,195041776,268128722,585,820,943,924,43,3317
Service - other,8,6,2008,2008,2013,2014,21495477,11264852,593,1192,964,869,12,889
Ferry-RoPax,41,3,1979,1985,1987,1988,113917477,20201628,114,847,273,337,42,3197
Cruise,124,31,2002,2004,2003,2004,2614985389,255181899,206,267,326,312,629,48717
Container,14,7,1998,2000,2001,2000,50411538,61931581,255,300,234,219,12,902
Chemical tanker,5,5,2014,2014,2014,2014,56496602,87889283,401,809,1174,1189,10,748
Refrigerated bulk,2,2,1993,1993,1993,1993,10120448,10094467,654,654,654,653,5,398
Offshore,5,3,2003,2001,2001,2000,48691293,42518343,736,3422,1559,1542,29,2211
Vehicle,6,4,2002,2001,2002,2002,136791959,45834134,517,557,525,527,7,567
Miscellaneous - fishing,16,2,2007,2006,2007,2007,864226,596685,89,788,151,142,3,222
Ferry-pax only,8,2,2011,1990,1986,1982,569351,110612,67,357,143,165,1,56
Oil tanker,1,1,1989,1989,1989,1989,962141,1519344,471,471,471,471,1,70
Service - tug,1,1,1982,1982,1982,1982,286264,284907,678,678,678,678,0,27
