int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ulcinj,28,21,1992,1992,1999,2004,172840058,192362789,571,985,841,884,41,3098
Bar,192,57,1983,2000,2008,2012,1215831876,1646956294,167,919,663,1348,177,13616
Kotor,100,26,2005,2007,2003,2004,2030515280,193119683,206,237,329,312,495,38360
Zelenika,8,7,1997,1996,2004,2004,154486076,17180965,284,294,370,334,34,2630
Bijela,6,5,1996,1996,2002,1999,102327434,13091122,435,431,328,362,26,1982
Budva,3,2,1994,1986,2008,2009,15497831,13671617,661,646,632,632,9,690
Tivat,12,8,2000,1996,2003,2004,225958347,35420634,295,791,406,597,62,4771
Petrovac,11,1,2007,2007,2007,2007,521025,386826,96,96,128,128,1,81
Igalo,2,2,1996,1996,1973,1973,15556675,16052610,1478,1478,2640,2837,4,335
Hercegnovi,3,3,2006,2006,2010,2004,55441134,15509887,465,500,646,525,13,1002
