int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Koper,1552,620,2003,2005,2008,2009,53262085678,58127455661,732,1495,1354,1553,5748,443776
Izola,5,5,2009,2009,2012,2011,813915313,860135521,1172,2795,2993,2181,59,4525
Piran,39,19,1996,2001,2007,2008,268158091,340254221,216,777,491,965,59,4484
Vremski Britof,1,1,2011,2011,2011,2011,20877958,40389839,226,226,226,226,14,1049
Lukovica Pri Domzalah,1,1,2003,2003,2003,2003,205705364,64697206,3709,3709,3709,3709,13,988
Mala Nedelja,1,1,1984,1984,1984,1984,24463300,12141683,3912,3912,3912,3912,6,421
Zgornji Leskovec,1,1,2012,2012,2012,2012,178092,105489,427,427,427,427,1,113
Zagorje Ob Savi,1,1,1986,1986,1986,1986,9275,3819,50,50,50,50,1,81
Lucija,1,1,2002,2002,2002,2002,23805,35636,71,71,71,71,0,4
Vransko,1,1,1971,1971,1971,1971,600832,398253,192,192,192,192,0,14
