int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Miscellaneous - fishing,131,81,2003,2002,2001,2000,1404358387,1064029751,6226,9953,7081,7390,540,40543
Container,47,11,2007,2008,2005,2005,757264448,1015036136,838,1352,1079,1126,169,12981
Service - other,5,5,1994,1994,1991,1992,62411698,39542238,3509,5960,5909,7269,35,2643
Refrigerated bulk,91,50,1992,1992,1992,1992,1742578700,2048214942,4087,4368,4202,4167,1344,101833
General cargo,27,6,2009,2011,2011,2010,679298496,791591250,1814,2958,2397,2410,115,8819
Bulk carrier,1,1,2007,2007,2007,2007,57729201,94512151,2903,2903,2903,2903,7,513
Cruise,1,1,1990,1990,1990,1990,7106338,1290339,1052,1052,1052,1052,2,161
Oil tanker,5,5,1998,1998,1997,1996,290648361,472869418,14295,12830,15870,16017,93,7064
Service - tug,7,5,1978,1984,1981,1990,7231372,4700237,2154,2031,2133,2231,14,1047
Chemical tanker,23,9,2010,2010,2010,2010,985409063,1582466404,2596,3435,3510,3514,147,11367
Ro-Ro,1,1,1994,1994,1994,1994,220473,234187,352,352,352,352,3,210
