int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Arno,1,1,2008,2008,2008,2008,48182336,4902393,28493,28493,28493,28493,22,1669
Majuro,312,162,2001,2000,2001,2001,5491289920,6532673051,3484,6892,3026,2910,2309,175071
Kwajalein,21,13,1997,1996,2009,2010,287812788,334832513,2464,2960,2722,2602,96,7235
Mili Island,3,3,1984,1984,1983,1981,31521958,23977791,5077,5533,3202,5891,5,394
Namu,1,1,2010,2010,2010,2010,1813919,1890848,1350,1350,1350,1350,1,85
Enyu Airfield,1,1,1998,1998,1998,1998,133635615,216210457,24932,24932,24932,24932,36,2728
