Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-pax only,138,3,3,3,2004,2000,2004,1992,84,85,111,105,7,8,13,10,15,14,49,173,10.7,801,817,206572,420703,529955,1497,3481,4589
Bulk carrier,75,67,10774,20211,2011,2011,2010,2010,2579,2891,3020,3040,247,294,367,368,0,11,6,6,686.6,53171,54192,4575458,11168808,13157234,61006,220955,266088
General cargo,64,16,372,535,2007,2006,2009,2009,271,1424,853,868,31,175,317,319,28,26,33,32,80.5,6174,6293,406263,1295574,1838981,6348,29862,39111
Oil tanker,45,41,23630,45359,2010,2010,2009,2009,2987,4231,4958,4999,265,423,901,913,0,2,1,1,1389.7,107617,109684,12932336,22645342,24566989,287385,763584,950949
Chemical tanker,25,23,872,1431,2009,2009,2010,2010,1802,1711,1590,1579,227,208,227,226,0,18,16,15,159.9,12333,12570,545276,2564328,2991654,21811,118185,143338
Container,25,5,203,282,2002,2001,1999,1999,314,638,588,586,36,80,75,74,62,62,86,86,62.6,4782,4873,266619,1021195,1164958,10665,44028,53630
Service - other,6,4,19,8,1989,1996,1996,1995,1238,1764,1001,1050,159,254,287,297,4,8,5,5,10.5,787,802,54067,110934,119538,9011,20051,22641
Ro-Ro,5,2,1,1,2008,2006,2008,2005,406,478,495,505,99,108,131,121,17,144,1712,1362,49.5,3715,3786,4960,38243,18046,992,2421,3451
Liquefied gas tanker,3,3,635,557,2016,2016,2015,2015,2824,2746,2814,2802,218,247,219,224,0,0,0,0,56.2,3468,3534,165629,1000373,871826,55210,437671,657490
Miscellaneous - fishing,3,3,5,3,2013,2013,2012,2013,4013,3528,3506,3531,385,380,397,403,13,12,12,12,3.2,240,245,19920,44187,50236,6640,15627,18525
Service - tug,2,2,1,2,1980,1980,1978,1977,971,971,1031,1185,582,582,596,604,28,28,13,6,1.5,116,118,43104,101928,136476,21552,55651,75139
