Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-pax only,137,3,3,5,2004,2000,2002,1991,86,86,119,184,11,10,13,8,23,17,631,2278,22.0,1654,1686,386459,787061,991453,2821,6560,8648
Bulk carrier,77,70,14119,26750,2011,2011,2011,2011,2660,3211,3682,3727,264,319,429,430,63,103,112,113,859.2,66533,67811,5701613,14224838,16590307,74047,265955,321626
General cargo,64,16,393,546,2007,2006,2008,2009,620,1048,897,886,72,210,161,156,54,139,101,73,93.6,7180,7317,599432,1828230,2565707,9366,40089,51991
Oil tanker,44,40,19104,36557,2009,2009,2011,2011,2715,3569,4153,4178,234,323,583,586,56,80,69,69,1250.9,96758,98616,10497632,18481257,20047318,238583,637906,792932
Chemical tanker,26,25,1453,2424,2009,2009,2010,2010,2637,2349,2378,2391,228,235,322,325,54,65,65,65,213.0,16453,16769,724852,3940350,4575105,27879,176162,214685
Container,25,5,873,1209,2002,2001,2000,2000,2648,2278,2527,2519,179,167,217,217,68,69,80,80,192.2,14763,15046,1142774,4380945,4997778,45711,188901,230125
Ro-Ro,6,2,1,1,2010,2006,2012,2010,340,409,425,403,70,70,106,99,27,36,84,81,9.8,733,747,4610,35545,16773,768,1875,2673
Service - other,6,4,16,7,1989,1996,1985,1984,1726,1855,866,970,240,228,381,394,18,66,159,164,10.9,821,837,49946,102478,110426,8324,18523,20915
Liquefied gas tanker,3,3,1293,1120,2016,2016,2015,2015,5679,5188,5728,5631,425,364,418,411,7,13,16,16,120.3,7360,7502,313027,1993586,1715316,104342,853949,1294034
Miscellaneous - fishing,3,3,26,14,2013,2013,2007,2007,8507,20016,18679,17935,1129,2553,5361,5234,95,83,100,101,12.7,957,975,101167,224409,255130,33722,79364,94082
Service - tug,2,2,1,2,1980,1980,1978,1977,1200,1200,1276,1468,244,244,261,270,768,768,1098,1260,2.0,152,155,53405,126287,169092,26703,68951,93095
