int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,123,85,2004,2005,2007,2007,7723000878,13480000190,1516,1761,1922,1932,1164,89762
Container,565,165,2006,2005,2010,2010,47125773861,53950699870,763,1354,1451,1432,4827,373456
Bulk carrier,273,213,2006,2006,2008,2008,12056927823,20645898657,1260,1582,1656,1653,1222,94511
General cargo,219,105,1996,1999,2008,2008,4854076498,6270085724,1283,1680,1964,1930,767,58731
Chemical tanker,145,88,2006,2007,2009,2009,4196216986,6760098468,865,1468,1534,1544,938,72176
Vehicle,81,65,2009,2009,2009,2009,15165143535,5317252161,2287,3116,3070,3151,947,73371
Liquefied gas tanker,17,12,2011,2011,2009,2009,544952904,614974489,912,1518,1792,1780,99,7627
Ferry-pax only,3,2,1993,2000,2017,2014,1779168,148917,153,773,1107,760,1,70
Service - tug,79,14,2009,2006,2006,2006,32034989,25036896,179,1125,316,314,51,3821
Miscellaneous - fishing,7,6,1986,1983,1976,1978,97018217,66080177,11902,20077,22354,19850,115,8620
Ro-Ro,56,15,2011,2006,2013,2013,4162648194,3592669231,1662,1644,1639,1642,457,35364
Offshore,3,3,2003,2003,2012,2012,150878342,99885614,2584,2381,2477,2483,45,3411
Ferry-RoPax,1,1,2018,2018,2018,2018,2829433,1736702,2358,2358,2358,2358,1,95
Service - other,5,3,1988,1986,2007,2007,13895670,8629954,864,1080,752,762,26,1945
