int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Doraleh,353,244,2009,2008,2010,2010,27447446783,27022281316,1729,2007,2103,1959,2949,227950
Djibouti,1223,567,2004,2004,2008,2008,79986700151,102282654235,1266,1997,1823,1849,9318,720164
