Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Hamburg,1796,696,2307,2872,2002,2004,2009,2008,115,131,118,114,15,39,38,33,18,40,41,44,948.9,71799,73177,3619447,9559427,11320342,2015,6190,7686
Bremerhaven,1449,539,3988,3175,2002,2004,2008,2009,120,148,105,104,15,48,40,36,19,51,37,36,1014.2,76169,77631,3611594,11514250,12434557,2492,7752,9181
Altenwerder,1206,488,4410,5227,2006,2006,2011,2011,116,140,125,130,13,41,62,81,20,33,37,38,883.9,66916,68201,3348240,10172016,11233924,2776,9283,11230
Helgoland,1021,341,1041,1204,1989,1997,2005,2006,106,215,169,170,12,67,148,160,16,52,32,32,483.3,36319,37017,2338638,5398835,6186692,2291,6044,7237
Cuxhaven,971,197,600,529,1986,1989,2000,1997,125,279,547,551,20,132,675,799,40,108,107,85,550.3,40883,41667,3609891,7621456,8500601,3718,8614,10095
Rostock,526,213,359,346,1993,1995,2000,2005,143,281,186,204,23,77,84,76,27,70,102,130,215.6,16190,16501,851902,2176033,2841158,1620,4750,6073
Buetzfleth,466,179,334,460,1998,2002,2000,2000,74,124,169,175,10,41,162,162,21,33,41,43,263.7,19783,20162,2008118,4400597,4846212,4309,10415,12178
Brake,421,192,299,378,1994,2000,2004,2005,132,199,205,177,40,73,766,717,27,52,45,41,205.5,15441,15738,444174,1367272,1685465,1055,3920,5485
Mukran,324,111,427,421,1996,1997,2002,2005,227,341,398,431,58,131,128,151,22,62,88,103,229.2,16950,17275,2701376,5738011,6507338,8338,19257,22301
Mittelsburen,303,198,240,361,2000,2003,2007,2008,73,109,88,84,10,36,28,21,31,51,52,54,110.1,8321,8480,288886,780931,1034879,953,3424,4332
Buesum,269,68,54,39,1980,1983,1994,1999,227,366,333,279,32,104,420,199,59,128,85,81,134.7,10116,10310,290709,659254,819076,1081,2743,3557
Emden,265,118,751,299,1998,2001,2005,2004,167,522,207,217,25,235,152,179,24,71,92,80,235.9,17571,17908,933728,2440933,2908804,3524,9496,11287
Vierow,235,87,83,122,1998,1994,2001,2002,127,212,305,314,35,82,168,159,24,62,82,83,80.8,6065,6182,812251,1707946,1893689,3456,7913,9147
Brunsbuettel,231,126,202,274,1996,1999,2007,2007,88,105,111,97,14,32,71,54,31,47,50,48,153.8,11547,11768,309971,854754,1029145,1342,4302,5386
Wilhelmshaven,224,117,1343,1412,1998,1997,2012,2011,126,340,154,152,24,209,69,62,22,84,56,56,257.6,19345,19716,1083486,2962216,3198351,4837,14470,17135
Hamburg-Mitte,217,142,540,306,2002,2001,2009,2008,97,130,115,107,15,58,20,19,16,31,23,25,96.7,7314,7454,385434,1231805,1441006,1776,5766,6717
Hoernum,210,70,73,22,1982,1981,1998,1998,225,715,371,216,34,151,523,403,18,28,456,165,106.2,7975,8128,393784,821242,1000268,1875,4365,5563
Kiel,210,72,59,32,1983,1982,1990,1993,140,488,180,191,28,201,565,196,54,97,153,124,152.8,11476,11696,231139,524836,669585,1101,2924,3775
Gager,204,58,137,185,2000,1997,2004,2003,146,242,294,309,36,114,96,88,16,53,67,73,86.4,6442,6566,1337849,2766156,3022088,6558,14715,16804
Nordenham,199,71,136,199,1996,1999,2007,2007,131,275,209,199,56,133,281,253,12,46,201,210,128.4,9653,9838,931638,1916587,2142061,4682,11115,13127
Wedel,198,28,237,326,1995,1996,2000,1999,98,428,1217,1404,11,170,240,237,15,101,156,161,117.6,8711,8878,2279015,4762770,5084679,11510,25684,29139
Sassnitz,179,75,95,91,1992,1991,1994,1995,196,365,326,351,56,119,126,135,31,69,89,93,96.5,7245,7384,779809,1665177,1929689,4356,10116,12102
Ostermoor,167,118,148,232,2002,2004,2005,2005,61,90,68,66,10,45,23,17,31,46,39,40,108.0,8113,8268,187735,462383,572410,1124,3667,4682
Viewrow,160,51,29,43,1997,1995,1995,1995,87,185,227,247,50,118,226,229,18,44,64,65,51.0,3826,3900,301743,635090,709015,1886,4318,5022
Glueckstadt,158,17,99,106,1994,1987,1988,1987,60,620,1273,1582,15,145,1125,1177,2,13,5,4,49.1,3596,3665,753572,1552819,1687988,4769,10670,12141
Amrum,134,52,34,12,1980,1980,1996,1993,244,705,408,263,37,172,287,270,13,27,40,76,69.4,5212,5313,93582,212259,257544,698,1638,1987
Langeoog,130,54,172,217,1986,1998,2004,2008,219,272,115,104,64,86,72,23,20,50,80,62,100.2,7528,7672,346612,794213,955004,2666,7037,9000
Lubeck,123,36,76,60,1997,1995,2000,2000,65,145,75,84,8,25,15,21,22,27,23,21,43.1,3239,3301,136128,302898,370972,1107,2852,3449
Husum,123,49,97,46,1992,1992,2002,1997,173,1168,536,227,24,287,2188,786,35,177,137,109,142.0,10663,10867,362103,842539,1100628,2944,7544,9841
Wismar,119,82,53,57,1991,1992,1998,1996,189,255,214,223,31,93,100,94,28,56,79,93,45.3,3402,3467,226899,625054,867384,1907,5905,8172
Norderney,118,37,97,26,1991,1991,1999,1998,157,1112,903,436,42,672,3031,2379,27,35,109,121,204.9,15384,15679,770496,1716136,2249651,6530,15175,21145
Spiekeroog,108,78,149,126,2000,2002,2007,2007,109,193,132,111,24,102,262,101,18,46,127,94,89.6,6726,6856,264418,631096,769431,2448,6682,8275
Wyk Auf Fohr,106,20,108,19,1999,1985,2005,2002,216,760,711,695,24,179,58,90,39,133,842,771,106.2,7977,8131,163201,379329,469094,1540,3420,3691
