Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sweden,5759,751,30369,16471,1998,2002,2001,2003,136,455,203,317,10,61,42,70,2,39,19,27,6709.1,503684,513355,37540391,102693532,124478368,6519,17434,18570
Netherlands,4831,2204,48664,52246,2003,2004,2010,2010,288,347,302,316,27,64,51,61,23,50,40,42,7304.6,550191,560755,34040877,98689982,114589915,7046,23560,28556
United Kingdom of Great Britain and Northern Ireland,3305,1312,41704,40319,2004,2005,2009,2009,396,517,469,486,37,65,59,74,21,44,31,35,5890.5,443445,451960,29845793,82639551,98734492,9030,29354,35523
Denmark,2480,830,12046,11346,1994,1997,2010,2011,207,384,407,443,27,64,156,107,21,53,293,91,2572.2,193216,196926,11249901,32061549,37785966,4536,13978,16973
Finland,2458,361,36359,21918,2005,2005,2007,2007,634,838,692,772,48,84,54,74,11,41,16,24,8956.6,672440,685351,33552279,91297512,106911526,13650,37913,41821
Norway,2209,734,16361,18107,2001,2002,2007,2008,442,602,595,671,46,77,95,111,19,46,39,47,3181.8,239493,244091,16847565,48337105,61073134,7627,25864,32226
Belgium,2111,1064,30501,26168,2006,2006,2009,2009,355,390,367,378,32,49,38,39,23,39,36,36,3773.0,283125,288561,19796588,60830653,70972874,9378,31539,37034
Poland,1087,466,19644,19169,1999,2000,2013,2013,374,460,784,793,45,64,69,71,23,60,36,37,2085.7,156578,159584,10030816,34719568,37241363,9228,33081,40719
Russian Federation,1015,542,27286,37594,2005,2005,2009,2009,922,1042,1168,1221,92,115,121,131,23,40,32,34,4058.6,305444,311308,21961769,67842280,78856986,21637,77730,94781
France,692,428,12558,11725,2005,2005,2011,2012,523,641,520,496,55,75,47,49,22,44,38,43,1490.3,112394,114552,6976647,25660118,26797955,10082,36424,46321
Latvia,571,205,3990,4101,1993,2000,2002,2008,400,649,568,763,39,108,74,102,10,38,26,40,829.0,62213,63408,5330750,14585935,18158741,9336,26842,30548
Spain,396,319,12217,16569,2006,2007,2009,2010,1475,1477,1628,1685,125,158,166,181,27,71,71,76,1627.6,123922,126301,9282309,26150737,31686741,23440,83857,103451
Lithuania,339,184,2536,2706,2000,2000,2005,2005,482,536,670,700,52,57,67,71,29,39,26,28,509.9,38291,39027,3345172,10021524,12122518,9868,31979,38932
United States of America,314,212,74432,56692,2008,2009,2008,2009,3977,4359,4104,4328,268,342,309,369,36,48,47,54,5768.1,443116,451624,34107160,118991478,136976055,108622,388392,438295
