Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7721,1641,25972,35943,2000,2002,2005,2005,401,860,901,906,47,94,242,245,24,42,66,64,5972.0,451762,460436,49706723,149039215,213062117,6438,24743,34018
Container,5725,823,237952,260338,2008,2009,2010,2010,413,746,758,769,37,58,173,172,19,29,31,30,28704.1,2180826,2222698,161226638,481477953,528935869,28162,91974,107922
Ferry-RoPax,4218,46,28738,6627,1996,1997,2000,1999,128,1660,201,195,10,258,117,92,2,57,25,20,7000.4,525584,535675,41323305,102132682,125358019,9797,20917,19100
Ro-Ro,2194,102,33033,16729,2005,2004,2007,2006,559,575,600,591,33,43,63,62,10,22,21,21,7170.0,539330,549685,19021091,43901658,43113441,8670,20439,22307
Chemical tanker,2191,648,16765,26500,2005,2007,2008,2008,419,970,906,925,52,102,238,245,21,35,41,42,4471.2,337813,344299,18285007,66773305,80180201,8346,34762,42671
Vehicle,2130,446,102114,33965,2004,2007,2008,2007,403,1377,1209,1173,32,99,316,314,14,21,20,20,6965.6,530836,541028,34394040,151640838,175615546,16147,61376,66054
Bulk carrier,1388,744,75628,136026,2006,2010,2011,2011,803,2010,1885,1921,82,204,364,367,44,95,112,112,6207.3,473741,482837,36945674,90805799,110449281,26618,101888,123251
Miscellaneous - fishing,585,160,468,280,1988,1988,2003,2003,331,1086,1256,1009,48,166,884,724,53,137,188,154,457.7,34364,35023,1966635,4362375,4959579,3362,7912,9379
Cruise,583,93,19245,1881,1994,1995,2008,2006,507,473,498,495,37,46,44,46,9,13,10,10,4140.8,311863,317851,6200355,34000207,39699928,10635,51373,56288
Liquefied gas tanker,556,101,2905,3060,2004,2007,2007,2007,414,873,788,807,44,91,148,156,20,36,49,51,942.5,70462,71815,2242805,6634767,7265610,4034,22277,29412
Service - tug,509,165,150,113,1996,1997,1998,1996,336,457,549,575,74,205,344,341,34,143,249,258,357.2,26823,27338,2883821,6819369,9130766,5666,14630,19753
Oil tanker,497,199,17315,30581,2008,2007,2008,2008,530,930,969,988,67,124,209,212,26,46,50,49,2490.4,188079,191690,16322250,30557501,34223880,32842,85720,105439
Service - other,478,177,1168,1112,1992,1993,1999,1999,330,818,923,833,54,236,413,418,32,189,210,166,636.7,47960,48881,7759244,15920266,17155051,16233,36121,40785
Refrigerated bulk,97,35,406,442,1995,1995,1996,1996,359,688,530,534,27,52,96,99,20,42,43,43,230.0,17318,17651,1311393,2865457,3227668,13520,28810,31106
Ferry-pax only,93,18,17,4,1956,1965,1978,1966,158,1372,846,434,37,399,1332,1236,16,96,52,49,44.3,3323,3387,319603,650902,819935,3437,7992,10536
Other liquids tankers,10,2,40,61,1994,2002,2008,2007,523,607,575,584,100,113,125,126,35,48,66,67,25.2,1915,1951,31398,89650,193285,3140,10877,17577
