Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Helgoland,2012,955,4001,4610,1998,2004,2010,2010,89,130,102,98,10,26,36,22,29,53,46,46,1406.1,106256,108296,4011405,10505832,12218868,1994,6211,7529
Bremerhaven,1303,376,3198,2876,2001,2003,2009,2009,124,208,138,136,14,100,117,130,14,51,34,34,849.4,63954,65182,3112281,10004964,10677977,2389,7559,9196
Hamburg,1073,316,1195,1714,2000,2001,2007,2008,126,182,200,218,20,56,181,212,19,49,53,57,555.4,41756,42558,2442095,6153547,6951451,2276,6512,7957
Cuxhaven,1017,217,882,813,1987,1990,2004,2003,132,325,611,635,21,112,355,362,14,99,139,125,585.7,43128,43956,5303825,11094518,12238386,5215,11949,13777
Altenwerder,721,220,2477,2673,2005,2004,2010,2010,124,175,149,150,19,42,39,41,16,49,26,26,535.8,40256,41029,2679289,7755682,8279223,3716,11141,13337
Rostock,552,174,362,248,1993,1993,1995,2000,132,218,148,154,18,108,70,58,20,58,42,41,245.8,18462,18816,862130,2111710,2671173,1562,4172,5139
Spiekeroog,409,338,675,606,2005,2006,2010,2009,66,90,75,72,8,23,38,30,29,47,59,60,198.0,14797,15081,712697,1910436,2293002,1743,5344,6377
Brake,398,178,262,385,1993,1999,2006,2007,138,259,224,219,38,64,93,65,19,45,99,104,147.4,11083,11296,547740,1475754,1980373,1376,4503,6092
Mukran,320,112,280,313,1997,1997,2003,2004,201,310,280,318,41,122,118,129,25,87,64,76,178.6,13298,13553,2135281,4509936,5080845,6673,15408,17882
Wilhelmshaven,301,141,850,965,2000,1999,2001,2001,118,651,182,178,18,226,612,595,21,91,76,44,354.1,26625,27136,2750807,6233796,6859931,9139,22406,26026
Buesum,290,76,52,36,1981,1984,1989,1993,198,387,286,203,32,76,205,101,21,88,83,76,105.5,7920,8072,344929,770164,977092,1189,2992,3941
Emden,274,155,812,301,1998,2002,2005,2005,171,250,191,185,29,109,99,74,21,45,39,44,222.5,16556,16874,878710,2405682,2957526,3207,8939,10945
Buetzfleth,251,84,323,497,1994,2001,2005,2006,97,226,514,614,21,106,292,314,24,66,32,26,128.8,9699,9885,1154593,2570587,2820632,4600,11656,13742
Vierow,231,83,93,135,1998,1993,2000,2000,139,279,359,368,53,154,195,190,18,82,58,54,108.7,8160,8316,900523,1905024,2133307,3898,8985,10481
Langeoog,227,137,665,616,1995,2004,2010,2011,103,108,77,78,14,31,25,18,33,45,44,47,167.2,12613,12855,461575,1315478,1521034,2033,6401,7749
