Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7721,1645,17235,23420,2000,2002,2004,2004,377,599,597,588,46,72,149,145,27,52,64,60,4785.7,360750,367676,39486982,116645326,166227941,5114,18937,26024
Container,5741,824,200705,216491,2008,2009,2011,2011,398,602,636,635,35,50,137,136,19,31,33,33,22968.7,1739793,1773197,119256576,380078740,412603130,20773,71666,84905
Ferry-RoPax,4217,42,27427,6333,1996,1998,2000,1999,123,1228,192,186,10,163,57,48,1,117,119,90,6673.1,501022,510642,39658488,97955092,120275553,9404,20084,18395
Chemical tanker,2197,649,12380,19504,2005,2007,2008,2008,384,617,669,680,40,63,125,127,21,33,36,36,3669.9,276580,281890,13933546,50480635,60806181,6342,26245,32316
Ro-Ro,2194,102,39909,20291,2005,2004,2008,2008,558,759,724,715,34,55,97,93,9,21,22,23,7407.3,557863,568574,22882267,51324482,51487172,10429,24577,26721
Vehicle,2127,446,97105,33214,2004,2007,2007,2007,363,1005,1148,1146,31,78,215,217,21,32,37,38,6903.6,525526,535616,33633981,148289795,171734696,15813,60105,64686
Bulk carrier,1388,743,81236,147065,2007,2010,2011,2011,685,2126,2013,2063,82,234,454,459,46,92,89,90,7092.9,542451,552866,37527139,95131726,114144443,27037,106626,129184
Cruise,581,93,16329,1585,1995,1995,2008,2006,396,456,426,419,34,37,39,41,12,36,24,28,3863.0,291076,296665,5277817,28799593,33598322,9084,43646,47752
Miscellaneous - fishing,568,158,531,368,1988,1988,2005,2004,394,1126,1457,1362,58,232,923,735,21,75,249,234,422.7,31752,32362,2589286,5743535,6529818,4559,10728,12718
Liquefied gas tanker,557,101,2753,2932,2004,2007,2007,2007,387,929,752,777,34,81,160,167,19,31,30,30,886.0,66515,67792,2177004,6381772,7014124,3908,21503,28340
Service - tug,515,167,134,98,1996,1997,2000,1999,329,448,470,474,68,212,352,363,33,109,255,269,334.4,25110,25593,2511589,5939151,7952202,4877,12593,17003
Oil tanker,498,196,24717,44044,2008,2007,2008,2008,551,1446,1373,1412,75,178,301,308,25,38,32,32,3057.6,231700,236148,22351058,43491269,48660984,44882,117700,144002
Service - other,485,186,1300,1270,1992,1994,1999,2000,322,765,1028,962,52,266,355,359,31,157,289,251,674.3,50660,51633,8865041,18189117,19599875,18278,40673,45925
Refrigerated bulk,95,35,410,451,1995,1995,1997,1997,398,794,538,548,28,59,115,119,20,119,118,117,274.2,20659,21056,1339097,2925993,3295856,14096,30038,32432
Ferry-pax only,92,17,22,5,1956,1965,1976,1963,238,1512,1030,562,33,382,1453,1709,27,41,79,64,53.9,4045,4123,411540,838139,1055796,4473,10402,13714
Other liquids tankers,10,2,25,39,1994,2002,2006,2005,354,365,357,368,62,50,51,53,32,55,66,65,18.5,1409,1436,19782,56483,121778,1978,6853,11074
