Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bremerhaven,3907,1067,168080,135280,2005,2006,2008,2008,419,1016,911,882,34,92,214,180,18,34,27,28,19099.6,1452538,1480426,108012670,342268677,384023897,27646,88963,101615
Rostock,3565,751,25528,19314,1998,2001,2005,2007,239,745,304,634,19,82,141,290,8,46,53,106,5302.8,398995,406656,22505562,68014278,81451527,6313,20236,23639
Hamburg,2962,1282,64241,77751,2005,2005,2010,2010,447,1022,792,920,51,104,195,244,24,44,55,67,8861.4,671582,684477,45893880,138226828,167716076,15494,57383,70695
Travemunde,2881,78,26619,7446,1999,2000,2003,2003,139,420,277,290,11,89,25,26,3,37,9,11,6590.2,494814,504314,33747412,82148791,100589906,11714,25334,23487
Altenwerder,2633,881,103419,133492,2007,2008,2011,2011,437,1126,790,920,44,111,198,233,21,49,52,62,10827.6,821098,836863,62707544,185024544,207100995,23816,81746,97073
Emden,1208,383,34239,15129,2002,2004,2009,2007,344,1329,1547,1408,34,123,346,330,14,37,19,29,2897.8,220923,225165,15222830,58158365,70034284,12602,47443,54867
Lubeck,1143,228,10398,6706,2001,1998,2005,2005,563,486,616,601,39,50,47,50,12,29,17,19,2794.2,209812,213840,8529647,18349964,22735961,7463,19869,23038
Cuxhaven,998,258,6850,3800,2001,1999,2004,2004,365,692,503,503,32,105,105,125,11,66,25,29,1555.8,116829,119072,6345106,17408466,20198465,6358,18108,21454
Wilhelmshaven,869,427,52958,64586,2006,2006,2014,2013,381,953,1284,1219,51,118,339,318,27,62,45,50,5374.5,409552,417415,22614672,71655723,75405508,26024,92647,113448
Wismar,841,337,1290,1801,1995,1997,1999,2000,374,547,506,529,42,68,93,94,22,36,39,40,407.9,30676,31265,4453370,12777461,18049598,5295,18092,24959
Buetzfleth,742,259,5258,8197,2002,2004,2007,2007,414,882,990,1087,52,92,197,214,22,44,75,81,1308.7,98517,100408,5043260,14992253,18436253,6797,27053,34353
Brake,697,521,10420,16763,2004,2004,2010,2010,561,1116,1696,1711,71,121,306,304,29,49,72,72,1302.2,99061,100963,8770113,26540764,36364013,12583,53823,70886
Hamburg-Mitte,557,265,14244,9010,2005,2005,2007,2007,408,771,750,781,34,80,146,179,22,35,29,32,1718.8,130561,133068,9437924,25401320,29990309,16944,51608,59321
Mittelsburen,529,356,6412,10282,2003,2004,2009,2009,448,995,1024,1026,59,102,184,184,30,52,86,88,906.0,68688,70007,5806728,15572346,20896226,10977,42238,53266
Mukran,474,168,1702,1680,2002,2001,2001,2008,227,550,437,571,22,125,253,344,11,93,56,76,574.0,43181,44010,3714937,9077238,11444481,7837,21451,25650
Ostermoor,433,253,4511,7400,2006,2007,2009,2008,404,797,1012,1054,46,87,266,275,28,55,79,77,763.4,57728,58837,4569288,11806814,15083496,10553,37956,48021
Bremen,341,179,3534,5025,2002,2002,2009,2010,388,1119,1287,1514,45,116,307,329,23,52,75,79,647.0,49206,50151,3362364,9472017,12082462,9860,36483,46706
Helgoland,314,250,2628,3572,1998,2000,2007,2008,380,625,855,818,58,84,251,231,28,74,47,50,580.8,43900,44743,2908739,8159148,9603842,9264,32015,39141
Brunsbuettel,301,219,2936,4602,2002,2003,2008,2008,453,598,790,834,56,72,131,143,23,46,35,36,514.2,38704,39447,3081830,8043178,9657155,10239,34232,42650
Stralsund,268,152,405,584,1999,1997,2001,2001,389,456,513,521,42,65,82,84,23,39,40,40,138.1,10369,10568,1731623,4745136,6549402,6461,20711,28231
Kiel,208,96,809,469,1976,1992,2006,2004,241,450,455,496,39,86,54,65,15,44,17,25,245.4,18446,18800,879453,2595112,3356218,4228,13316,15826
Neuhaus,186,171,557,731,2001,2001,2006,2006,498,578,634,629,51,60,76,77,22,41,38,39,175.6,13190,13443,1433944,4040208,5298639,7709,25402,33054
Duisburg,176,44,49,66,2001,2000,2003,2003,119,121,176,174,14,20,40,40,5,10,19,19,23.1,1738,1771,206400,592086,850840,1173,3822,5497
