Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Italy,296,89,4158,1451,1985,1995,1984,1993,307,896,942,791,22,117,796,532,16,68,168,129,1146.2,87955,89644,5059678,13004137,16028078,17094,41119,41746
Greece,221,107,2402,829,1993,1992,1998,1998,434,1226,660,788,38,91,198,131,24,60,240,140,644.4,49415,50364,3659482,9595545,11532194,16559,42457,45541
Croatia,58,28,283,145,1996,1994,1999,1996,414,642,295,474,44,61,47,80,10,43,23,48,84.9,6521,6646,488009,1366492,1616144,8414,24530,28720
Turkey,57,47,173,247,1994,1996,1998,1998,838,870,872,870,82,88,90,89,62,71,82,82,48.7,3703,3774,473036,1406749,1962746,8299,29649,40428
Malta,40,19,199,281,1994,2001,2003,2003,432,690,627,619,45,85,85,81,46,71,56,57,49.9,3829,3903,279303,853170,1032509,6983,25616,31991
Egypt,26,15,148,183,2005,1999,2005,2004,1186,1217,1176,1196,128,126,146,155,22,47,50,54,47.8,3656,3726,200201,553926,668315,7700,34349,45207
Montenegro,26,8,16,15,1998,1987,1989,1987,102,392,133,107,12,38,36,30,24,31,51,67,7.8,594,605,41627,118129,151558,1601,5011,6574
Spain,12,11,267,406,2007,2008,2009,2009,1386,1482,1444,1435,116,123,122,121,41,45,38,37,48.5,3746,3818,241011,840925,1036520,20084,87597,108363
Algeria,8,3,163,194,2010,2002,2013,2013,1150,1351,1171,1174,86,139,96,96,30,26,37,37,24.2,1863,1898,158839,459722,523213,19855,104199,137841
Libya,6,5,86,125,1992,1994,1994,1994,982,1034,1220,1206,60,118,251,237,48,51,62,60,18.6,1423,1450,90119,350522,414589,15020,70853,87976
Thailand,5,1,116,22,1979,1979,1979,1979,1418,1418,1413,1413,62,62,95,95,65,65,56,56,14.2,1084,1105,136117,336605,413017,27223,58111,52927
Slovenia,5,4,26,22,1996,1999,2012,2011,408,615,650,464,61,62,66,47,35,24,23,32,8.7,659,671,14663,81376,105981,2933,16494,20953
France,5,5,40,61,1995,1995,2007,2008,1011,1097,1088,1076,81,102,90,88,60,67,106,110,10.5,809,825,60148,192419,247448,12030,46362,61068
Tunisia,4,2,5,8,1990,1988,1990,1990,588,588,591,592,74,74,83,83,21,56,38,34,1.5,110,112,24627,70651,101530,6157,20068,28863
Cyprus,3,3,32,49,2001,2001,2008,2008,1578,1510,1091,1071,95,114,107,105,41,42,39,39,9.1,700,714,39364,142731,177580,13121,53795,68750
Bulgaria,3,3,7,9,1985,1985,1985,1985,1451,1285,1308,1293,175,175,176,175,64,71,68,68,2.0,152,155,20025,57531,79860,6675,23916,33740
Ukraine,2,2,17,28,1995,1995,2004,2004,1321,1321,1403,1407,198,198,146,144,8,8,8,8,2.8,214,218,20784,58707,87584,10392,41054,55732
Lebanon,2,2,6,9,1984,1984,1983,1983,1177,1177,1241,1243,138,138,130,130,33,33,40,41,1.4,105,107,19622,57080,79950,9811,36539,48213
Syrian Arab Republic,1,1,3,4,1991,1991,1991,1991,1348,1348,1348,1348,309,309,309,309,7,7,7,7,0.7,53,54,13539,38840,55816,13539,44130,63470
Israel,1,1,23,36,1992,1992,1992,1992,3736,3736,3736,3736,457,457,457,457,141,141,141,141,6.7,517,527,61512,180440,248838,61512,246434,310726
Romania,1,1,0,0,1996,1996,1996,1996,67,67,67,67,25,25,25,25,7,7,7,7,0.0,2,2,528,1515,2178,528,1722,2476
United Kingdom of Great Britain and Northern Ireland,1,1,59,34,2003,2003,2003,2003,2532,2532,2532,2532,195,195,195,195,268,268,268,268,13.2,1024,1043,36074,66473,77504,36074,84787,90003
Russian Federation,1,1,3,4,1984,1984,1984,1984,1193,1193,1193,1193,181,181,181,181,72,72,72,72,0.8,62,64,13928,39958,57423,13928,45401,65297
