Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,243,105,459,653,1989,1992,1995,1995,452,643,724,723,57,76,118,117,33,54,65,66,116.4,8836,9005,1403782,4086062,5808367,5777,20552,28289
Ferry-RoPax,201,22,3505,722,1979,1989,1989,1991,258,1653,843,1050,11,149,205,198,12,32,70,63,927.1,71288,72657,4514051,11151330,13691041,22458,47957,43892
Cruise,71,20,1634,193,2001,1995,2006,2005,607,406,500,493,38,38,37,37,8,10,8,8,410.2,31702,32310,1309043,4354431,4398228,18437,55585,53429
Liquefied gas tanker,51,21,409,471,2010,2007,2011,2011,587,867,824,822,73,82,111,112,26,41,36,36,107.7,8232,8390,355799,1030809,1138343,6976,38196,50228
Chemical tanker,46,31,706,1102,2007,2006,2009,2009,474,873,1145,1151,62,90,148,149,25,42,53,53,124.0,9564,9748,358090,1876994,2195025,7785,47723,58556
Container,44,21,283,354,1999,2001,1997,1996,404,532,500,502,34,43,45,45,24,33,53,55,64.8,4962,5057,464665,1467691,1666903,10561,35158,41537
Ferry-pax only,44,8,45,22,1981,1980,1980,1979,951,7972,3705,4287,72,1165,1272,984,19,38,91,98,78.0,5859,5971,1802713,3671394,4624822,40971,95276,125605
Miscellaneous - fishing,24,4,5,5,2003,1994,1987,1987,148,8325,657,868,38,949,2032,1978,8,974,1936,1806,35.8,2688,2739,37168,82445,93731,1549,3645,4321
Bulk carrier,23,12,497,825,1988,1989,2004,2004,518,1543,2829,2950,52,127,611,620,48,109,63,63,66.0,5082,5180,299744,788518,951229,13032,50926,63107
Oil tanker,11,11,276,433,2004,2004,2004,2004,1028,1252,1546,1562,95,115,153,153,18,134,68,65,64.3,4965,5060,412089,920225,1036660,37463,113606,134151
Service - other,11,5,8,5,1995,1999,1994,1986,726,717,913,839,70,432,691,658,24,59,99,69,14.5,1089,1110,31471,64571,69579,2861,6366,7188
Service - tug,8,7,1,1,1986,1986,1983,1984,554,641,744,686,2618,3095,3218,3517,22,66,45,46,19.9,1492,1521,20679,48900,65475,2585,6675,9012
Ro-Ro,7,3,187,131,2012,2009,2009,2010,437,1421,720,642,70,117,126,111,51,68,84,82,33.3,2583,2633,141075,259956,303092,20154,47368,50282
