Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,37,1,3,2,2007,2007,2007,2007,144,144,183,183,20,20,85,85,17,17,58,58,7.4,554,565,13135,29136,33125,355,835,990
General cargo,24,16,16,22,1987,1987,1987,1987,133,349,290,304,16,36,70,72,68,135,180,182,5.9,446,454,69373,199094,285915,2891,9458,13569
Ferry-RoPax,11,4,40,6,1970,1972,1973,1971,462,697,537,540,28,40,39,42,5,117,136,105,20.5,1558,1588,43058,105061,129928,3914,8396,8126
Cruise,4,3,5,1,1980,1972,1977,1975,97,214,358,316,12,20,34,33,6,6,5,5,2.0,150,153,4921,22174,46409,1230,5759,10785
Bulk carrier,2,2,5,8,1990,1990,1994,1995,355,355,335,333,24,24,24,24,12,12,10,10,0.8,58,59,7543,18173,23924,3772,13148,16647
Container,2,2,11,14,1990,1990,1984,1984,519,519,686,678,31,31,55,55,141,141,269,269,5.2,391,398,13711,51917,59212,6855,27943,33983
Service - tug,2,2,1,1,1988,1988,1988,1988,2892,2892,2576,2696,225,225,272,281,70,70,87,90,3.9,290,295,28628,67697,90643,14314,36962,49904
Chemical tanker,2,2,2,3,1990,1990,1992,1992,356,356,346,345,32,32,28,28,132,132,96,94,3.1,232,237,6919,19259,24165,3460,10974,13810
Liquefied gas tanker,2,2,2,2,2006,2006,2007,2007,88,88,87,87,8,8,8,8,37,37,31,31,1.5,110,112,1681,4869,5377,840,4601,6050
Oil tanker,1,1,1,1,2010,2010,2010,2010,107,107,107,107,9,9,9,9,40,40,40,40,0.6,44,45,1187,1272,1198,1187,4043,5374
Service - other,1,1,2,1,2003,2003,2003,2003,654,654,654,654,44,44,44,44,42,42,42,42,0.5,38,39,5747,11791,12706,5747,12788,14439
