Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,242,105,497,703,1989,1992,1992,1992,555,910,791,785,60,118,405,321,47,65,87,88,143.2,10847,11056,1702830,4928214,7013526,7036,24464,33913
Ferry-RoPax,204,22,4868,985,1979,1989,1983,1986,285,1341,1162,1423,10,70,727,640,14,21,250,230,1312.4,100709,102643,6121445,15136670,18573636,30007,64055,58362
Cruise,71,20,1072,130,2001,1995,2005,2004,354,395,328,331,22,38,26,28,7,9,7,7,289.8,22387,22817,846956,2930447,3052710,11929,37286,36759
Liquefied gas tanker,51,21,429,498,2010,2007,2011,2011,1138,1052,862,869,83,84,97,97,27,54,50,51,105.3,8058,8213,375998,1089328,1202967,7373,40364,53080
Chemical tanker,46,31,562,872,2007,2006,2009,2009,674,862,911,911,60,76,89,88,34,52,62,61,115.8,8920,9091,381795,1704377,2013561,8300,42910,52632
Container,45,22,333,387,1999,2000,1996,1996,460,677,584,545,36,70,152,150,22,30,34,36,69.2,5294,5396,520450,1560781,1769518,11566,36465,42698
Ferry-pax only,43,7,17,6,1981,1980,1980,1980,661,3952,1387,1273,42,164,594,242,29,45,39,49,37.3,2800,2853,531569,1082590,1363729,12362,28747,37899
Miscellaneous - fishing,24,4,2,2,2003,1994,1998,1997,216,1991,324,407,18,442,334,352,27,64,119,117,13.2,990,1009,17437,38678,43972,727,1710,2027
Bulk carrier,21,11,148,234,1989,1991,1997,1998,611,1172,891,882,45,121,129,128,35,52,47,47,29.0,2223,2266,246906,582147,718506,11757,38417,48079
Oil tanker,12,12,157,246,2004,2004,2004,2004,750,771,780,776,72,103,105,105,36,36,35,35,38.3,2962,3019,253110,515235,580689,21093,63407,75554
Service - other,12,6,6,2,1995,1998,1997,1991,493,789,622,395,40,156,256,149,38,215,354,186,7.6,573,584,15071,30923,33322,1256,2795,3156
Ro-Ro,7,3,141,96,2012,2009,2009,2010,358,1161,541,468,27,91,100,87,34,102,131,118,23.5,1818,1853,102795,189419,220850,14685,34515,36638
Service - tug,6,6,2,1,1988,1988,1984,1984,355,1569,1873,1565,111,152,204,196,41,98,318,287,8.2,615,627,35875,84834,113588,5979,15439,20846
