int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ro-Ro,8,1,2013,2013,2013,2013,13510504,10447394,2374,2374,3419,3419,43,3236
Liquefied gas tanker,7,1,2012,2012,2012,2012,11878029,11745946,150,150,337,337,4,294
