int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Guam,421,119,2002,2002,2005,2006,11341007004,11964112115,988,2412,1553,1471,2005,154054
Barrigada,4,3,1998,1995,2005,2006,40134776,42813761,3656,5255,3357,3064,23,1718
