Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tripoli,187,43,457,543,2004,2001,2005,2005,160,414,384,391,26,47,95,91,26,82,132,133,206.4,15707,16009,1763784,4390642,5601192,9432,28072,36827
Misurata,122,59,508,660,2001,1999,2003,2003,206,687,355,354,18,106,252,177,38,107,194,140,163.7,12480,12720,631610,1969838,2298816,5177,19527,24031
Bouri Oil Field,111,9,72,95,2005,2003,2006,2006,95,288,214,253,12,75,104,122,10,10,23,21,36.7,2795,2848,762931,1822891,2436745,6873,18224,24459
Benghazi,81,43,624,565,2001,2000,2002,2001,361,505,482,501,28,64,84,107,35,96,77,96,126.8,9703,9890,486947,1549706,1841798,6012,23712,28802
Khoms,67,26,407,567,1998,1998,2000,2001,304,345,418,418,12,26,39,38,140,141,156,158,202.5,15525,15824,373105,1491483,1740230,5569,25391,31058
Mellitah,49,17,88,111,2006,2003,2006,2005,231,682,233,213,36,139,131,128,24,209,155,91,77.3,5838,5950,485252,1186005,1558739,9903,29028,38780
El Choms,38,28,191,185,1999,1998,1998,1999,312,399,326,279,115,133,136,137,80,119,129,132,100.6,7613,7759,187518,651445,777094,4935,18919,23266
Az Zawiyah,27,14,232,366,2005,2006,2004,2004,307,326,360,357,32,52,99,98,64,65,62,61,94.5,7320,7461,133052,574000,659806,4928,25447,30979
Al Burayqah,18,14,125,122,2006,2004,2005,2006,365,357,370,335,30,116,50,44,50,103,63,80,24.5,1878,1914,66358,247582,304537,3687,16054,19664
Tobruk,18,13,129,202,1994,1996,1997,1998,497,592,596,601,38,81,97,98,71,181,132,120,43.1,3287,3350,181855,526895,640030,10103,36390,44022
Zuwara,17,5,26,16,1987,1999,1987,1996,178,372,157,96,22,455,87,61,22,59,34,46,13.8,1047,1067,18130,59591,70918,1066,3548,4232
Marsa Brega,11,6,79,121,2009,2009,2007,2007,374,552,455,455,42,125,104,104,43,62,36,35,21.4,1653,1685,33435,185661,217833,3040,20387,25213
Tajoura,5,5,9,12,2001,2001,2004,2004,268,265,246,239,12,16,16,15,7,45,38,35,4.0,303,309,10835,37910,50198,2167,9291,12645
Derna,3,3,37,59,1999,1999,2002,2002,383,558,809,800,37,39,66,66,28,116,261,259,6.3,488,497,14793,82885,100345,4931,34717,43138
Soussah,3,3,28,52,2003,2003,2015,2015,296,285,296,295,23,22,27,27,16,28,19,18,2.3,180,184,25972,56092,67973,8657,25761,31643
Bardiyah,1,1,1,2,2003,2003,2003,2003,64,64,64,64,21,21,21,21,10,10,10,10,0.1,10,10,11481,23555,25382,11481,25546,28845
Ras Lanuf,1,1,43,83,2009,2009,2009,2009,462,462,462,462,35,35,35,35,7,7,7,7,1.9,144,147,18639,36973,42576,18639,52813,60992
As Sidr,1,1,33,64,2009,2009,2009,2009,405,405,405,405,30,30,30,30,26,26,26,26,2.1,159,162,23363,44022,49591,23363,61349,74111
Sirte,1,1,0,0,2006,2006,2006,2006,286,286,286,286,36,36,36,36,193,193,193,193,0.5,35,36,2424,4973,5359,2424,5393,6090
