Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Misurata,589,296,10206,10401,1998,1998,2003,2004,797,956,1113,1013,72,122,214,215,26,68,67,62,1476.2,113395,115572,8417489,27119431,32459072,14291,50970,60912
Az Zawiyah,196,146,13394,24316,2008,2008,2009,2009,883,1450,1554,1579,100,156,308,312,31,47,46,45,1591.4,123048,125411,10438044,24333759,27221397,53255,152461,187900
Tripoli,196,105,1530,2168,2001,1997,1999,1999,511,714,773,813,60,136,161,172,17,46,50,54,356.7,27392,27918,2151482,5779087,7171170,10977,36508,44852
Khoms,193,119,1697,2300,1993,1993,1998,1998,894,855,812,816,105,179,230,249,25,114,62,68,443.7,33937,34589,2004138,6512505,8171299,10384,40087,50414
Benghazi,175,112,2650,2633,1999,1998,2004,2002,659,826,929,755,69,132,182,143,30,62,62,70,427.9,32931,33564,1779479,6541035,7949637,10168,43175,52151
El Choms,159,93,1208,1037,1991,1993,1996,1996,838,785,758,683,75,86,106,107,24,56,75,73,248.0,18951,19315,1425118,4417590,5562920,8963,30884,38780
Mellitah,147,75,7826,13855,2008,2005,2009,2008,710,1978,1952,2081,75,241,510,527,27,67,65,65,863.9,66716,67997,7865492,15624162,18848230,53507,146506,183445
Bouri Oil Field,130,32,1279,2207,2006,2005,2008,2008,355,845,935,964,79,127,165,154,10,55,38,38,222.3,17068,17395,2840879,6523501,8206947,21853,56675,74291
Tobruk,130,107,15920,30199,2001,2002,2011,2011,815,2080,3006,3126,112,238,506,511,38,82,58,58,1488.4,115127,117338,11794578,23421993,26615675,90728,243880,296572
As Sidr,118,91,23046,43793,2008,2008,2009,2009,1370,2814,2918,2964,167,279,531,537,33,50,53,53,2072.8,160497,163578,18053348,35554469,39682943,152994,391778,479317
Al Burayqah,61,47,1114,1370,2005,2004,2006,2006,1095,1216,1155,1166,97,126,158,173,23,38,36,40,173.0,13317,13573,704457,2572337,3224940,11548,59101,75587
Ras Lanuf,52,45,9803,18599,2007,2008,2008,2008,976,2716,2809,2841,92,249,811,818,40,88,95,94,867.0,67158,68447,7028576,13936382,15640083,135165,350704,426606
Marsa Brega,32,25,2357,4231,2010,2010,2012,2012,1019,1327,1436,1449,106,163,222,226,29,33,31,31,255.7,19794,20174,2168221,4677642,5167293,67757,170282,212606
Zuwara,24,8,202,236,1986,1993,1997,2005,702,648,782,816,88,94,128,143,32,42,40,39,44.4,3399,3464,155945,480243,482052,6498,18721,22920
Tajoura,7,5,263,408,1997,1995,2004,2004,1518,1279,3458,3532,179,122,324,325,31,17,65,66,43.7,3381,3446,382635,923667,1055433,54662,165932,195964
Sirte,5,5,149,260,2009,2009,2011,2012,602,739,584,569,50,81,76,71,29,42,32,31,15.5,1201,1225,56092,230909,260216,11218,59090,73043
Derna,4,3,92,148,2000,1999,2001,2001,1393,1333,1295,1297,189,187,169,169,188,193,226,225,21.9,1691,1723,54831,227819,284006,13708,74940,93743
Abu Khammash,4,4,9,6,1987,1987,1983,1981,871,773,978,937,104,105,150,167,4,9,3,3,3.8,288,293,37346,83372,96644,9336,20840,22458
Bardiyah,4,4,7,11,1985,1985,1991,1991,696,642,692,692,82,80,95,95,27,77,29,30,2.0,153,156,26373,67213,89175,6593,20632,27659
Soussah,2,2,44,82,2006,2006,2015,2015,613,613,491,486,53,53,43,42,17,17,17,17,5.0,390,397,39159,85929,105374,19580,59403,72986
